hotspot,time,t2m,tp,EVI,lwe_thickness,Population
Thailand,September 2013,0.35960591133004927,0.8177339901477833,0.43842364532019706,0.15763546798029557,0.6798029556650247
Thailand,October 2013,0.1477832512315271,0.5812807881773399,0.45320197044334976,0.43842364532019706,0.6847290640394089
Thailand,November 2013,0.5073891625615763,0.7339901477832512,0.6157635467980296,0.4433497536945813,0.6896551724137931
Thailand,December 2013,0.0049261083743842365,0.3842364532019705,0.9211822660098522,0.4285714285714286,0.6945812807881774
Thailand,January 2014,0.024630541871921183,0.1330049261083744,0.625615763546798,0.5862068965517242,0.6995073891625616
Thailand,February 2014,0.24630541871921183,0.27586206896551724,0.5467980295566502,0.4039408866995074,0.7044334975369458
Thailand,March 2014,0.8275862068965517,0.15270935960591134,0.31527093596059114,0.25123152709359603,0.7093596059113301
Thailand,April 2014,0.6502463054187192,0.4729064039408867,0.45812807881773404,0.32019704433497537,0.7142857142857143
Thailand,May 2014,0.8866995073891626,0.07389162561576355,0.6354679802955665,0.15270935960591134,0.7192118226600985
Thailand,June 2014,0.7635467980295566,0.31527093596059114,0.3251231527093596,0.04926108374384237,0.7241379310344828
Thailand,July 2014,0.645320197044335,0.4975369458128079,0.3842364532019705,0.07389162561576355,0.729064039408867
Thailand,August 2014,0.43349753694581283,0.6305418719211823,0.6798029556650247,0.09852216748768473,0.7339901477832512
Thailand,September 2014,0.5911330049261084,0.04926108374384237,0.8423645320197045,0.21674876847290642,0.7389162561576355
Thailand,October 2014,0.4876847290640394,0.38916256157635465,0.7093596059113301,0.19211822660098524,0.7438423645320197
Thailand,November 2014,0.5812807881773399,0.7044334975369456,0.7389162561576355,0.30049261083743833,0.7487684729064039
Thailand,December 2014,0.6896551724137931,0.5566502463054187,0.5172413793103449,0.2660098522167488,0.7536945812807881
Thailand,January 2015,0.06403940886699508,0.6059113300492611,0.3004926108374384,0.14285714285714285,0.7586206896551724
Thailand,February 2015,0.15270935960591134,0.3251231527093596,0.2561576354679803,0.3497536945812808,0.7635467980295566
Thailand,March 2015,0.812807881773399,0.37438423645320196,0.26108374384236455,0.31527093596059114,0.768472906403941
Thailand,April 2015,0.23399014778325122,0.5147783251231528,0.6009852216748769,0.1625615763546798,0.7758620689655173
Thailand,April 2015,0.23399014778325122,0.5147783251231528,0.6009852216748769,0.12315270935960591,0.7758620689655173
Thailand,May 2015,0.9458128078817734,0.014778325123152709,0.18719211822660098,0.22167487684729065,0.7832512315270936
Thailand,June 2015,0.9113300492610837,0.35960591133004927,0.4039408866995074,0.18719211822660073,0.7881773399014779
Thailand,July 2015,0.6847290640394089,0.7438423645320197,0.04926108374384237,0.11330049261083744,0.7931034482758621
Thailand,August 2015,0.6009852216748768,0.4088669950738916,0.5517241379310345,0.1330049261083744,0.7980295566502463
Thailand,September 2015,0.7241379310344828,0.18719211822660098,0.7142857142857143,0.06896551724137931,0.8029556650246306
Thailand,October 2015,0.6206896551724138,0.23645320197044334,0.9113300492610837,0.019704433497536946,0.8078817733990148
Thailand,November 2015,0.9162561576354681,0.6354679802955665,0.9655172413793104,0.024630541871921183,0.812807881773399
Thailand,December 2015,0.9261083743842364,0.5467980295566502,0.7438423645320197,0.059113300492610835,0.8177339901477833
Thailand,January 2016,0.3990147783251232,0.4827586206896552,0.4482758620689655,0.19704433497536947,0.8226600985221675
Thailand,February 2016,0.08866995073891626,0.5073891625615763,0.2315270935960591,0.3054187192118227,0.8275862068965517
Thailand,March 2016,0.9556650246305419,0.06403940886699508,0.14285714285714285,0.06403940886699502,0.8325123152709359
Thailand,April 2016,1.0,0.009852216748768473,0.024630541871921183,0.08866995073891626,0.8374384236453202
Thailand,May 2016,0.9901477832512313,0.08866995073891626,0.0049261083743842365,0.04433497536945813,0.8423645320197044
Thailand,June 2016,0.5517241379310345,0.7241379310344828,0.07389162561576355,0.21182266009852216,0.8472906403940886
Thailand,July 2016,0.6305418719211823,0.5862068965517242,0.9458128078817734,0.17733990147783252,0.8522167487684729
Thailand,August 2016,0.7586206896551724,0.2660098522167488,0.6600985221674877,0.2019704433497537,0.8571428571428572
Thailand,September 2016,0.5763546798029558,0.47783251231527096,0.9408866995073891,0.10344827586206896,0.8620689655172414
Thailand,October 2016,0.7093596059113301,0.8374384236453202,0.8719211822660098,0.2561576354679803,0.8669950738916257
Thailand,November 2016,0.6600985221674877,0.729064039408867,0.7339901477832512,0.6206896551724138,0.8719211822660099
Thailand,December 2016,0.8472906403940886,0.8768472906403941,0.7536945812807881,0.3645320197044335,0.8768472906403941
Thailand,January 2017,0.6551724137931033,0.9901477832512301,0.9064039408866995,0.5024630541871912,0.8817733990147784
Thailand,February 2017,0.21674876847290642,0.4876847290640394,0.7487684729064038,0.39408866995073893,0.8866995073891626
Thailand,March 2017,0.7389162561576355,0.35467980295566504,0.6551724137931034,0.33004926108374383,0.8916256157635468
Thailand,April 2017,0.08374384236453201,0.9014778325123153,0.729064039408867,0.23645320197044334,0.896551724137931
Thailand,May 2017,0.4187192118226601,0.9507389162561577,0.5911330049261083,0.16748768472906403,0.9014778325123153
Thailand,June 2017,0.5566502463054187,0.16748768472906403,0.8669950738916257,0.18226600985221675,0.9064039408866995
Thailand,July 2017,0.3793103448275862,0.896551724137931,0.8226600985221671,0.034482758620689655,0.9113300492610837
Thailand,August 2017,0.6650246305418719,0.4433497536945813,0.9556650246305419,0.009852216748768473,0.916256157635468
Thailand,September 2017,0.8571428571428572,0.19704433497536947,0.5665024630541872,0.0,0.9211822660098522
Thailand,October 2017,0.5714285714285714,0.916256157635468,0.5369458128078818,0.0049261083743842365,0.9261083743842364
Thailand,November 2017,0.4827586206896552,0.9113300492610837,0.8620689655172414,0.014778325123152709,0.9310344827586207
Thailand,December 2017,0.3103448275862069,0.6502463054187192,0.3743842364532019,0.08374384236453201,0.9359605911330049
Thailand,January 2018,0.6699507389162561,0.7192118226600985,0.7980295566502464,0.3743842364532019,0.9408866995073891
Thailand,February 2018,0.13793103448275862,0.6157635467980296,0.812807881773399,0.5960591133004925,0.9458128078817734
Thailand,March 2018,0.2857142857142857,0.33497536945812806,0.8866995073891626,0.7635467980295566,0.9507389162561577
Thailand,April 2018,0.059113300492610835,0.8472906403940886,0.8029556650246306,0.8275862068965517,0.9556650246305419
Thailand,May 2018,0.2660098522167488,0.5615763546798029,0.916256157635468,0.7044334975369458,0.9605911330049262
Thailand,June 2018,0.26108374384236455,0.940886699507389,0.6108374384236454,0.458128078817734,0.9655172413793104
Thailand,July 2018,0.5467980295566502,0.7733990147783252,0.0,0.47783251231527096,0.9704433497536946
Thailand,August 2018,0.39408866995073893,0.9458128078817734,0.009852216748768473,0.26108374384236455,0.9753694581280788
Thailand,September 2018,0.7192118226600985,0.07881773399014778,0.6699507389162561,0.13793103448275862,0.9802955665024631
Thailand,October 2018,0.7044334975369457,0.43842364532019706,0.645320197044335,0.3103448275862069,0.9852216748768473
Thailand,November 2018,0.7339901477832512,0.3793103448275862,0.6650246305418719,0.35467980295566504,0.9901477832512315
Thailand,December 2018,0.9655172413793104,0.7783251231527092,0.8177339901477833,0.27586206896551724,0.9950738916256158
Thailand,January 2019,0.8522167487684729,0.7635467980295566,0.768472906403941,0.35960591133004927,1.0
Australia,April 2002,0.8522167487684729,0.2857142857142857,0.645320197044335,0.6896551724137931,1.0
Australia,May 2002,0.6403940886699507,0.35960591133004927,0.4039408866995074,0.6995073891625616,0.9950738916256158
Australia,June 2002,0.5960591133004924,0.6798029556650247,0.27586206896551724,0.6157635467980296,0.9901477832512315
Australia,July 2002,0.5812807881773403,0.12315270935960591,0.024630541871921183,0.46798029556650245,0.9852216748768473
Australia,August 2002,0.5467980295566502,0.07881773399014778,0.0,0.4482758620689655,0.9802955665024631
Australia,September 2002,0.6502463054187192,0.28078817733990147,0.0049261083743842365,0.47783251231527096,0.9753694581280788
Australia,October 2002,0.3251231527093596,0.2660098522167488,0.03940886699507389,0.39408866995073893,0.9704433497536946
Australia,November 2002,0.812807881773399,0.12807881773399016,0.21182266009852216,0.3054187192118227,0.9655172413793104
Australia,December 2002,0.5911330049261084,0.22167487684729065,0.4433497536945813,0.3251231527093596,0.9605911330049262
Australia,January 2003,0.5024630541871921,0.09359605911330049,0.3645320197044335,0.4630541871921182,0.896551724137931
Australia,February 2003,0.7881773399014779,0.4088669950738916,0.2857142857142857,0.43349753694581283,0.9014778325123153
Australia,March 2003,0.16748768472906403,0.19211822660098524,0.19704433497536947,0.43842364532019706,0.9064039408866995
Australia,April 2003,0.3891625615763547,0.6896551724137931,0.28078817733990147,0.3842364532019705,0.9113300492610837
Australia,May 2003,0.645320197044335,0.6403940886699507,0.729064039408867,0.4433497536945813,0.916256157635468
Australia,June 2003,0.7586206896551724,0.7733990147783252,0.9014778325123153,0.4285714285714286,0.9211822660098522
Australia,July 2003,0.41379310344827586,0.7783251231527093,0.9113300492610837,0.39901477832512317,0.9261083743842364
Australia,August 2003,0.22660098522167488,0.8916256157635474,0.9359605911330049,0.5862068965517241,0.9310344827586207
Australia,September 2003,0.09852216748768473,0.6551724137931028,0.9852216748768473,0.6798029556650247,0.9359605911330049
Australia,October 2003,0.0049261083743842365,0.8078817733990148,1.0,0.7487684729064029,0.9408866995073891
Australia,November 2003,0.22167487684729065,0.2561576354679803,0.896551724137931,0.6108374384236454,0.9458128078817734
Australia,December 2003,0.7635467980295566,0.8522167487684729,0.6206896551724138,0.6502463054187192,0.9507389162561577
Australia,January 2004,0.009852216748768473,0.2512315270935961,0.5960591133004922,0.645320197044335,0.9556650246305419
