,r²,MAE,MSE,MBD,Scenario
Vietnam,1.0,0.0005,0.0,-0.0001251110239896276,7
Thailand,-1.4734,0.3557,0.145,0.355660458746409,2
Thailand,0.9993,0.0061,0.0,-0.006069261228058355,3
Thailand,0.9621,0.046,0.0022,-0.046039595965992185,4
Thailand,0.9615,0.0465,0.0023,-0.04654871257732692,5
Thailand,1.0,0.0,0.0,5.635001078658612e-06,6
Thailand,1.0,0.0002,0.0,-0.00010829552152795645,7
Australia,-0.403,0.2233,0.056,0.22330902949687717,2
Australia,0.9892,0.0205,0.0004,0.020533845766902432,3
Australia,0.5185,0.1353,0.0192,-0.13526434552713593,4
Australia,0.928,0.0516,0.0029,0.05158726699044499,5
Australia,0.9988,0.0032,0.0,-0.0032366878662909724,6
Australia,0.9969,0.0103,0.0001,-0.010329462140691331,7
ArabianPeninsula,0.9531,0.0579,0.0034,0.05793305474930561,2
ArabianPeninsula,1.0,0.0005,0.0,-0.00045894307582590595,3
ArabianPeninsula,1.0,0.0008,0.0,-0.0008268504049965968,4
ArabianPeninsula,0.9976,0.0124,0.0002,0.012446200860150637,5
ArabianPeninsula,1.0,0.0,0.0,-9.523844719094572e-07,6
ArabianPeninsula,1.0,0.0005,0.0,0.000451826958880923,7
China,-0.3377,0.2857,0.0916,0.2856921794417056,2
China,0.9993,0.0071,0.0001,-0.007055891731076458,3
China,0.9603,0.0501,0.0027,-0.05013614707729058,4
China,0.9997,0.0042,0.0,0.00424704825499248,5
China,1.0,0.0,0.0,-1.4851031428850722e-05,6
China,1.0,0.0,0.0,-6.542033227700027e-06,7
Peru,0.8326,0.0729,0.0055,-0.07285360759807606,2
Peru,0.9689,0.0295,0.001,0.029511161471881372,3
Peru,0.9842,0.0211,0.0005,-0.021068568435712875,4
Peru,0.9935,0.0138,0.0002,-0.013831087192154052,5
Peru,1.0,0.0,0.0,-5.503049151026943e-06,6
Peru,0.9997,0.0028,0.0,0.002476007989213387,7
Nile,0.6178,0.0947,0.0094,0.09466344840483,2
Nile,0.9903,0.0154,0.0002,0.015373155804683908,3
Nile,0.9994,0.0036,0.0,0.003621213776497453,4
Nile,0.9806,0.0213,0.0005,-0.021316278519292846,5
Nile,1.0,0.0001,0.0,0.00012819835548451254,6
Nile,0.9926,0.0121,0.0002,-0.012140822571601068,7
Java,0.6075,0.149,0.0235,-0.14896090732892459,2
Java,0.9881,0.0257,0.0007,-0.025681946355632205,3
Java,0.9965,0.0125,0.0002,-0.01249351876267257,4
Java,0.9949,0.0168,0.0003,-0.016784797503623376,5
Java,1.0,0.0,0.0,-1.2404989214960696e-05,6
Java,1.0,0.0008,0.0,0.00037993440475185173,7
Japan,-4.4641,0.2322,0.0646,0.2322419544723085,2
Japan,0.8829,0.0369,0.0014,-0.03689990554727602,3
Japan,0.8123,0.0468,0.0022,-0.046807466811083755,4
Japan,0.998,0.0047,0.0,-0.004676495885207268,5
Japan,0.9999,0.0002,0.0,0.00023072411675859525,6
Japan,0.9989,0.0028,0.0,-0.0020455532413393503,7
Spain,0.9513,0.0442,0.0021,0.04421055411840544,2
Spain,1.0,0.0013,0.0,0.0012994839611159968,3
Spain,0.9957,0.0131,0.0002,-0.0131466731675121,4
Spain,0.9999,0.0017,0.0,-0.0017387956207463185,5
Spain,1.0,0.0,0.0,-5.87748537636207e-06,6
Spain,0.9993,0.0048,0.0,0.0027916749319885684,7
