,r²,MAE,MSE,MBD,Scenario
China,-0.1592,0.2687,0.0954,0.2672387417635708,2
China,0.6862,0.1281,0.0258,-0.025509329409211245,3
China,0.607,0.1475,0.0324,-0.06858958475542537,4
China,0.6939,0.1266,0.0252,-0.014206389423142307,5
China,0.6912,0.1269,0.0254,-0.018468288709563636,6
China,0.6911,0.1269,0.0254,-0.01845997971136249,7
Peru,0.2857,0.1904,0.0493,-0.05939421715088232,2
Peru,0.2968,0.1832,0.0485,0.042970551919075096,3
Peru,0.3302,0.1843,0.0462,-0.007609177988519151,4
Peru,0.3359,0.183,0.0458,-0.0003716967449603332,5
Peru,0.3298,0.1818,0.0462,0.013453887398042695,6
Peru,0.33,0.1811,0.0462,0.015935398436407115,7
Nile,0.3814,0.1668,0.0403,0.10463627389099292,2
Nile,0.4884,0.1538,0.0333,0.025345981290846847,3
Nile,0.4976,0.1529,0.0327,0.013594039262660387,4
Nile,0.493,0.1536,0.033,-0.011343453033129914,5
Nile,0.4942,0.1535,0.0329,0.010101023841647442,6
Nile,0.502,0.1522,0.0324,-0.002167997085438135,7
Java,0.6335,0.1498,0.0357,-0.10231671992265771,2
Java,0.7335,0.1301,0.026,0.020962241050634673,3
Java,0.7319,0.1322,0.0261,0.03415066864359431,4
Java,0.7315,0.132,0.0261,0.029859389902643505,5
Java,0.7183,0.1335,0.0274,0.04663178241705192,6
Java,0.7183,0.1336,0.0274,0.04702412181101872,7
Japan,-0.8142,0.3287,0.1478,0.22924265099839472,2
Japan,0.1001,0.2267,0.0733,-0.03989920902118982,3
Japan,0.0998,0.2274,0.0733,-0.04980677028499757,4
Japan,0.119,0.2208,0.0718,-0.007675799359121073,5
Japan,0.1138,0.2208,0.0722,-0.002768579357155208,6
Japan,0.1159,0.2214,0.072,-0.005044856715253152,7
Spain,0.3443,0.1711,0.0454,0.13352500317833355,2
Spain,0.4864,0.1503,0.0356,0.09061393302104409,3
Spain,0.5231,0.1456,0.033,0.07616777589241601,4
Spain,0.4942,0.1492,0.0351,0.08757565343918178,5
Spain,0.4897,0.1499,0.0354,0.08930857157455174,6
Spain,0.4825,0.1509,0.0359,0.09210612399191667,7
