,r²,MAE,MSE,MBD,Scenario
Nile,0.0068,0.2057,0.0646,-0.14765228225624713,2
Nile,0.4792,0.1559,0.0339,-0.017506627707592606,3
Nile,0.4922,0.1539,0.0331,0.004310186482828727,4
Nile,0.4614,0.1563,0.0351,0.042154438160101636,5
Nile,0.497,0.1532,0.0327,0.00985429426324743,6
Nile,0.4539,0.1608,0.0355,0.032145262002558066,7
Java,-0.1921,0.2882,0.1161,0.27766535102025397,2
Java,0.6772,0.1425,0.0314,0.08091608287841308,3
Java,0.6798,0.1382,0.0312,0.06951284682627053,4
Java,0.6774,0.1423,0.0314,0.07699610768266446,5
Java,0.7183,0.1335,0.0274,0.046663023207063656,6
Java,0.7185,0.1333,0.0274,0.04607125609292428,7
Japan,-0.6498,0.2906,0.1344,-0.21138426208653566,2
Japan,0.0562,0.2228,0.0769,0.06520603993526625,3
Japan,0.0172,0.2255,0.0801,0.08210362151358801,4
Japan,0.1186,0.2196,0.0718,0.0038373543051465585,5
Japan,0.1102,0.2216,0.0725,-0.0035869824348920207,6
Japan,0.1115,0.2204,0.0724,0.00115416438914143,7
Spain,0.6138,0.1329,0.0268,0.020895822797432895,2
Spain,0.4968,0.1489,0.0349,0.08678549824919442,3
Spain,0.4171,0.1602,0.0404,0.11317584202191568,4
Spain,0.4825,0.1508,0.0359,0.09236874745448742,5
Spain,0.4897,0.1499,0.0354,0.08932503904825782,6
Spain,0.5055,0.1483,0.0343,0.08354032914911924,7
