,+10% population,+1K temperature,+10% precipitation,+10% EVI,+10% LWE thickness,+10% discharge,Model,Hotspot
174,0.12604506470700513,0.25074247232884694,0.33864748769343334,0.3553635380554696,0.2794463177370523,0.2810535054661124,0.2794463177370523,Ganges
175,0.13213527760708738,0.2506846809724708,0.3444533025057843,0.3467560922045082,0.28066991061182145,0.2832939994691548,0.28066991061182145,Ganges
176,0.12398055985234124,0.23933955400012874,0.32414719944683384,0.3364937954390748,0.26764856003475773,0.2720161638634401,0.26764856003475773,Ganges
177,0.075258516766469,0.18465889366011273,0.25951356021141914,0.2894220587341336,0.21405987416026656,0.2177104342495356,0.21405987416026656,Ganges
178,0.050421315329349486,0.15934445707834125,0.22488457554217248,0.2517776448009015,0.18435602217277705,0.18714642776517304,0.18435602217277705,Ganges
179,0.016506142074170643,0.12416952010520685,0.1814638923196169,0.19877831038123892,0.14557419232238042,0.1480982580943527,0.14557419232238042,Ganges
180,0.04287267707073031,0.14711489066711303,0.2009841368674741,0.21338272841864725,0.16707406601599695,0.1693423994831464,0.16707406601599695,Ganges
181,0.10101742018712814,0.19596611488343976,0.2561938941708283,0.26848082922043515,0.22035214416307772,0.22175979140937635,0.22035214416307772,Ganges
182,0.06574801504618663,0.15549706085198708,0.24060589685589648,0.23014805094649946,0.1802160711974484,0.18031313456619572,0.1802160711974484,Ganges
183,0.021767640676708194,0.10457933644567066,0.23937218385041506,0.17673124401386034,0.13136902677952103,0.13130892240033581,0.13136902677952103,Ganges
184,0.05347238776541591,0.12819510479600849,0.2712004863161207,0.2011883197817485,0.15820710208791555,0.15784263441740157,0.15820710208791555,Ganges
185,0.07111940092236949,0.13627907819294197,0.30421550791448604,0.2214657313378178,0.17098744211578068,0.17236515148857245,0.17098744211578068,Ganges
186,0.08997244125901017,0.15206271683579353,0.3417478263801902,0.22451834021411005,0.18497380827290721,0.18730220259923547,0.18497380827290721,Ganges
187,0.14496207787995205,0.206423169414141,0.3808432109609118,0.2719276667675802,0.2350967698962643,0.23719911792657733,0.2350967698962643,Ganges
188,0.1497370215648768,0.2112952611887491,0.3552188743377954,0.2778970136801191,0.23500503794649077,0.23781844670623553,0.23500503794649077,Ganges
189,0.1622948127537077,0.21552155701309686,0.3429638825033403,0.285826221429464,0.24269615300444006,0.2462828935966064,0.24269615300444006,Ganges
190,0.1268066503688607,0.17773458985623056,0.28476697821222297,0.2391798714805631,0.20234131410228437,0.20716058722983674,0.20234131410228437,Ganges
191,0.08184756333393553,0.12402067989580529,0.22479495309342587,0.19596148809557765,0.15251555024910032,0.15821945360445208,0.15251555024910032,Ganges
192,0.05332273945794552,0.09472352001345866,0.1857748417568383,0.16475638225267283,0.11912404932047202,0.12509560641332662,0.11912404932047202,Ganges
193,0.04170365176873822,0.0808691740428523,0.16490241236158582,0.15669867299291243,0.1026382843960923,0.10845664793388551,0.1026382843960923,Ganges
194,0.07705188957868503,0.1059511564449811,0.20195124586335503,0.18722439449120576,0.1331198448287083,0.1385661282958542,0.1331198448287083,Ganges
195,0.04218184376707067,0.06167141377159248,0.16728808549452534,0.14686324683360463,0.093383121529051,0.09907231071114883,0.093383121529051,Ganges
196,0.03823374890086857,0.05651884552132079,0.18483042698418534,0.14515099376646712,0.08456834908858323,0.09053568483692934,0.08456834908858323,Ganges
197,0.03866754809823883,0.052493949298178466,0.2146544721867435,0.13325153847701746,0.08013547064453752,0.08543059515178122,0.08013547064453752,Ganges
198,-0.04377852485836525,-0.035690187719441685,0.1272670213379818,0.07115995566348221,-0.007177280005779552,-0.0020955355761571592,-0.007177280005779552,Ganges
199,-0.10584405875061823,-0.10660131575495016,0.03813841219553482,-0.009155419680305685,-0.0741094916324743,-0.07029887246084773,-0.0741094916324743,Ganges
200,-0.08053887049185664,-0.08876372474683264,0.03620024892332023,0.01180538918637851,-0.053670981139873154,-0.04979732685377911,-0.053670981139873154,Ganges
201,-0.037601705138616784,-0.0480442762388541,0.05665618996904795,0.04576445480366559,-0.015600493577497362,-0.009004120660778436,-0.015600493577497362,Ganges
0,0.9261083743842364,0.9261083743842364,0.9261083743842364,0.9261083743842364,0.9683517118588907,0.9261083743842364,0.9261083743842364,Turkey
1,0.7478604941695282,0.8356288449366757,0.8431753005192328,0.8096772969444669,0.8582819451344028,0.8217414854291665,0.8223591048119859,Turkey
2,0.6847869279563955,0.8481278187113773,0.8573810326157999,0.8004256202019004,0.8528312861382755,0.8221205779180233,0.8222832628528493,Turkey
3,0.6974074449158911,0.9227470332856467,0.9266431808878541,0.8605514319399035,0.9140992458894501,0.8889232002209593,0.8881218532815328,Turkey
4,0.681828394505013,0.9557780106128871,0.9575316396484468,0.8858648706540864,0.9395346336011468,0.9192838904593363,0.9174440086071617,Turkey
5,0.6095549015848793,0.9292755342901149,0.9262204911200954,0.8485242842364217,0.9017836033225091,0.8857119256713792,0.8829982032636845,Turkey
6,0.47239056472213103,0.8280901988627153,0.829816130947971,0.7423804559720859,0.7936221203461994,0.7806867985949415,0.7776474136339098,Turkey
7,0.4085348841269893,0.7894101043614613,0.8177679903546551,0.7044422047072348,0.7540745053224153,0.7427943881401908,0.7404899527579468,Turkey
8,0.32124142214805046,0.7188351805166631,0.7696421717911751,0.6435125524794445,0.6870977900973878,0.6764367766733524,0.6755457740447341,Turkey
9,0.31238179120102505,0.7249725918802945,0.7695608407620088,0.6553608813645717,0.6951994310763459,0.6861077475358298,0.6853758410650106,Turkey
10,0.41223955250226957,0.8363459181371691,0.882089538628813,0.7748393965026776,0.8091582089187361,0.8032275512279212,0.8008044358395654,Turkey
11,0.47316632238628886,0.9063882679075572,0.9608676661120292,0.8520089576569823,0.8817605252802139,0.8780524616299182,0.874656653418934,Turkey
12,0.47904118419574027,0.9282589697196362,0.9824145177234305,0.8685126598783447,0.8972481776074678,0.8940949187416206,0.8912071952940609,Turkey
13,0.40227387424247774,0.8613843801930835,0.9176881210956203,0.7908580291472959,0.828342074451692,0.8257969148215353,0.8232049509191286,Turkey
14,0.3392634015269084,0.8121595989948122,0.8582220740036521,0.7293481813792094,0.7717009460415056,0.7698138268747932,0.7673324448905838,Turkey
15,0.3092256736777079,0.7951150120228311,0.8296620140193686,0.7011392467723663,0.7467662669618425,0.746588638851189,0.7430513860202735,Turkey
16,0.29313885104461296,0.7905161445813583,0.8188289141090672,0.6872907977697952,0.7347056621693253,0.7354906506358071,0.7315466060232327,Turkey
17,0.31896498078516655,0.821458750037543,0.855618788539831,0.7155281367244289,0.7636387008551003,0.765129272149299,0.7609523063538675,Turkey
18,0.3416539021896471,0.8473735094890611,0.8880683427246587,0.7402775313029787,0.7886540122720035,0.7906815606681021,0.7863695592320724,Turkey
19,0.3335186603987505,0.8467392171222642,0.8884200268038485,0.7343085725037933,0.7821791468445434,0.7843670808956861,0.7802364963182505,Turkey
20,0.43102897882712554,0.9498540267679888,0.984640877919283,0.8344716954520918,0.8807857545863179,0.8832291534126553,0.879133765685106,Turkey
21,0.5040224546565835,1.027459328776867,1.064257551975767,0.9101622145915276,0.9544283383425138,0.9567783854249587,0.9530235219368914,Turkey
22,0.43691056366500647,0.9627969773585952,1.0075753900063333,0.8450618510187675,0.8875786307793214,0.8899284838907282,0.8863840046337959,Turkey
23,0.3635400852003548,0.8919965502026541,0.9396116953117473,0.7701101029580038,0.8141479542464125,0.8162428193837032,0.813132069450462,Turkey
24,0.34635172374629775,0.8771657600688302,0.9500395852156782,0.7503178324815488,0.796621922866192,0.7986477010428583,0.795758035931766,Turkey
25,0.33150105044126865,0.8632688665467823,0.9438919683648596,0.7292716325942908,0.7812009488930526,0.7831127196930614,0.7804663177238029,Turkey
26,0.30501366980154354,0.8376546868176687,0.9064639776994261,0.6991977937643999,0.7539447670847413,0.7564034031325181,0.7533200522831549,Turkey
27,0.29375740194890887,0.82657407407508,0.880798300253172,0.6863544005454008,0.7417550099813695,0.7450367880850196,0.7412237657330214,Turkey
28,0.26011503230238986,0.7929760595718205,0.8314670444032454,0.6518171397291204,0.7070391038238399,0.7106031613458064,0.7065873449561354,Turkey
29,0.1631786152120283,0.6948038243154122,0.7168476595332629,0.554039315735997,0.6089062328489726,0.6130650086744638,0.6085220666670623,Turkey
30,0.181874902568546,0.7042623373904193,0.7226371543569999,0.5720570136010839,0.6263019278310133,0.6296544897285581,0.6259752410388459,Turkey
31,0.22039381997934293,0.7432000824897994,0.7500168593917866,0.615822084371892,0.6634283702442932,0.6667523823934766,0.6631505627089035,Turkey
32,0.10044248259327654,0.62074964481629,0.6327356245618756,0.5004408372202608,0.5420097482770379,0.5446067348345199,0.5417735066273301,Turkey
33,0.09236706666828824,0.6094206489926608,0.6426707415001209,0.4938544132045578,0.532425880032653,0.5342853813337749,0.5322249851325982,Turkey
34,0.1634006451452038,0.6814416007985683,0.7211355424700199,0.565664432916453,0.6019059165342207,0.6032456962654179,0.6017350797621358,Turkey
35,0.20488391814006535,0.7231506497426948,0.7724868751358073,0.6094393174258541,0.6418096745890115,0.6447115536935606,0.6416643986129246,Turkey
36,0.18669117526991455,0.7041918105845031,0.7738282979765845,0.5897604202430827,0.6220099930430006,0.6242669964206224,0.6218864534269657,Turkey
37,0.18896981890082112,0.705455834047341,0.7871625650990819,0.5861483526815723,0.6226595908680566,0.6244484169292628,0.62255453539267,Turkey
38,0.19404902847760142,0.7098748463069393,0.7895922640964821,0.5844472167394041,0.626086964776136,0.6282520579477125,0.6259976278228337,Turkey
39,0.23031244696055947,0.7456185996539301,0.8137088963327697,0.6151978410733233,0.6606658780551422,0.6626706946334203,0.6605899078004176,Turkey
40,0.24976698774763484,0.7637511547627182,0.8219906148520363,0.6308250265747907,0.6783017088561347,0.6798725542411479,0.6782371053590421,Turkey
41,0.24369643080138642,0.7561870812548414,0.8167230610710314,0.621741419546952,0.670298317016843,0.6714283567604725,0.6702433795699209,Turkey
42,0.27467274090392424,0.7789053951026956,0.8490804215614687,0.6501763997878893,0.699244742820333,0.7000141256121029,0.6991980251779429,Turkey
43,0.271239503609653,0.7717715902423549,0.8415764198249825,0.6453213045943493,0.6936990924657067,0.694893379918894,0.6936593647711602,Turkey
44,0.19613761789320305,0.6880311376393964,0.7740327878554547,0.5701442713733398,0.6164146129765885,0.6169672075643093,0.6163808293857813,Turkey
45,0.16779176841722548,0.6569271981056214,0.7486384883979057,0.5416229157775546,0.5858264895352104,0.5858880061657927,0.5857977606844464,Turkey
46,0.2632088127109089,0.753059410402542,0.8392956274958016,0.6374712762218164,0.6789505090904228,0.6804853439686627,0.6789260786836335,Turkey
47,0.3347551599494879,0.8252036200578432,0.9102133184793944,0.704734021403971,0.748160674206994,0.7506196094660107,0.748139899106006,Turkey
48,0.3375713711657783,0.8238418641838813,0.908786187353306,0.7048413473938366,0.748604003175524,0.7505507194530471,0.7485863364692434,Turkey
49,0.24990297230360975,0.7355156712853032,0.81432989103686,0.6133212961576718,0.6585315130552274,0.659644885362502,0.6585164896620327,Turkey
50,0.24908002787738048,0.72699459340636,0.7991998866883827,0.605409277004744,0.6552779378888338,0.6559897513472958,0.6552651623131549,Turkey
51,0.24613523411661903,0.7244908901461102,0.7816553912315702,0.5981444339602862,0.6498799447739578,0.6512665345694516,0.6498690806947308,Turkey
52,0.2689683124217585,0.738754841000179,0.7946895703543718,0.6165034306029519,0.6702406318532298,0.6716977411010134,0.6702313932701383,Turkey
53,0.3427894391108007,0.8139166262111903,0.8595471560679324,0.6882762176010264,0.7415730469547646,0.7435550524725514,0.7415651906591914,Turkey
54,0.41714958725066387,0.8877252478708825,0.9342166372870209,0.7610724484736928,0.8134306050169192,0.8157718769587206,0.8134239241894023,Turkey
