,r²,MAE,MSE,MBD,Scenario
Peru,0.4996,0.1229,0.0163,0.12288326889429319,2
Peru,0.9168,0.046,0.0027,-0.046038200393054333,3
Peru,0.9425,0.0393,0.0019,0.03926303100047932,4
Peru,0.9824,0.0228,0.0006,0.022825695777151905,5
Peru,1.0,0.0,0.0,1.1135141536393233e-05,6
Peru,0.9991,0.0047,0.0,-0.004233925018739143,7
Nile,-0.1117,0.1576,0.0274,-0.15762510774241006,2
Nile,0.9678,0.0275,0.0008,-0.027479453193755537,3
Nile,0.9984,0.0057,0.0,-0.005662639003334207,4
Nile,0.9566,0.0322,0.0011,0.0321816126739387,5
Nile,1.0,0.0001,0.0,-0.00011853122291550209,6
Nile,0.9682,0.0222,0.0008,0.02217243651639514,7
Java,-0.0338,0.231,0.0618,0.23102116361398706,2
Java,0.9764,0.0343,0.0014,0.03427189547214619,3
Java,0.988,0.0229,0.0007,0.02286865942000366,4
Java,0.9829,0.0304,0.001,0.03035192027639759,5
Java,1.0,0.0,0.0,1.8835800796771618e-05,6
Java,1.0,0.0014,0.0,-0.0005729313133426128,7
Japan,-3.3443,0.2084,0.0514,-0.20838495861262188,2
Japan,0.6031,0.0682,0.0047,0.06820534340918004,3
Japan,0.3771,0.0851,0.0074,0.0851029249875018,4
Japan,0.9958,0.0068,0.0,0.006836657779060366,5
Japan,0.9997,0.0006,0.0,-0.0005876789609782191,6
Japan,0.9964,0.0053,0.0,0.0041534678630552315,7
Spain,0.8719,0.0684,0.0055,-0.0684186262624952,2
Spain,0.9998,0.0025,0.0,-0.0025289508107336884,3
Spain,0.9855,0.0239,0.0006,0.023861392961987568,4
Spain,0.9998,0.0031,0.0,0.0030542983945593223,5
Spain,1.0,0.0,0.0,1.0589988329718751e-05,6
Spain,0.9978,0.0083,0.0001,-0.0057741199108088635,7
