time,lwe_thickness,hotspot
November 2014,-9.562297727956631,USHighPlain
December 2014,-8.396666337041193,USHighPlain
January 2015,-7.192180566428576,USHighPlain
February 2015,-5.4772053484664065,USHighPlain
March 2015,-4.684976367081374,USHighPlain
April 2015,-4.935925006170285,USHighPlain
April 2015,-4.694485232994715,USHighPlain
May 2015,-3.2170768708043926,USHighPlain
June 2015,-1.6904215632077264,USHighPlain
July 2015,-0.21301320101740367,USHighPlain
August 2015,-4.074351465999117,USHighPlain
September 2015,-8.922853479059317,USHighPlain
October 2015,-4.8901292646109775,USHighPlain
November 2015,-0.7229809096810271,USHighPlain
December 2015,3.3097433047673133,USHighPlain
January 2016,3.9781922222737385,USHighPlain
February 2016,5.594209449254654,USHighPlain
March 2016,4.649045992732241,USHighPlain
April 2016,5.76836630481034,USHighPlain
May 2016,6.851579510047209,USHighPlain
June 2016,5.687715062674098,USHighPlain
July 2016,-0.9725406082346222,USHighPlain
August 2016,-2.4173489971785793,USHighPlain
September 2016,-2.651299692410802,USHighPlain
October 2016,-2.8777035910226307,USHighPlain
November 2016,-3.1116542862548533,USHighPlain
December 2016,-1.6482975243277511,USHighPlain
January 2017,-0.114949089299091,USHighPlain
February 2017,-0.04099534587634088,USHighPlain
March 2017,0.025801583666788294,USHighPlain
April 2017,4.365513215495699,USHighPlain
May 2017,5.302261867085103,USHighPlain
June 2017,3.8358682975138576,USHighPlain
July 2017,3.536649482992562,USHighPlain
August 2017,3.2274567079872236,USHighPlain
September 2017,2.9182639329818847,USHighPlain
October 2017,2.619045118460589,USHighPlain
November 2017,2.3098523434552503,USHighPlain
December 2017,2.0106335289339548,USHighPlain
January 2018,1.7014407539286163,USHighPlain
February 2018,1.3922479789232773,USHighPlain
March 2018,1.1129770853700682,USHighPlain
April 2018,0.8037843103647297,USHighPlain
May 2018,0.5045654958434342,USHighPlain
June 2018,0.19537272083809537,USHighPlain
July 2018,-2.887434989820993,USHighPlain
August 2018,-1.2044701279256873,USHighPlain
September 2018,0.4784947339696184,USHighPlain
October 2018,2.1071704067715276,USHighPlain
November 2018,2.4179316369296995,USHighPlain
December 2018,3.5913326761747597,USHighPlain
January 2019,6.406719485862758,USHighPlain
February 2019,6.895733726314404,USHighPlain
March 2019,7.9214152220493945,USHighPlain
April 2019,9.174794892295328,USHighPlain
May 2019,12.65111269363283,USHighPlain
June 2019,14.320159269429995,USHighPlain
July 2019,9.50713690137404,USHighPlain
August 2019,5.595088886514208,USHighPlain
September 2019,3.7909767858707846,USHighPlain
October 2019,3.02385179954891,USHighPlain
November 2019,3.6583647793048533,USHighPlain
December 2019,5.957927809807496,USHighPlain
January 2020,9.11881203116195,USHighPlain
February 2020,8.985001213744772,USHighPlain
March 2020,9.523296779850199,USHighPlain
April 2020,10.073367981949184,USHighPlain
May 2020,8.533418132635791,USHighPlain
June 2020,5.998685621054719,USHighPlain
July 2020,2.242420753393175,USHighPlain
August 2020,-1.2876319902794824,USHighPlain
September 2020,-4.529420404989972,USHighPlain
October 2020,-3.068065103734816,USHighPlain
November 2020,-3.5995041476840357,USHighPlain
December 2020,-1.5090860574227898,USHighPlain
January 2021,0.4453829369865276,USHighPlain
February 2021,-0.04835761758671539,USHighPlain
March 2021,2.6110419444719435,USHighPlain
April 2021,5.234512683100501,USHighPlain
May 2021,5.605094342346924,USHighPlain
June 2021,3.487318142758099,USHighPlain
July 2021,1.608938604207773,USHighPlain
August 2021,-2.40550266495657,USHighPlain
September 2021,-5.179275811595421,USHighPlain
October 2021,-4.242064495116322,USHighPlain
November 2021,-4.180214177294067,USHighPlain
December 2021,-3.5670607803604137,USHighPlain
January 2022,-2.6381525519343767,USHighPlain
February 2022,-2.520860769676342,USHighPlain
March 2022,-1.830280529786539,USHighPlain
April 2022,-1.8759303176586664,USHighPlain
May 2022,0.9276157870175664,USHighPlain
June 2022,-4.2505088890823615,USHighPlain
July 2022,-6.255408137214593,USHighPlain
August 2022,-7.076267321126744,USHighPlain
September 2022,-12.841074216032574,USHighPlain
October 2022,-14.184742584911989,USHighPlain
November 2022,-13.422647308238837,USHighPlain
December 2022,-9.120062704692215,USHighPlain
January 2023,-6.3585053979315616,USHighPlain
February 2023,-5.317164826306471,USHighPlain
April 2002,2.325507021388445,Greece
May 2002,0.45433516539612645,Greece
June 2002,-2.865783250929294,Greece
July 2002,-6.078801073179702,Greece
August 2002,-9.398919489505124,Greece
September 2002,-3.243361953665152,Greece
October 2002,-2.2632442263027395,Greece
November 2002,2.194332963952612,Greece
December 2002,8.314894826689502,Greece
January 2003,9.116925319449239,Greece
February 2003,15.108531603890789,Greece
March 2003,14.20038218250653,Greece
April 2003,13.663787556456759,Greece
May 2003,8.224148434894497,Greece
June 2003,4.438982395294179,Greece
July 2003,0.7759184860035478,Greece
August 2003,-5.506448618305373,Greece
September 2003,-10.157947513658181,Greece
October 2003,-6.840558263537193,Greece
November 2003,-0.7620536426212933,Greece
December 2003,3.9603642960596486,Greece
January 2004,7.128312823713025,Greece
February 2004,13.036658931025407,Greece
March 2004,11.558153969941225,Greece
April 2004,10.594553839127052,Greece
May 2004,10.326827323571472,Greece
June 2004,4.087635562489909,Greece
July 2004,-0.1729109694121812,Greece
August 2004,-4.437968814536027,Greece
September 2004,-7.621630156888243,Greece
October 2004,-7.850837897197849,Greece
November 2004,-5.043111596115479,Greece
December 2004,-0.6716501423346751,Greece
January 2005,3.9521244207910446,Greece
February 2005,10.86712642189112,Greece
March 2005,15.542167176294834,Greece
April 2005,9.194199520174594,Greece
May 2005,8.355004027139977,Greece
June 2005,5.2678922214617785,Greece
July 2005,-0.8881852819090597,Greece
August 2005,-3.546484350979357,Greece
September 2005,-5.9687722773654395,Greece
October 2005,-3.589596644423216,Greece
November 2005,-3.5475243217234183,Greece
December 2005,4.4321154100285565,Greece
January 2006,9.557300577117866,Greece
February 2006,10.783890573254068,Greece
March 2006,18.988954974931666,Greece
April 2006,13.948243480952478,Greece
May 2006,13.061215644441795,Greece
June 2006,5.165857697805461,Greece
July 2006,1.0079851530541384,Greece
August 2006,-2.9389888623226295,Greece
September 2006,-5.3427925113371355,Greece
October 2006,-3.8088175019744215,Greece
November 2006,-1.1280490451489706,Greece
December 2006,-4.060130592109063,Greece
January 2007,1.2934495540729132,Greece
February 2007,0.5205241646011248,Greece
March 2007,3.2564493802303955,Greece
April 2007,3.4619545934166407,Greece
May 2007,-2.4670257782426157,Greece
June 2007,-5.879702032704558,Greece
July 2007,-10.66436565963386,Greece
August 2007,-12.866298359341027,Greece
September 2007,-15.409158730061524,Greece
October 2007,-11.064898899834033,Greece
November 2007,-7.279037880016389,Greece
December 2007,2.7826612732029825,Greece
January 2008,1.7916491908298504,Greece
February 2008,1.7907007273813804,Greece
March 2008,3.1178330648219372,Greece
April 2008,3.034323581232668,Greece
May 2008,-4.0590137054911315,Greece
June 2008,-7.299071452479799,Greece
July 2008,-9.723885513355668,Greece
August 2008,-16.7526175346295,Greece
September 2008,-17.592365114016243,Greece
October 2008,-14.596141961394734,Greece
November 2008,-14.609909903542642,Greece
December 2008,-9.28665761375288,Greece
January 2009,-0.014610382014009589,Greece
February 2009,5.141235139634184,Greece
March 2009,5.7362422416600545,Greece
April 2009,8.686115485067113,Greece
May 2009,4.0823261443404,Greece
June 2009,1.4885792462245993,Greece
July 2009,-1.679289099117897,Greece
August 2009,-5.268246969203705,Greece
September 2009,-7.034113030766137,Greece
October 2009,-5.647151963824192,Greece
November 2009,2.198161141706947,Greece
December 2009,4.572587871569069,Greece
January 2010,11.186778952017587,Greece
February 2010,14.393945483000682,Greece
March 2010,15.76281189000698,Greece
April 2010,11.104045845803666,Greece
May 2010,7.041481325841165,Greece
June 2010,3.7051525262825096,Greece
July 2010,-0.24401636420158,Greece
August 2010,-7.280292940203001,Greece
September 2010,-10.038687508800946,Greece
October 2010,-5.084641779785439,Greece
November 2010,0.2693355109547712,Greece
December 2010,8.826726234724932,Greece
January 2011,8.472191408204791,Greece
February 2011,8.11765658168465,Greece
March 2011,10.025686712277718,Greece
April 2011,10.133763748451567,Greece
May 2011,7.868492430242572,Greece
June 2011,2.7214466706206197,Greece
July 2011,-2.2595653548199803,Greece
August 2011,-7.85969317331763,Greece
September 2011,-11.15140054112848,Greece
October 2011,-8.66905420033713,Greece
November 2011,-8.608722983489837,Greece
December 2011,-4.859990024672303,Greece
January 2012,-0.9862993005608516,Greece
January 2012,0.1903228930951992,Greece
February 2012,10.486910254943806,Greece
March 2012,13.894584408062554,Greece
April 2012,11.596819957762243,Greece
May 2012,8.300736727645678,Greece
June 2012,4.894784056525226,Greece
July 2012,-3.227249080917456,Greece
August 2012,-9.058993291193547,Greece
September 2012,-10.015868497591292,Greece
October 2012,-9.075089746879117,Greece
November 2012,-8.102951704476537,Greece
December 2012,3.1136312553933223,Greece
January 2013,6.381660523361393,Greece
February 2013,9.40067259308098,Greece
March 2013,10.210239012430856,Greece
April 2013,11.106544690996792,Greece
May 2013,6.92984520234323,Greece
June 2013,2.330922920715462,Greece
July 2013,-3.3336369993737907,Greece
August 2013,-5.361952210942298,Greece
September 2013,-7.390267422510805,Greece
October 2013,-9.35315311112549,Greece
November 2013,-9.03204543909521,Greece
December 2013,-0.9599505274043074,Greece
January 2014,-0.14781060610945057,Greece
February 2014,1.4591400687947387,Greece
March 2014,2.910579388063039,Greece
April 2014,2.4887062170599203,Greece
May 2014,3.999410566673239,Greece
June 2014,1.5988919687742702,Greece
July 2014,-1.8126302898328528,Greece
August 2014,-5.337869957060214,Greece
September 2014,-6.367151709694727,Greece
October 2014,-2.5669336231954065,Greece
November 2014,-2.0260238130401635,Greece
December 2014,0.22675487173427644,Greece
January 2015,2.554626179334531,Greece
February 2015,9.739406076565443,Greece
March 2015,16.08680545776097,Greece
April 2015,15.327360474110616,Greece
April 2015,11.849504753926652,Greece
May 2015,8.454294422630282,Greece
June 2015,4.945910413624032,Greece
July 2015,1.5507000823276627,Greece
August 2015,-4.264419285363432,Greece
September 2015,-5.273069372257378,Greece
October 2015,-1.8379443287522959,Greece
November 2015,1.7116848828696227,Greece
December 2015,5.146809926374704,Greece
January 2016,2.3548984194682916,Greece
February 2016,7.373451488727766,Greece
March 2016,11.557501507519602,Greece
April 2016,8.576227961331588,Greece
May 2016,5.691124529536737,Greece
June 2016,4.07785679537194,Greece
July 2016,-2.748430231009908,Greece
August 2016,-8.024540780605221,Greece
September 2016,-6.430500186895137,Greece
October 2016,-4.8878802574982805,Greece
November 2016,-3.2938396637881966,Greece
December 2016,-4.204170149899121,Greece
January 2017,-1.2927646158553812,Greece
February 2017,-0.11204776538151129,Greece
March 2017,0.9544061640787583,Greece
April 2017,0.22129437220046835,Greece
May 2017,-0.4544866799561948,Greece
June 2017,-3.2350504079767295,Greece
July 2017,-2.8481843216726013,Greece
August 2017,-2.4484226991583355,Greece
September 2017,-2.04866107664407,Greece
October 2017,-1.6617949903399418,Greece
November 2017,-1.2620333678256763,Greece
December 2017,-0.8751672815215481,Greece
January 2018,-0.4754056590072824,Greece
February 2018,-0.07564403649301665,Greece
March 2018,0.2854309773908361,Greece
April 2018,0.6851925999051018,Greece
May 2018,1.0720586862092296,Greece
June 2018,1.471820308723495,Greece
July 2018,-0.8551207021025126,Greece
August 2018,-4.533518499075279,Greece
September 2018,-8.211916296048045,Greece
October 2018,-11.771656099570077,Greece
November 2018,-12.868832462368891,Greece
December 2018,-2.947527756681367,Greece
January 2019,2.370065097068459,Greece
February 2019,5.45166020581345,Greece
March 2019,3.610303301384357,Greece
April 2019,8.762369926154005,Greece
May 2019,3.732019142538083,Greece
June 2019,2.0128704795766037,Greece
July 2019,-6.874155321422313,Greece
August 2019,-12.84499203202369,Greece
September 2019,-14.207817873607892,Greece
October 2019,-16.379610991632067,Greece
November 2019,-11.36991692338817,Greece
December 2019,-1.7559619518061498,Greece
January 2020,-2.8021351800456644,Greece
February 2020,-2.863508368124183,Greece
March 2020,-1.606989903011286,Greece
April 2020,2.369516722287529,Greece
May 2020,0.6304384259571525,Greece
June 2020,-6.7771528415137645,Greece
July 2020,-11.72660555588223,Greece
August 2020,-14.906573812907249,Greece
September 2020,-15.593707249013702,Greece
October 2020,-16.618353846829145,Greece
November 2020,-13.173114800649754,Greece
December 2020,-10.851142388465743,Greece
January 2021,-2.7987824141422823,Greece
February 2021,9.137377272840217,Greece
March 2021,3.691684231588227,Greece
April 2021,6.415443509173913,Greece
May 2021,-2.8967580649327442,Greece
June 2021,-4.458433257029754,Greece
July 2021,-11.62563811506773,Greece
August 2021,-16.620565218438415,Greece
September 2021,-18.118273325088595,Greece
October 2021,-15.32630887442999,Greece
November 2021,-9.728684401240853,Greece
December 2021,0.04436654763666552,Greece
January 2022,-1.8134559870753946,Greece
February 2022,6.920025479418394,Greece
March 2022,6.887208885742978,Greece
April 2022,3.936141477456148,Greece
May 2022,0.030889476591860084,Greece
June 2022,-1.762831980507154,Greece
July 2022,-7.399816284546096,Greece
August 2022,-11.302514137326376,Greece
September 2022,-12.82459725200849,Greece
October 2022,-12.985104081956184,Greece
November 2022,-15.444666138992979,Greece
December 2022,-4.872630067524682,Greece
January 2023,-1.9350919644249691,Greece
February 2023,-0.6166147522076588,Greece
April 2002,-7.497282542186101,Sudan
May 2002,-9.602984843104382,Sudan
June 2002,-4.8009960580347615,Sudan
July 2002,-0.15391013699964518,Sudan
August 2002,4.6480786480699745,Sudan
September 2002,3.3017065062382005,Sudan
October 2002,1.120502090102331,Sudan
November 2002,-1.0626930487300283,Sudan
December 2002,-4.1475617723433675,Sudan
January 2003,-3.222279950951946,Sudan
February 2003,-5.206125809692283,Sudan
March 2003,-6.841401291819659,Sudan
April 2003,-8.64609248264139,Sudan
May 2003,-10.791538056033295,Sudan
June 2003,-4.963835548037807,Sudan
July 2003,0.675876556473955,Sudan
August 2003,7.321876578600289,Sudan
September 2003,7.334732597143805,Sudan
October 2003,3.27142078869454,Sudan
November 2003,1.4892573576697887,Sudan
December 2003,0.0865822757454833,Sudan
January 2004,-1.6110342254613979,Sudan
February 2004,-3.3805449977052615,Sudan
March 2004,-5.8491701552258935,Sudan
April 2004,-5.938647845289961,Sudan
May 2004,-7.325387330372897,Sudan
June 2004,-6.150583545177038,Sudan
July 2004,0.825927308973679,Sudan
August 2004,4.837240474019386,Sudan
September 2004,4.7262013089171715,Sudan
October 2004,1.9558886363755765,Sudan
November 2004,-0.17020700677259976,Sudan
December 2004,-2.3912560223498125,Sudan
January 2005,-4.1116496972143,Sudan
February 2005,-3.567109153333147,Sudan
March 2005,-5.063724341455076,Sudan
April 2005,-8.08954078455608,Sudan
May 2005,-7.4154865233466785,Sudan
June 2005,-7.06230564767287,Sudan
July 2005,-1.0452642174747304,Sudan
August 2005,4.506035573310086,Sudan
September 2005,7.3908614015251635,Sudan
October 2005,5.458108265798234,Sudan
November 2005,1.7623624486812994,Sudan
December 2005,-0.9523593621614574,Sudan
January 2006,-1.7641036481262933,Sudan
February 2006,-3.4584021558776907,Sudan
March 2006,-3.777288630817468,Sudan
April 2006,-5.802399049612098,Sudan
May 2006,-7.934004914196508,Sudan
June 2006,-5.56324216556382,Sudan
July 2006,-0.18377646962432773,Sudan
August 2006,6.147769983330691,Sudan
September 2006,7.660983847605617,Sudan
October 2006,4.568740260442739,Sudan
November 2006,4.128250160579384,Sudan
December 2006,0.4838455165355419,Sudan
January 2007,0.15862963543869193,Sudan
February 2007,-1.8972037539363686,Sudan
March 2007,-4.052117644840216,Sudan
April 2007,-6.141407147689589,Sudan
May 2007,-6.520289816964232,Sudan
June 2007,-3.2206170584583274,Sudan
July 2007,4.983663723751572,Sudan
August 2007,10.634805228408137,Sudan
September 2007,10.980698222244659,Sudan
October 2007,7.20197568727839,Sudan
November 2007,4.798951347379514,Sudan
December 2007,1.6294242380914281,Sudan
January 2008,-0.23966026871919294,Sudan
February 2008,-0.3679222983096205,Sudan
March 2008,-1.3847891890289918,Sudan
April 2008,-3.551987587081817,Sudan
May 2008,-3.502336206113891,Sudan
June 2008,-1.4140355688360102,Sudan
July 2008,2.940831243073459,Sudan
August 2008,8.79435100714484,Sudan
September 2008,10.681671703387822,Sudan
October 2008,5.985857788038697,Sudan
November 2008,2.5246819880618765,Sudan
December 2008,2.728795855110977,Sudan
January 2009,1.3524481579701872,Sudan
February 2009,-1.8334755440919484,Sudan
March 2009,-1.5959450236481851,Sudan
April 2009,-3.9509421594048657,Sudan
May 2009,-4.644208422827518,Sudan
June 2009,-5.038311957536832,Sudan
July 2009,0.10926440686190776,Sudan
August 2009,6.833645544547122,Sudan
September 2009,8.02708878551943,Sudan
October 2009,2.957308482366415,Sudan
November 2009,1.2994169599058765,Sudan
December 2009,-1.1129876538005417,Sudan
January 2010,-1.32458067443881,Sudan
February 2010,-2.3418254234459295,Sudan
March 2010,-4.34115595398423,Sudan
April 2010,-5.840454644972276,Sudan
May 2010,-5.27877839107793,Sudan
June 2010,-4.4857411013124295,Sudan
July 2010,2.3580087979893323,Sudan
August 2010,8.48985280638265,Sudan
September 2010,8.337073026071256,Sudan
October 2010,7.606528635287601,Sudan
November 2010,2.947769219745445,Sudan
December 2010,3.8334581140455706,Sudan
January 2011,1.753689176669567,Sudan
February 2011,-0.32607976070643657,Sudan
March 2011,-2.2206137262408494,Sudan
April 2011,-1.961841863093378,Sudan
May 2011,-4.083081260416014,Sudan
June 2011,-1.394530868892026,Sudan
July 2011,1.2072920906473181,Sudan
August 2011,6.714392463933008,Sudan
September 2011,9.216453271629893,Sudan
October 2011,6.489593580945669,Sudan
November 2011,5.445987393436756,Sudan
December 2011,3.032259659956283,Sudan
January 2012,0.5380743353597945,Sudan
January 2012,0.17955671465550832,Sudan
February 2012,-2.2989548775108912,Sudan
March 2012,-1.520611689235064,Sudan
April 2012,-3.5444805675735944,Sudan
May 2012,-2.858645808114501,Sudan
June 2012,-2.1499498900067717,Sudan
July 2012,3.8400216637725193,Sudan
August 2012,10.667500452002926,Sudan
September 2012,13.547996921203735,Sudan
October 2012,9.845967326277973,Sudan
November 2012,6.020536744854687,Sudan
December 2012,3.8468145258666784,Sudan
January 2013,2.4458104166794814,Sudan
February 2013,-0.03674358722523662,Sudan
March 2013,-0.743008646095524,Sudan
April 2013,-1.5249449612733421,Sudan
May 2013,-2.384696635866993,Sudan
June 2013,-1.0715979537784592,Sudan
July 2013,1.3716719595991673,Sudan
August 2013,3.4129568528352334,Sudan
September 2013,5.4542417460712995,Sudan
October 2013,7.429678739525557,Sudan
November 2013,4.073996685289171,Sudan
December 2013,1.3250835120417233,Sudan
January 2014,1.5080118442550747,Sudan
February 2014,0.5403516172831918,Sudan
March 2014,-0.333664071594638,Sudan
April 2014,-3.0092356870016137,Sudan
May 2014,-2.850302772389744,Sudan
June 2014,-2.5985898799177316,Sudan
July 2014,3.379098328580494,Sudan
August 2014,9.556042810695327,Sudan
September 2014,13.755124141953559,Sudan
October 2014,13.66897984514903,Sudan
November 2014,7.230375902061872,Sudan
December 2014,4.701594735621407,Sudan
January 2015,2.0885208636329264,Sudan
February 2015,-0.4058864036372871,Sudan
March 2015,-0.8708746934105159,Sudan
April 2015,-1.2781078605908713,Sudan
April 2015,-1.8359721603204688,Sudan
May 2015,-0.961162504914079,Sudan
June 2015,-0.0571925276608094,Sudan
July 2015,0.8176171277455805,Sudan
August 2015,6.288142395284218,Sudan
September 2015,11.300830998261034,Sudan
October 2015,8.143795942638281,Sudan
November 2015,4.881526385161435,Sudan
December 2015,1.7244913295386817,Sudan
January 2016,-0.15090503713019604,Sudan
February 2016,1.788097001745843,Sudan
March 2016,0.5628585797936037,Sudan
April 2016,0.27379481625372687,Sudan
May 2016,-0.005944309752605564,Sudan
June 2016,0.6556875503104147,Sudan
July 2016,6.735871775727383,Sudan
August 2016,13.925539025752201,Sudan
September 2016,11.822490639116445,Sudan
October 2016,9.787282523017328,Sudan
November 2016,7.684234136381573,Sudan
December 2016,4.2885383825439405,Sudan
January 2017,5.715855239587876,Sudan
February 2017,3.1800440879790766,Sudan
March 2017,0.8896340155582255,Sudan
April 2017,0.10606905942634692,Sudan
May 2017,-0.838294275590817,Sudan
June 2017,0.12140576354543016,Sudan
July 2017,0.28154824289032704,Sudan
August 2017,0.4470288048800538,Sudan
September 2017,0.6125093668697806,Sudan
October 2017,0.7726518462146775,Sudan
November 2017,0.9381324082044044,Sudan
December 2017,1.0982748875493011,Sudan
January 2018,1.263755449539028,Sudan
February 2018,1.4292360115287548,Sudan
March 2018,1.5787023255839918,Sudan
April 2018,1.7441828875737186,Sudan
May 2018,1.9043253669186155,Sudan
June 2018,2.0698059289083424,Sudan
July 2018,3.5523186703645933,Sudan
August 2018,6.49884022262151,Sudan
September 2018,9.445361774878426,Sudan
October 2018,12.296834244804474,Sudan
November 2018,11.10204153610138,Sudan
December 2018,6.192191796841486,Sudan
January 2019,4.136727241271697,Sudan
February 2019,1.7790648301895313,Sudan
March 2019,2.273210607712546,Sudan
April 2019,-1.212133640186222,Sudan
May 2019,-0.6035290735834805,Sudan
June 2019,1.566486281499273,Sudan
July 2019,5.844572307371178,Sudan
August 2019,12.893136836197952,Sudan
September 2019,17.515322911891282,Sudan
October 2019,14.566119951168433,Sudan
November 2019,9.731887863708547,Sudan
December 2019,8.752503208804985,Sudan
January 2020,6.216762027126233,Sudan
February 2020,4.7427703797903735,Sudan
March 2020,1.1678583963934919,Sudan
April 2020,-1.9321543293914398,Sudan
