time,Population,hotspot
January 2000,540840.746863873,Australia
February 2000,540856.5334501506,Australia
March 2000,540871.301546991,Australia
April 2000,540887.0881332686,Australia
May 2000,540902.3654748277,Australia
June 2000,540918.1520611054,Australia
July 2000,540933.4294026644,Australia
August 2000,540949.2159889421,Australia
September 2000,540965.0025752197,Australia
October 2000,540980.2799167787,Australia
November 2000,540996.0665030563,Australia
December 2000,541011.3438446154,Australia
January 2001,541027.130430893,Australia
February 2001,541039.4316855267,Australia
March 2001,541050.5424961636,Australia
April 2001,541062.8437507973,Australia
May 2001,541074.7481907654,Australia
June 2001,541087.0494453991,Australia
July 2001,541098.9538853671,Australia
August 2001,541111.2551400008,Australia
September 2001,541123.5563946345,Australia
October 2001,541135.4608346026,Australia
November 2001,541147.7620892363,Australia
December 2001,541159.6665292043,Australia
January 2002,541171.967783838,Australia
February 2002,541159.6354451998,Australia
March 2002,541148.4965586879,Australia
April 2002,541136.1642200496,Australia
May 2002,541124.2296987867,Australia
June 2002,541111.8973601485,Australia
July 2002,541099.9628388857,Australia
August 2002,541087.6305002475,Australia
September 2002,541075.2981616092,Australia
October 2002,541063.3636403463,Australia
November 2002,541051.0313017081,Australia
December 2002,541039.0967804453,Australia
January 2003,541026.764441807,Australia
February 2003,541027.0130772828,Australia
March 2003,541027.237651261,Australia
April 2003,541027.4862867368,Australia
May 2003,541027.7269017134,Australia
June 2003,541027.9755371892,Australia
July 2003,541028.2161521657,Australia
August 2003,541028.4647876415,Australia
September 2003,541028.7134231173,Australia
October 2003,541028.9540380939,Australia
November 2003,541029.2026735697,Australia
December 2003,541029.4432885463,Australia
January 2004,541029.691924022,Australia
February 2004,541012.1657833816,Australia
March 2004,540995.7703614921,Australia
April 2004,540978.2442208516,Australia
May 2004,540961.2834395865,Australia
June 2004,540943.757298946,Australia
July 2004,540926.7965176811,Australia
August 2004,540909.2703770405,Australia
September 2004,540891.7442364,Australia
October 2004,540874.7834551351,Australia
November 2004,540857.2573144946,Australia
December 2004,540840.2965332295,Australia
January 2005,540822.770392589,Australia
February 2005,540809.7825786468,Australia
March 2005,540798.0516499248,Australia
April 2005,540785.0638359826,Australia
May 2005,540772.4949837804,Australia
June 2005,540759.5071698383,Australia
July 2005,540746.9383176361,Australia
August 2005,540733.9505036939,Australia
September 2005,540720.9626897516,Australia
October 2005,540708.3938375495,Australia
November 2005,540695.4060236074,Australia
December 2005,540682.8371714052,Australia
January 2006,540669.849357463,Australia
February 2006,540652.320839618,Australia
March 2006,540636.4886299516,Australia
April 2006,540618.9601121066,Australia
May 2006,540601.9970303212,Australia
June 2006,540584.4685124762,Australia
July 2006,540567.5054306907,Australia
August 2006,540549.9769128457,Australia
September 2006,540532.4483950008,Australia
October 2006,540515.4853132154,Australia
November 2006,540497.9567953704,Australia
December 2006,540480.993713585,Australia
January 2007,540463.46519574,Australia
February 2007,540461.447140072,Australia
March 2007,540459.6243801139,Australia
April 2007,540457.6063244459,Australia
May 2007,540455.6533673479,Australia
June 2007,540453.6353116799,Australia
July 2007,540451.6823545819,Australia
August 2007,540449.6642989139,Australia
September 2007,540447.646243246,Australia
October 2007,540445.693286148,Australia
November 2007,540443.67523048,Australia
December 2007,540441.722273382,Australia
January 2008,540439.704217714,Australia
February 2008,540441.5799746624,Australia
March 2008,540443.3347150335,Australia
April 2008,540445.2104719819,Australia
May 2008,540447.0257206417,Australia
June 2008,540448.9014775901,Australia
July 2008,540450.7167262499,Australia
August 2008,540452.5924831983,Australia
September 2008,540454.4682401466,Australia
October 2008,540456.2834888065,Australia
November 2008,540458.1592457548,Australia
December 2008,540459.9744944146,Australia
January 2009,540461.850251363,Australia
February 2009,540462.2305876402,Australia
March 2009,540462.5741171809,Australia
April 2009,540462.9544534581,Australia
May 2009,540463.3225208231,Australia
June 2009,540463.7028571003,Australia
July 2009,540464.0709244652,Australia
August 2009,540464.4512607424,Australia
September 2009,540464.8315970196,Australia
October 2009,540465.1996643846,Australia
November 2009,540465.5800006618,Australia
December 2009,540465.9480680268,Australia
January 2010,540466.328404304,Australia
February 2010,540473.6971012998,Australia
March 2010,540480.3526985863,Australia
April 2010,540487.7213955821,Australia
May 2010,540494.8523926749,Australia
June 2010,540502.2210896707,Australia
July 2010,540509.3520867634,Australia
August 2010,540516.7207837591,Australia
September 2010,540524.0894807549,Australia
October 2010,540531.2204778476,Australia
November 2010,540538.5891748435,Australia
December 2010,540545.7201719362,Australia
January 2011,540553.088868932,Australia
February 2011,540552.5767218721,Australia
March 2011,540552.1141374309,Australia
April 2011,540551.6019903711,Australia
May 2011,540551.1063641842,Australia
June 2011,540550.5942171243,Australia
July 2011,540550.0985909373,Australia
August 2011,540549.5864438774,Australia
September 2011,540549.0742968176,Australia
October 2011,540548.5786706306,Australia
November 2011,540548.0665235708,Australia
December 2011,540547.5708973838,Australia
January 2012,540547.058750324,Australia
February 2012,540548.8696987313,Australia
March 2012,540550.5638117577,Australia
April 2012,540552.3747601652,Australia
May 2012,540554.127290882,Australia
June 2012,540555.9382392896,Australia
July 2012,540557.6907700064,Australia
August 2012,540559.5017184139,Australia
September 2012,540561.3126668213,Australia
October 2012,540563.0651975382,Australia
November 2012,540564.8761459456,Australia
December 2012,540566.6286766626,Australia
January 2013,540568.43962507,Australia
February 2013,540567.2534971911,Australia
March 2013,540566.1821558813,Australia
April 2013,540564.9960280025,Australia
May 2013,540563.8481623133,Australia
June 2013,540562.6620344346,Australia
July 2013,540561.5141687455,Australia
August 2013,540560.3280408666,Australia
September 2013,540559.1419129878,Australia
October 2013,540557.9940472987,Australia
November 2013,540556.80791942,Australia
December 2013,540555.6600537308,Australia
January 2014,540554.473925852,Australia
February 2014,540556.9689628766,Australia
March 2014,540559.2225447053,Australia
April 2014,540561.7175817299,Australia
May 2014,540564.1321336891,Australia
June 2014,540566.6271707137,Australia
July 2014,540569.0417226731,Australia
August 2014,540571.5367596976,Australia
September 2014,540574.0317967222,Australia
October 2014,540576.4463486816,Australia
November 2014,540578.9413857062,Australia
December 2014,540581.3559376654,Australia
January 2015,540583.85097469,Australia
February 2015,540593.8269584407,Australia
March 2015,540602.837524409,Australia
April 2015,540612.8135081597,Australia
May 2015,540622.4676859829,Australia
June 2015,540632.4436697336,Australia
July 2015,540642.0978475568,Australia
August 2015,540652.0738313076,Australia
September 2015,540662.0498150582,Australia
October 2015,540671.7039928815,Australia
November 2015,540681.6799766321,Australia
December 2015,540691.3341544553,Australia
January 2016,540701.310138206,Australia
February 2016,540704.9370749085,Australia
March 2016,540708.3300156948,Australia
April 2016,540711.9569523975,Australia
May 2016,540715.4668911418,Australia
June 2016,540719.0938278445,Australia
July 2016,540722.6037665888,Australia
August 2016,540726.2307032915,Australia
September 2016,540729.857639994,Australia
October 2016,540733.3675787385,Australia
November 2016,540736.994515441,Australia
December 2016,540740.5044541855,Australia
January 2017,540744.131390888,Australia
February 2017,540743.5815551175,Australia
March 2017,540743.0849292602,Australia
April 2017,540742.5350934897,Australia
May 2017,540742.0029943569,Australia
June 2017,540741.4531585864,Australia
July 2017,540740.9210594536,Australia
August 2017,540740.3712236831,Australia
September 2017,540739.8213879126,Australia
October 2017,540739.2892887798,Australia
November 2017,540738.7394530093,Australia
December 2017,540738.2073538766,Australia
January 2018,540737.657518106,Australia
February 2018,540739.7025581541,Australia
March 2018,540741.5496911007,Australia
April 2018,540743.5947311488,Australia
May 2018,540745.573802163,Australia
June 2018,540747.6188422111,Australia
July 2018,540749.5979132253,Australia
August 2018,540751.6429532734,Australia
September 2018,540753.6879933215,Australia
October 2018,540755.6670643357,Australia
November 2018,540757.7121043837,Australia
December 2018,540759.691175398,Australia
January 2019,540761.736215446,Australia
January 2000,33781688.2125024,California
February 2000,33808077.6104559,California
March 2000,33832764.466605954,California
April 2000,33859153.86455946,California
May 2000,33884691.991611235,California
June 2000,33911081.389564745,California
July 2000,33936619.51661652,California
August 2000,33963008.914570026,California
September 2000,33989398.31252353,California
October 2000,34014936.43957531,California
November 2000,34041325.83752882,California
December 2000,34066863.964580595,California
January 2001,34093253.3625341,California
February 2001,34120153.06350796,California
March 2001,34144449.567613386,California
April 2001,34171349.26858725,California
May 2001,34197381.23727163,California
June 2001,34224280.9382455,California
July 2001,34250312.90692988,California
August 2001,34277212.60790374,California
September 2001,34304112.3088776,California
October 2001,34330144.277561985,California
November 2001,34357043.97853585,California
December 2001,34383075.947220236,California
January 2002,34409975.6481941,California
February 2002,34437372.51617947,California
March 2002,34462118.07435981,California
April 2002,34489514.94234518,California
May 2002,34516028.04039554,California
June 2002,34543424.90838092,California
July 2002,34569938.00643128,California
August 2002,34597334.87441666,California
September 2002,34624731.74240203,California
October 2002,34651244.84045239,California
November 2002,34678641.70843776,California
December 2002,34705154.80648813,California
January 2003,34732551.6744735,California
February 2003,34760435.77138584,California
March 2003,34785621.40730667,California
April 2003,34813505.50421901,California
May 2003,34840490.11413418,California
June 2003,34868374.211046524,California
July 2003,34895358.82096169,California
August 2003,34923242.91787403,California
September 2003,34951127.01478638,California
October 2003,34978111.624701545,California
November 2003,35005995.721613884,California
December 2003,35032980.33152906,California
January 2004,35060864.4284414,California
February 2004,35089180.69125487,California
March 2004,35115670.098402955,California
April 2004,35143986.361216426,California
May 2004,35171389.196197204,California
June 2004,35199705.459010676,California
July 2004,35227108.29399146,California
August 2004,35255424.55680493,California
September 2004,35283740.819618404,California
October 2004,35311143.65459918,California
November 2004,35339459.91741265,California
December 2004,35366862.75239343,California
January 2005,35395179.0152069,California
February 2005,35424019.68525148,California
March 2005,35450069.322711095,California
April 2005,35478909.99275567,California
May 2005,35506820.31860526,California
June 2005,35535660.98864983,California
July 2005,35563571.31449942,California
August 2005,35592411.984543994,California
September 2005,35621252.65458857,California
October 2005,35649162.98043816,California
November 2005,35678003.65048274,California
December 2005,35705913.97633232,California
January 2006,35734754.6463769,California
February 2006,35764155.70720701,California
March 2006,35790711.50408582,California
April 2006,35820112.564915925,California
May 2006,35848565.20442893,California
June 2006,35877966.26525904,California
July 2006,35906418.90477205,California
August 2006,35935819.96560216,California
September 2006,35965221.02643227,California
October 2006,35993673.66594528,California
November 2006,36023074.726775385,California
December 2006,36051527.366288394,California
January 2007,36080928.4271185,California
February 2007,36110836.8526532,California
March 2007,36137850.91442647,California
April 2007,36167759.339961156,California
May 2007,36196702.97757538,California
June 2007,36226611.40311007,California
July 2007,36255555.04072429,California
August 2007,36285463.46625898,California
September 2007,36315371.891793676,California
October 2007,36344315.529407896,California
November 2007,36374223.95494259,California
December 2007,36403167.592556804,California
January 2008,36433076.0180915,California
February 2008,36463397.592548,California
March 2008,36491762.9363944,California
April 2008,36522084.5108509,California
May 2008,36551427.97000235,California
June 2008,36581749.54445885,California
July 2008,36611093.0036103,California
August 2008,36641414.5780668,California
September 2008,36671736.1525233,California
October 2008,36701079.61167475,California
November 2008,36731401.18613125,California
December 2008,36760744.6452827,California
January 2009,36791066.2197392,California
February 2009,36822010.56030838,California
March 2009,36849960.2872741,California
April 2009,36880904.62784329,California
May 2009,36910850.76387798,California
June 2009,36941795.10444717,California
July 2009,36971741.24048187,California
August 2009,37002685.58105105,California
September 2009,37033629.921620235,California
October 2009,37063576.05765493,California
November 2009,37094520.39822412,California
December 2009,37124466.53425882,California
January 2010,37155410.874828,California
February 2010,37186916.45959911,California
March 2010,37215373.116811715,California
April 2010,37246878.70158282,California
May 2010,37277367.97716776,California
June 2010,37308873.56193887,California
July 2010,37339362.8375238,California
August 2010,37370868.42229491,California
September 2010,37402374.00706601,California
October 2010,37432863.282650955,California
November 2010,37464368.86742206,California
December 2010,37494858.143006995,California
January 2011,37526363.7277781,California
February 2011,37558489.21347067,California
March 2011,37587505.78119298,California
April 2011,37619631.26688555,California
May 2011,37650720.44658803,California
June 2011,37682845.93228059,California
July 2011,37713935.111983076,California
August 2011,37746060.597675644,California
September 2011,37778186.083368205,California
October 2011,37809275.26307069,California
November 2011,37841400.748763256,California
December 2011,37872489.92846573,California
January 2012,37904615.4141583,California
February 2012,37937079.320670485,California
March 2012,37967448.781601235,California
April 2012,37999912.688113414,California
May 2012,38031329.37183488,California
June 2012,38063793.27834707,California
July 2012,38095209.962068535,California
August 2012,38127673.868580714,California
September 2012,38160137.7750929,California
October 2012,38191554.45881437,California
November 2012,38224018.36532655,California
December 2012,38255435.049048014,California
January 2013,38287898.9555602,California
February 2013,38321122.38484749,California
March 2013,38351130.64355859,California
April 2013,38384354.072845876,California
May 2013,38416505.77860777,California
June 2013,38449729.20789506,California
July 2013,38481880.91365696,California
August 2013,38515104.34294424,California
September 2013,38548327.772231534,California
October 2013,38580479.47799343,California
November 2013,38613702.90728072,California
December 2013,38645854.61304261,California
January 2014,38679078.0423299,California
February 2014,38712849.10966048,California
March 2014,38743352.00918487,California
April 2014,38777123.076515436,California
May 2014,38809804.75457729,California
June 2014,38843575.82190786,California
July 2014,38876257.499969706,California
August 2014,38910028.56730028,California
September 2014,38943799.63463086,California
October 2014,38976481.3126927,California
November 2014,39010252.38002328,California
December 2014,39042934.05808512,California
January 2015,39076705.1254157,California
February 2015,39111166.92010403,California
March 2015,39142293.702403165,California
April 2015,39176755.4970915,California
May 2015,39210105.62098344,California
June 2015,39244567.415671766,California
July 2015,39277917.5395637,California
August 2015,39312379.33425204,California
September 2015,39346841.128940366,California
October 2015,39380191.2528323,California
November 2015,39414653.04752064,California
December 2015,39448003.17141257,California
January 2016,39482464.9661009,California
February 2016,39517465.935040586,California
March 2016,39550208.7769519,California
April 2016,39585209.745891586,California
May 2016,39619081.65131708,California
June 2016,39654082.62025677,California
July 2016,39687954.52568227,California
August 2016,39722955.49462195,California
September 2016,39757956.46356163,California
October 2016,39791828.368987136,California
November 2016,39826829.33792682,California
December 2016,39860701.24335232,California
January 2017,39895702.212292,California
February 2017,39931455.86434611,California
March 2017,39963749.485556275,California
April 2017,39999503.13761039,California
May 2017,40034103.446049854,California
June 2017,40069857.09810396,California
July 2017,40104457.406543426,California
August 2017,40140211.05859754,California
September 2017,40175964.71065165,California
October 2017,40210565.019091114,California
November 2017,40246318.67114523,California
December 2017,40280918.979584694,California
January 2018,40316672.6316388,California
February 2018,40353095.59895293,California
March 2018,40385993.76297859,California
April 2018,40422416.730292715,California
May 2018,40457664.76317736,California
June 2018,40494087.73049148,California
July 2018,40529335.76337612,California
August 2018,40565758.73069024,California
September 2018,40602181.69800437,California
October 2018,40637429.73088901,California
November 2018,40673852.69820313,California
December 2018,40709100.731087774,California
January 2019,40745523.6984019,California
January 2000,9413174.77123536,Chile
February 2000,9422548.768791804,Chile
March 2000,9431317.992312348,Chile
April 2000,9440691.989868792,Chile
May 2000,9449763.600407287,Chile
June 2000,9459137.597963732,Chile
July 2000,9468209.208502226,Chile
August 2000,9477583.20605867,Chile
September 2000,9486957.203615114,Chile
October 2000,9496028.814153608,Chile
November 2000,9505402.811710052,Chile
December 2000,9514474.422248546,Chile
January 2001,9523848.41980499,Chile
February 2001,9534118.145715779,Chile
March 2001,9543394.027183587,Chile
April 2001,9553663.753094373,Chile
May 2001,9563602.197524168,Chile
June 2001,9573871.923434956,Chile
July 2001,9583810.36786475,Chile
August 2001,9594080.093775539,Chile
September 2001,9604349.819686327,Chile
October 2001,9614288.264116121,Chile
November 2001,9624557.990026908,Chile
December 2001,9634496.434456702,Chile
January 2002,9644766.16036749,Chile
February 2002,9655199.613543546,Chile
March 2002,9664623.377702564,Chile
April 2002,9675056.83087862,Chile
May 2002,9685153.721048996,Chile
June 2002,9695587.174225051,Chile
July 2002,9705684.064395426,Chile
August 2002,9716117.517571481,Chile
September 2002,9726550.970747538,Chile
October 2002,9736647.860917913,Chile
November 2002,9747081.314093968,Chile
December 2002,9757178.204264345,Chile
January 2003,9767611.6574404,Chile
February 2003,9778772.72070292,Chile
March 2003,9788853.681069067,Chile
April 2003,9800014.744331587,Chile
May 2003,9810815.773295315,Chile
June 2003,9821976.836557835,Chile
July 2003,9832777.865521563,Chile
August 2003,9843938.928784084,Chile
September 2003,9855099.992046604,Chile
October 2003,9865901.021010332,Chile
November 2003,9877062.084272852,Chile
December 2003,9887863.11323658,Chile
January 2004,9899024.1764991,Chile
February 2004,9910915.395901809,Chile
March 2004,9922039.439859182,Chile
April 2004,9933930.659261892,Chile
May 2004,9945438.290941933,Chile
June 2004,9957329.510344641,Chile
July 2004,9968837.142024683,Chile
August 2004,9980728.361427391,Chile
September 2004,9992619.5808301,Chile
October 2004,10004127.21251014,Chile
November 2004,10016018.43191285,Chile
December 2004,10027526.063592892,Chile
January 2005,10039417.2829956,Chile
February 2005,10051634.664894499,Chile
March 2005,10062669.71951286,Chile
April 2005,10074887.10141176,Chile
May 2005,10086710.374217145,Chile
June 2005,10098927.756116044,Chile
July 2005,10110751.02892143,Chile
August 2005,10122968.41082033,Chile
September 2005,10135185.792719228,Chile
October 2005,10147009.065524615,Chile
November 2005,10159226.447423514,Chile
December 2005,10171049.720228901,Chile
January 2006,10183267.1021278,Chile
February 2006,10196246.190126428,Chile
March 2006,10207969.237350997,Chile
April 2006,10220948.325349625,Chile
May 2006,10233508.733090233,Chile
June 2006,10246487.821088862,Chile
July 2006,10259048.22882947,Chile
August 2006,10272027.316828098,Chile
September 2006,10285006.404826727,Chile
October 2006,10297566.812567335,Chile
November 2006,10310545.900565963,Chile
December 2006,10323106.308306571,Chile
January 2007,10336085.3963052,Chile
February 2007,10350323.819158642,Chile
March 2007,10363184.33012304,Chile
April 2007,10377422.752976483,Chile
May 2007,10391201.87186691,Chile
June 2007,10405440.294720352,Chile
July 2007,10419219.413610779,Chile
August 2007,10433457.83646422,Chile
September 2007,10447696.259317663,Chile
October 2007,10461475.37820809,Chile
November 2007,10475713.801061532,Chile
December 2007,10489492.919951959,Chile
January 2008,10503731.3428054,Chile
February 2008,10518238.258311115,Chile
March 2008,10531809.243784204,Chile
April 2008,10546316.159289919,Chile
May 2008,10560355.10977932,Chile
June 2008,10574862.025285035,Chile
July 2008,10588900.975774437,Chile
August 2008,10603407.891280152,Chile
September 2008,10617914.806785867,Chile
October 2008,10631953.757275268,Chile
November 2008,10646460.672780983,Chile
December 2008,10660499.623270385,Chile
January 2009,10675006.5387761,Chile
February 2009,10689676.703247013,Chile
March 2009,10702927.174382031,Chile
April 2009,10717597.338852944,Chile
May 2009,10731794.27221189,Chile
June 2009,10746464.436682804,Chile
July 2009,10760661.370041752,Chile
August 2009,10775331.534512665,Chile
September 2009,10790001.698983578,Chile
October 2009,10804198.632342525,Chile
November 2009,10818868.796813438,Chile
December 2009,10833065.730172386,Chile
January 2010,10847735.8946433,Chile
February 2010,10865073.242745494,Chile
March 2010,10880732.782966832,Chile
April 2010,10898070.131069025,Chile
May 2010,10914848.2098776,Chile
June 2010,10932185.557979796,Chile
July 2010,10948963.636788372,Chile
August 2010,10966300.984890565,Chile
September 2010,10983638.33299276,Chile
October 2010,11000416.411801336,Chile
November 2010,11017753.759903532,Chile
December 2010,11034531.838712106,Chile
January 2011,11051869.1868143,Chile
February 2011,11069341.414294796,Chile
March 2011,11085122.781051373,Chile
April 2011,11102595.008531868,Chile
May 2011,11119503.615771057,Chile
June 2011,11136975.843251552,Chile
July 2011,11153884.450490741,Chile
August 2011,11171356.677971236,Chile
September 2011,11188828.905451732,Chile
October 2011,11205737.51269092,Chile
November 2011,11223209.740171416,Chile
December 2011,11240118.347410604,Chile
January 2012,11257590.5748911,Chile
February 2012,11275380.022153243,Chile
March 2012,11292021.763140412,Chile
April 2012,11309811.210402556,Chile
May 2012,11327026.804527212,Chile
June 2012,11344816.251789356,Chile
July 2012,11362031.845914012,Chile
August 2012,11379821.293176156,Chile
September 2012,11397610.740438301,Chile
October 2012,11414826.334562955,Chile
November 2012,11432615.781825101,Chile
December 2012,11449831.375949757,Chile
January 2013,11467620.8232119,Chile
February 2013,11487016.418787606,Chile
March 2013,11504535.021243082,Chile
April 2013,11523930.616818788,Chile
May 2013,11542700.548021084,Chile
June 2013,11562096.14359679,Chile
July 2013,11580866.074799085,Chile
August 2013,11600261.670374792,Chile
September 2013,11619657.265950497,Chile
October 2013,11638427.197152793,Chile
November 2013,11657822.792728499,Chile
December 2013,11676592.723930795,Chile
January 2014,11695988.3195065,Chile
February 2014,11715557.92672391,Chile
March 2014,11733233.700984797,Chile
April 2014,11752803.308202207,Chile
May 2014,11771741.637767442,Chile
June 2014,11791311.244984852,Chile
July 2014,11810249.574550088,Chile
August 2014,11829819.1817675,Chile
September 2014,11849388.788984908,Chile
October 2014,11868327.118550144,Chile
November 2014,11887896.725767555,Chile
December 2014,11906835.05533279,Chile
January 2015,11926404.6625502,Chile
February 2015,11947478.077990137,Chile
March 2015,11966512.130645566,Chile
April 2015,11987585.546085503,Chile
May 2015,12007979.173930606,Chile
June 2015,12029052.589370543,Chile
July 2015,12049446.217215644,Chile
August 2015,12070519.632655583,Chile
September 2015,12091593.04809552,Chile
October 2015,12111986.675940622,Chile
November 2015,12133060.091380559,Chile
December 2015,12153453.719225662,Chile
January 2016,12174527.1346656,Chile
February 2016,12196561.389110558,Chile
March 2016,12217174.078752616,Chile
April 2016,12239208.333197573,Chile
May 2016,12260531.805241082,Chile
June 2016,12282566.05968604,Chile
July 2016,12303889.53172955,Chile
August 2016,12325923.786174508,Chile
September 2016,12347958.040619466,Chile
October 2016,12369281.512662973,Chile
November 2016,12391315.767107932,Chile
December 2016,12412639.23915144,Chile
January 2017,12434673.4935964,Chile
February 2017,12457588.641731013,Chile
March 2017,12478286.194884857,Chile
April 2017,12501201.34301947,Chile
May 2017,12523377.292827161,Chile
June 2017,12546292.440961774,Chile
July 2017,12568468.390769465,Chile
August 2017,12591383.538904078,Chile
September 2017,12614298.687038692,Chile
October 2017,12636474.636846382,Chile
November 2017,12659389.784980996,Chile
December 2017,12681565.734788686,Chile
January 2018,12704480.8829233,Chile
February 2018,12728825.327457292,Chile
March 2018,12750813.858004123,Chile
April 2018,12775158.302538116,Chile
May 2018,12798717.442409722,Chile
June 2018,12823061.886943713,Chile
July 2018,12846621.02681532,Chile
August 2018,12870965.471349312,Chile
September 2018,12895309.915883303,Chile
October 2018,12918869.05575491,Chile
November 2018,12943213.500288902,Chile
December 2018,12966772.640160507,Chile
January 2019,12991117.0846945,Chile
January 2000,485384783.998993,China
February 2000,485614775.5496721,China
March 2000,485829928.9357913,China
April 2000,486059920.4864705,China
May 2000,486282492.9548697,China
June 2000,486512484.50554883,China
July 2000,486735056.973948,China
August 2000,486965048.52462715,China
September 2000,487195040.0753063,China
October 2000,487417612.5437055,China
November 2000,487647604.0943847,China
December 2000,487870176.56278384,China
January 2001,488100168.113463,China
February 2001,488336550.9388825,China
March 2001,488550058.00700337,China
April 2001,488786440.83242285,China
May 2001,489015198.4054095,China
June 2001,489251581.230829,China
July 2001,489480338.80381566,China
August 2001,489716721.62923515,China
September 2001,489953104.4546547,China
October 2001,490181862.0276413,China
November 2001,490418244.85306084,China
December 2001,490647002.42604744,China
January 2002,490883385.251467,China
February 2002,491128376.26574695,China
March 2002,491349658.47219336,China
April 2002,491594649.4864733,China
May 2002,491831737.5648088,China
June 2002,492076728.57908875,China
July 2002,492313816.6574242,China
August 2002,492558807.6717042,China
September 2002,492803798.68598413,China
October 2002,493040886.7643196,China
November 2002,493285877.77859956,China
December 2002,493522965.856935,China
January 2003,493767956.871215,China
February 2003,494018314.90138155,China
March 2003,494244444.73508036,China
April 2003,494494802.7652469,China
May 2003,494737084.72992426,China
June 2003,494987442.7600908,China
July 2003,495229724.7247681,China
August 2003,495480082.75493467,China
September 2003,495730440.78510123,China
October 2003,495972722.74977857,China
November 2003,496223080.7799451,China
December 2003,496465362.7446224,China
January 2004,496715720.774789,China
February 2004,496971658.9185261,China
March 2004,497211084.92395765,China
April 2004,497467023.06769484,China
May 2004,497714705.14227915,China
June 2004,497970643.28601635,China
July 2004,498218325.36060065,China
August 2004,498474263.50433785,China
September 2004,498730201.648075,China
October 2004,498977883.72265935,China
November 2004,499233821.8663965,China
December 2004,499481503.94098085,China
January 2005,499737442.084718,China
February 2005,500003869.48152095,China
March 2005,500244513.5818591,China
April 2005,500510940.9786621,China
May 2005,500768773.9433101,China
June 2005,501035201.34011304,China
July 2005,501293034.30476105,China
August 2005,501559461.701564,China
September 2005,501825889.098367,China
October 2005,502083722.06301504,China
November 2005,502350149.459818,China
December 2005,502607982.424466,China
January 2006,502874409.821269,China
February 2006,503145855.0784607,China
March 2006,503391031.43979514,China
April 2006,503662476.69698685,China
May 2006,503925165.6555595,China
June 2006,504196610.9127512,China
July 2006,504459299.8713239,China
August 2006,504730745.1285156,China
September 2006,505002190.3857073,China
October 2006,505264879.34427994,China
November 2006,505536324.60147166,China
December 2006,505799013.5600443,China
January 2007,506070458.817236,China
February 2007,506354323.41117626,China
March 2007,506610717.23796105,China
April 2007,506894581.8319013,China
May 2007,507169289.5034564,China
June 2007,507453154.0973967,China
July 2007,507727861.7689518,China
August 2007,508011726.36289203,China
September 2007,508295590.9568323,China
October 2007,508570298.6283874,China
November 2007,508854163.22232765,China
December 2007,509128870.89388275,China
January 2008,509412735.487823,China
February 2008,509701623.0111768,China
March 2008,509971872.6297981,China
April 2008,510260760.15315187,China
May 2008,510540328.7241394,China
June 2008,510829216.2474932,China
July 2008,511108784.81848073,China
August 2008,511397672.34183455,China
September 2008,511686559.8651883,China
October 2008,511966128.4361759,China
November 2008,512255015.95952964,China
December 2008,512534584.53051716,China
January 2009,512823472.053871,China
February 2009,513120265.9994378,China
March 2009,513388337.9502723,China
April 2009,513685131.8958391,China
May 2009,513972351.8431618,China
June 2009,514269145.78872865,China
July 2009,514556365.7360513,China
August 2009,514853159.68161815,China
September 2009,515149953.6271849,China
October 2009,515437173.57450765,China
November 2009,515733967.5200745,China
December 2009,516021187.46739715,China
January 2010,516317981.412964,China
February 2010,516626685.1654067,China
March 2010,516905514.3611614,China
April 2010,517214218.1136042,China
May 2010,517512963.68048424,China
June 2010,517821667.43292695,China
July 2010,518120412.999807,China
August 2010,518429116.7522497,China
September 2010,518737820.50469244,China
October 2010,519036566.07157254,China
November 2010,519345269.82401526,China
December 2010,519644015.3908953,China
January 2011,519952719.143338,China
February 2011,520269399.38584614,China
March 2011,520555433.15327287,China
April 2011,520872113.395781,China
May 2011,521178578.14659536,China
June 2011,521495258.3891035,China
July 2011,521801723.1399178,China
August 2011,522118403.3824259,China
September 2011,522435083.6249341,China
October 2011,522741548.3757484,China
November 2011,523058228.6182565,China
December 2011,523364693.3690709,China
January 2012,523681373.611579,China
February 2012,524002318.0312635,China
March 2012,524302556.3593554,China
April 2012,524623500.77903986,China
May 2012,524934092.15292805,China
June 2012,525255036.5726125,China
July 2012,525565627.9465007,China
August 2012,525886572.3661852,China
September 2012,526207516.78586966,China
October 2012,526518108.15975785,China
November 2012,526839052.5794423,China
December 2012,527149643.9533305,China
January 2013,527470588.373015,China
February 2013,527808694.07568157,China
March 2013,528114079.87163854,China
April 2013,528452185.5743051,China
May 2013,528779384.6414018,China
June 2013,529117490.3440684,China
July 2013,529444689.4111651,China
August 2013,529782795.11383176,China
September 2013,530120900.81649834,China
October 2013,530448099.88359505,China
November 2013,530786205.5862617,China
December 2013,531113404.6533584,China
January 2014,531451510.356025,China
February 2014,531792521.12716436,China
March 2014,532100530.85593545,China
April 2014,532441541.62707484,China
May 2014,532771552.0507581,China
June 2014,533112562.82189757,China
July 2014,533442573.24558085,China
August 2014,533783584.01672024,China
September 2014,534124594.7878596,China
October 2014,534454605.2115429,China
November 2014,534795615.98268235,China
December 2014,535125626.40636563,China
January 2015,535466637.177505,China
February 2015,535823986.45109755,China
March 2015,536146753.53692305,China
April 2015,536504102.8105156,China
May 2015,536849924.6881858,China
June 2015,537207273.9617783,China
July 2015,537553095.8394486,China
August 2015,537910445.113041,China
September 2015,538267794.3866336,China
