time,discharge,hotspot
November 2009,-15.905155,Indus
December 2009,-7.5109463,Indus
January 2010,-11.994876,Indus
February 2010,-3.0108414,Indus
March 2010,-0.6413498,Indus
April 2010,-24.587341,Indus
May 2010,-17.76551,Indus
June 2010,-17.334648,Indus
July 2010,8.365379,Indus
August 2010,140.31776,Indus
September 2010,119.894035,Indus
October 2010,51.115547,Indus
November 2010,17.750336,Indus
December 2010,4.5539036,Indus
January 2011,-0.016918182,Indus
February 2011,18.318996,Indus
March 2011,5.746525,Indus
April 2011,3.6239471,Indus
May 2011,13.257584,Indus
June 2011,-10.194874,Indus
July 2011,-5.757183,Indus
August 2011,-16.265778,Indus
September 2011,66.291145,Indus
October 2011,56.975334,Indus
November 2011,16.425396,Indus
December 2011,2.8640003,Indus
January 2012,1.8496513,Indus
February 2012,0.0026302338,Indus
March 2012,-7.2720566,Indus
April 2012,16.990631,Indus
May 2012,21.356567,Indus
June 2012,-13.747566,Indus
July 2012,-30.989994,Indus
August 2012,-49.459373,Indus
September 2012,38.516777,Indus
October 2012,53.125877,Indus
November 2012,6.58263,Indus
December 2012,4.321661,Indus
January 2013,4.7460938,Indus
February 2013,26.766884,Indus
March 2013,45.736908,Indus
April 2013,48.309654,Indus
May 2013,57.139748,Indus
June 2013,28.805367,Indus
July 2013,7.2857895,Indus
August 2013,60.689224,Indus
September 2013,87.05924,Indus
October 2013,11.844284,Indus
November 2013,20.63338,Indus
December 2013,6.2327824,Indus
January 2014,0.78858185,Indus
February 2014,17.371162,Indus
March 2014,58.07087,Indus
April 2014,60.15052,Indus
May 2014,32.977547,Indus
June 2014,19.420372,Indus
July 2014,-7.798332,Indus
August 2014,-60.143658,Indus
September 2014,55.81565,Indus
October 2014,91.733505,Indus
November 2014,23.669945,Indus
December 2014,6.075363,Indus
January 2015,2.664278,Indus
February 2015,10.377674,Indus
March 2015,75.73707,Indus
April 2015,110.15928,Indus
May 2015,77.78089,Indus
June 2015,52.72174,Indus
July 2015,62.02072,Indus
August 2015,74.543686,Indus
September 2015,-19.423637,Indus
October 2015,28.997414,Indus
November 2015,61.595345,Indus
December 2015,30.090595,Indus
January 2016,19.057693,Indus
February 2016,6.0296173,Indus
March 2016,18.604454,Indus
April 2016,62.76095,Indus
May 2016,16.229103,Indus
June 2016,13.378365,Indus
July 2016,9.676048,Indus
August 2016,-16.475906,Indus
September 2016,-43.237568,Indus
October 2016,-36.472946,Indus
November 2016,-19.367008,Indus
December 2016,-10.649814,Indus
January 2017,0.70871925,Indus
February 2017,10.003387,Indus
March 2017,-18.51185,Indus
April 2017,4.007805,Indus
May 2017,-22.299862,Indus
June 2017,-20.159267,Indus
July 2017,-15.654209,Indus
August 2017,-55.973217,Indus
September 2017,-59.383133,Indus
October 2017,-50.056904,Indus
November 2017,-26.951618,Indus
December 2017,-13.674167,Indus
January 2018,-17.017721,Indus
February 2018,-22.741703,Indus
March 2018,-31.075203,Indus
April 2018,-46.523518,Indus
May 2018,-37.480045,Indus
June 2018,-33.76027,Indus
July 2018,-27.649734,Indus
August 2018,-41.201126,Indus
September 2018,-47.394577,Indus
October 2018,3.2258682,Indus
November 2018,13.6311035,Indus
December 2018,-5.3329353,Indus
January 2019,-5.5770016,Indus
February 2019,12.2757225,Indus
March 2019,8.382496,Indus
April 2019,6.539734,Indus
May 2019,-3.3136444,Indus
June 2019,-3.9036674,Indus
July 2019,-22.47726,Indus
August 2019,-23.579605,Indus
September 2019,-51.743454,Indus
October 2019,-21.282852,Indus
November 2019,11.969234,Indus
December 2019,20.572643,Indus
January 1980,0.5359535,Ganges
February 1980,-9.667873,Ganges
March 1980,-5.3924217,Ganges
April 1980,-7.217598,Ganges
May 1980,1.7384262,Ganges
June 1980,13.583038,Ganges
July 1980,11.806335,Ganges
August 1980,258.66895,Ganges
September 1980,81.26611,Ganges
October 1980,-12.016083,Ganges
November 1980,-7.7118225,Ganges
December 1980,-1.1280823,Ganges
January 1981,9.441536,Ganges
February 1981,6.6055717,Ganges
March 1981,2.1383705,Ganges
April 1981,3.7642822,Ganges
May 1981,-30.532883,Ganges
June 1981,-66.27188,Ganges
July 1981,49.274414,Ganges
August 1981,71.55182,Ganges
September 1981,-95.04584,Ganges
October 1981,-86.96698,Ganges
November 1981,-23.685753,Ganges
December 1981,-9.042694,Ganges
January 1982,-12.20689,Ganges
February 1982,5.0614014,Ganges
March 1982,13.265137,Ganges
April 1982,2.6097755,Ganges
May 1982,-1.3483582,Ganges
June 1982,-10.043228,Ganges
July 1982,-128.7286,Ganges
August 1982,-85.40811,Ganges
September 1982,112.73901,Ganges
October 1982,-38.398773,Ganges
November 1982,-15.676064,Ganges
December 1982,-2.9519424,Ganges
January 1983,2.9961128,Ganges
February 1983,4.6339874,Ganges
March 1983,-0.5618706,Ganges
April 1983,-8.408562,Ganges
May 1983,8.261902,Ganges
June 1983,-50.606094,Ganges
July 1983,-80.60721,Ganges
August 1983,-103.20453,Ganges
September 1983,145.36615,Ganges
October 1983,192.85596,Ganges
November 1983,51.569656,Ganges
December 1983,16.660103,Ganges
January 1984,22.849335,Ganges
February 1984,6.2949295,Ganges
March 1984,-4.5373917,Ganges
April 1984,-6.1280403,Ganges
May 1984,48.50647,Ganges
June 1984,97.263596,Ganges
July 1984,84.90939,Ganges
August 1984,4.347595,Ganges
September 1984,161.38818,Ganges
October 1984,-45.420013,Ganges
November 1984,-24.29934,Ganges
December 1984,-1.9041824,Ganges
January 1985,0.8787422,Ganges
February 1985,-3.898407,Ganges
March 1985,-0.11506271,Ganges
April 1985,26.721004,Ganges
May 1985,-16.604408,Ganges
June 1985,34.90703,Ganges
July 1985,46.361145,Ganges
August 1985,15.877808,Ganges
September 1985,24.562012,Ganges
October 1985,168.33667,Ganges
November 1985,131.55603,Ganges
December 1985,32.41903,Ganges
January 1986,19.61119,Ganges
February 1986,11.167637,Ganges
March 1986,1.2965775,Ganges
April 1986,3.0753746,Ganges
May 1986,-16.034744,Ganges
June 1986,-84.641235,Ganges
July 1986,-9.9592285,Ganges
August 1986,-13.830688,Ganges
September 1986,-55.173218,Ganges
October 1986,-7.5161743,Ganges
November 1986,-1.3795624,Ganges
December 1986,6.5919113,Ganges
January 1987,2.9984932,Ganges
February 1987,-1.7267303,Ganges
March 1987,0.45729828,Ganges
April 1987,6.1661987,Ganges
May 1987,-9.146263,Ganges
June 1987,-48.401123,Ganges
July 1987,-41.410736,Ganges
August 1987,47.031616,Ganges
September 1987,65.704956,Ganges
October 1987,-6.8549805,Ganges
November 1987,0.35536194,Ganges
December 1987,2.2124329,Ganges
January 1988,-0.15408325,Ganges
February 1988,-4.9068756,Ganges
March 1988,12.43,Ganges
April 1988,-2.6458054,Ganges
May 1988,20.98211,Ganges
June 1988,12.544647,Ganges
July 1988,110.812775,Ganges
August 1988,169.70221,Ganges
September 1988,114.09845,Ganges
October 1988,-10.697418,Ganges
November 1988,-10.934448,Ganges
December 1988,7.0628967,Ganges
January 1989,19.882011,Ganges
February 1989,7.489895,Ganges
March 1989,-4.945755,Ganges
April 1989,-11.751148,Ganges
May 1989,-7.2324066,Ganges
June 1989,16.246506,Ganges
July 1989,-26.187164,Ganges
August 1989,-59.751587,Ganges
September 1989,-50.665894,Ganges
October 1989,24.082092,Ganges
November 1989,-7.8000946,Ganges
December 1989,-6.276367,Ganges
January 1990,-4.5604973,Ganges
February 1990,4.2367325,Ganges
March 1990,8.949879,Ganges
April 1990,15.722271,Ganges
May 1990,17.87796,Ganges
June 1990,81.71193,Ganges
July 1990,112.81033,Ganges
August 1990,132.71777,Ganges
September 1990,0.9143677,Ganges
October 1990,112.92557,Ganges
November 1990,25.3275,Ganges
December 1990,17.52816,Ganges
January 1991,24.840668,Ganges
February 1991,3.5775986,Ganges
March 1991,7.0361786,Ganges
April 1991,-0.91101074,Ganges
May 1991,54.419815,Ganges
June 1991,78.3539,Ganges
July 1991,-15.681091,Ganges
August 1991,-63.56134,Ganges
September 1991,68.93341,Ganges
October 1991,-17.992828,Ganges
November 1991,-19.260468,Ganges
December 1991,5.7238235,Ganges
January 1992,13.3418045,Ganges
February 1992,13.390274,Ganges
March 1992,1.1030693,Ganges
April 1992,-1.0282784,Ganges
May 1992,-25.1306,Ganges
June 1992,-87.52696,Ganges
July 1992,-127.43201,Ganges
August 1992,-172.97952,Ganges
September 1992,-110.29108,Ganges
October 1992,-39.96576,Ganges
November 1992,-16.42279,Ganges
December 1992,-8.337463,Ganges
January 1993,-6.1930084,Ganges
February 1993,-1.794014,Ganges
March 1993,0.48440933,Ganges
April 1993,-5.6149635,Ganges
May 1993,22.827522,Ganges
June 1993,53.819626,Ganges
July 1993,-1.8358765,Ganges
August 1993,-52.00537,Ganges
September 1993,37.308655,Ganges
October 1993,98.14874,Ganges
November 1993,1.8473511,Ganges
December 1993,-0.23858643,Ganges
January 1994,8.82885,Ganges
February 1994,7.6113167,Ganges
March 1994,5.7977715,Ganges
April 1994,12.501606,Ganges
May 1994,-13.556953,Ganges
June 1994,31.568909,Ganges
July 1994,-89.84796,Ganges
August 1994,104.53961,Ganges
September 1994,42.45569,Ganges
October 1994,-26.087158,Ganges
November 1994,-20.254051,Ganges
December 1994,-1.0460892,Ganges
January 1995,8.423325,Ganges
February 1995,5.692089,Ganges
March 1995,-3.8835526,Ganges
April 1995,-14.874947,Ganges
May 1995,17.414223,Ganges
June 1995,33.961746,Ganges
July 1995,31.895203,Ganges
August 1995,-48.328735,Ganges
September 1995,57.814087,Ganges
October 1995,89.591705,Ganges
November 1995,14.929138,Ganges
December 1995,8.6263275,Ganges
January 1996,14.033951,Ganges
February 1996,13.359589,Ganges
March 1996,16.824707,Ganges
April 1996,-0.38827896,Ganges
May 1996,60.217392,Ganges
June 1996,-38.00383,Ganges
July 1996,68.42642,Ganges
August 1996,34.855408,Ganges
September 1996,135.49738,Ganges
October 1996,78.17062,Ganges
November 1996,50.207,Ganges
December 1996,12.658852,Ganges
January 1997,5.17165,Ganges
February 1997,3.9009666,Ganges
March 1997,2.8064995,Ganges
April 1997,-7.981369,Ganges
May 1997,-33.576767,Ganges
June 1997,-8.032593,Ganges
July 1997,12.347809,Ganges
August 1997,-79.87286,Ganges
September 1997,-22.54181,Ganges
October 1997,-58.31433,Ganges
November 1997,-7.152466,Ganges
December 1997,37.3609,Ganges
January 1998,16.374107,Ganges
February 1998,2.9091911,Ganges
March 1998,9.8231735,Ganges
April 1998,-1.9340668,Ganges
May 1998,-2.2711563,Ganges
June 1998,88.959885,Ganges
July 1998,139.57205,Ganges
August 1998,187.57605,Ganges
September 1998,79.59888,Ganges
October 1998,-9.349884,Ganges
November 1998,54.109344,Ganges
December 1998,13.027649,Ganges
January 1999,-0.8173218,Ganges
February 1999,-4.9271393,Ganges
March 1999,-11.014296,Ganges
April 1999,-19.301628,Ganges
May 1999,-0.28433228,Ganges
June 1999,-0.7627411,Ganges
July 1999,38.97223,Ganges
August 1999,18.462097,Ganges
September 1999,80.77533,Ganges
October 1999,89.668976,Ganges
November 1999,44.23517,Ganges
December 1999,16.523544,Ganges
January 2000,9.554436,Ganges
February 2000,5.1612206,Ganges
March 2000,-1.9492264,Ganges
April 2000,-5.464569,Ganges
May 2000,23.07608,Ganges
June 2000,133.15028,Ganges
July 2000,21.559174,Ganges
August 2000,5.2634277,Ganges
September 2000,41.53778,Ganges
October 2000,-67.17856,Ganges
November 2000,-27.9179,Ganges
December 2000,-11.305351,Ganges
January 2001,-5.012947,Ganges
February 2001,-10.465624,Ganges
March 2001,-11.127743,Ganges
April 2001,-12.826065,Ganges
May 2001,-15.112717,Ganges
June 2001,44.443634,Ganges
July 2001,-30.865845,Ganges
August 2001,-16.938965,Ganges
September 2001,-11.294312,Ganges
October 2001,-69.483215,Ganges
November 2001,-23.622795,Ganges
December 2001,-13.35495,Ganges
January 2002,-9.774548,Ganges
February 2002,0.34704208,Ganges
March 2002,0.4771614,Ganges
April 2002,8.607914,Ganges
May 2002,-3.3763351,Ganges
June 2002,-15.980881,Ganges
July 2002,-38.40973,Ganges
August 2002,-96.638916,Ganges
September 2002,-205.97299,Ganges
October 2002,-80.06003,Ganges
November 2002,-35.532906,Ganges
December 2002,-21.03646,Ganges
January 2003,-18.129623,Ganges
February 2003,2.1640282,Ganges
March 2003,3.2499924,Ganges
April 2003,-10.807022,Ganges
May 2003,-25.915054,Ganges
June 2003,-35.249237,Ganges
July 2003,51.25009,Ganges
August 2003,-26.26886,Ganges
September 2003,59.62622,Ganges
October 2003,69.40878,Ganges
November 2003,8.57756,Ganges
December 2003,-2.8725433,Ganges
January 2004,0.5609665,Ganges
February 2004,-2.2484741,Ganges
March 2004,-5.0666733,Ganges
April 2004,26.920353,Ganges
May 2004,63.73201,Ganges
June 2004,7.4820557,Ganges
July 2004,135.36685,Ganges
August 2004,-142.23734,Ganges
September 2004,-134.8829,Ganges
October 2004,-46.323944,Ganges
November 2004,-28.830498,Ganges
December 2004,-13.64225,Ganges
January 2005,-10.290524,Ganges
February 2005,2.0729065,Ganges
March 2005,3.3117409,Ganges
April 2005,5.830414,Ganges
May 2005,-2.8066025,Ganges
June 2005,-55.03212,Ganges
July 2005,60.1716,Ganges
August 2005,-6.8587646,Ganges
September 2005,-189.70547,Ganges
October 2005,-32.14981,Ganges
November 2005,2.0747833,Ganges
December 2005,-14.132767,Ganges
January 2006,-11.33905,Ganges
February 2006,-13.958956,Ganges
March 2006,-9.008604,Ganges
April 2006,-2.0274696,Ganges
May 2006,-27.660095,Ganges
June 2006,48.708603,Ganges
July 2006,-118.6004,Ganges
August 2006,-199.94473,Ganges
September 2006,-132.02335,Ganges
October 2006,-110.304306,Ganges
November 2006,-38.10373,Ganges
December 2006,-17.318104,Ganges
January 2007,-19.43443,Ganges
February 2007,-3.7123337,Ganges
March 2007,5.049362,Ganges
April 2007,-8.455254,Ganges
May 2007,-20.04116,Ganges
June 2007,24.56343,Ganges
July 2007,-71.335754,Ganges
August 2007,129.64099,Ganges
September 2007,58.763184,Ganges
October 2007,-28.671143,Ganges
November 2007,-18.12806,Ganges
December 2007,-13.394707,Ganges
January 2008,-11.960251,Ganges
February 2008,-8.9902725,Ganges
March 2008,-6.9070473,Ganges
April 2008,-5.8385773,Ganges
May 2008,-14.039764,Ganges
June 2008,35.112793,Ganges
July 2008,137.12619,Ganges
August 2008,145.84564,Ganges
September 2008,-12.390198,Ganges
October 2008,-21.178558,Ganges
November 2008,-9.368988,Ganges
December 2008,-12.436165,Ganges
January 2009,-12.709084,Ganges
February 2009,-11.136972,Ganges
March 2009,-12.791616,Ganges
April 2009,-12.7225,Ganges
May 2009,-46.1377,Ganges
June 2009,-113.60399,Ganges
July 2009,-170.26999,Ganges
August 2009,-59.202545,Ganges
September 2009,-160.20505,Ganges
October 2009,-45.5524,Ganges
November 2009,-22.001854,Ganges
December 2009,-18.86914,Ganges
January 2010,-20.876434,Ganges
February 2010,-16.492254,Ganges
March 2010,-14.226614,Ganges
April 2010,60.8054,Ganges
May 2010,48.98987,Ganges
June 2010,10.22316,Ganges
July 2010,-92.64511,Ganges
August 2010,-70.72412,Ganges
September 2010,125.51874,Ganges
October 2010,125.32709,Ganges
November 2010,16.881485,Ganges
December 2010,2.1374512,Ganges
January 2011,-9.531464,Ganges
February 2011,-7.332222,Ganges
March 2011,1.0383377,Ganges
April 2011,-6.6195526,Ganges
May 2011,-29.754898,Ganges
June 2011,-45.80786,Ganges
July 2011,121.12869,Ganges
August 2011,194.59479,Ganges
September 2011,75.72778,Ganges
October 2011,25.51538,Ganges
November 2011,3.844818,Ganges
December 2011,5.619095,Ganges
January 2012,12.580063,Ganges
February 2012,-3.3589668,Ganges
March 2012,-10.083715,Ganges
April 2012,-7.1520844,Ganges
May 2012,-17.411774,Ganges
June 2012,11.488754,Ganges
July 2012,-41.838196,Ganges
August 2012,-58.875305,Ganges
September 2012,99.3714,Ganges
October 2012,100.51465,Ganges
November 2012,-3.0405731,Ganges
December 2012,-1.7326202,Ganges
January 2013,-3.8559723,Ganges
February 2013,7.793682,Ganges
March 2013,2.6593857,Ganges
April 2013,-8.106377,Ganges
May 2013,-3.8802109,Ganges
June 2013,-32.405136,Ganges
July 2013,114.21695,Ganges
August 2013,99.739746,Ganges
September 2013,38.534546,Ganges
October 2013,32.845795,Ganges
November 2013,46.99817,Ganges
December 2013,15.259338,Ganges
January 2014,11.321152,Ganges
February 2014,20.17709,Ganges
March 2014,14.201557,Ganges
April 2014,-18.697273,Ganges
May 2014,-15.096756,Ganges
June 2014,-58.297073,Ganges
July 2014,-115.46927,Ganges
August 2014,-39.17737,Ganges
September 2014,-124.09677,Ganges
October 2014,-97.98427,Ganges
November 2014,-30.561813,Ganges
December 2014,-11.912453,Ganges
January 2015,-1.3410301,Ganges
February 2015,-4.974388,Ganges
March 2015,6.850662,Ganges
April 2015,2.1170654,Ganges
May 2015,-17.26545,Ganges
June 2015,65.37892,Ganges
July 2015,-43.961395,Ganges
August 2015,-52.769165,Ganges
September 2015,-98.77429,Ganges
October 2015,-152.69507,Ganges
November 2015,-45.83255,Ganges
December 2015,-19.450687,Ganges
January 2016,-17.403927,Ganges
February 2016,-12.697603,Ganges
March 2016,-11.428001,Ganges
April 2016,18.869633,Ganges
May 2016,15.212471,Ganges
June 2016,-47.13922,Ganges
July 2016,19.254333,Ganges
August 2016,24.610657,Ganges
September 2016,-22.129578,Ganges
October 2016,-25.568542,Ganges
November 2016,-2.4913483,Ganges
December 2016,2.1499557,Ganges
January 2017,-1.5735092,Ganges
February 2017,-2.0555,Ganges
March 2017,1.0165901,Ganges
April 2017,21.646412,Ganges
May 2017,6.430313,Ganges
June 2017,18.694794,Ganges
July 2017,-11.983398,Ganges
August 2017,-41.432922,Ganges
September 2017,-212.42203,Ganges
October 2017,-69.762085,Ganges
November 2017,-28.502274,Ganges
December 2017,-13.566322,Ganges
January 2018,-14.55545,Ganges
February 2018,-10.8561,Ganges
March 2018,-7.680958,Ganges
April 2018,-15.29599,Ganges
May 2018,-17.963997,Ganges
June 2018,-55.969055,Ganges
July 2018,-130.56888,Ganges
August 2018,-9.718628,Ganges
September 2018,39.656555,Ganges
October 2018,-70.158356,Ganges
November 2018,-22.188217,Ganges
December 2018,-9.680786,Ganges
January 2019,-12.504345,Ganges
February 2019,1.5534477,Ganges
March 2019,0.45272446,Ganges
April 2019,-13.1591835,Ganges
May 2019,2.494934,Ganges
June 2019,-88.39293,Ganges
July 2019,20.375763,Ganges
August 2019,-145.29407,Ganges
September 2019,-109.544464,Ganges
October 2019,69.259125,Ganges
November 2019,38.187103,Ganges
December 2019,24.069298,Ganges
January 1980,2.6117077,Turkey
February 1980,-1.583601,Turkey
March 1980,4.6574707,Turkey
April 1980,10.526678,Turkey
May 1980,4.857008,Turkey
June 1980,-0.61303043,Turkey
July 1980,-0.33970642,Turkey
August 1980,1.0695229,Turkey
September 1980,1.1169639,Turkey
October 1980,-0.5391917,Turkey
November 1980,-1.1417904,Turkey
December 1980,-0.86008644,Turkey
January 1981,4.4132996,Turkey
February 1981,2.4376411,Turkey
March 1981,3.3328342,Turkey
April 1981,-3.683178,Turkey
May 1981,-0.5519314,Turkey
June 1981,-0.5847454,Turkey
July 1981,-0.41905022,Turkey
August 1981,0.16739988,Turkey
September 1981,0.09651947,Turkey
October 1981,-0.96554565,Turkey
November 1981,0.3825798,Turkey
December 1981,2.69586,Turkey
January 1982,-0.3145399,Turkey
February 1982,-1.8272142,Turkey
March 1982,-4.6948605,Turkey
April 1982,-1.6001358,Turkey
May 1982,-2.4303074,Turkey
June 1982,-1.8044338,Turkey
July 1982,-0.9577074,Turkey
August 1982,-0.24615526,Turkey
September 1982,-0.4319315,Turkey
October 1982,-0.72665787,Turkey
November 1982,-4.0565505,Turkey
December 1982,-6.9072456,Turkey
January 1983,-7.2924433,Turkey
February 1983,-7.143714,Turkey
March 1983,-6.674879,Turkey
April 1983,-11.119539,Turkey
May 1983,-6.100606,Turkey
June 1983,-4.696311,Turkey
July 1983,-4.1403713,Turkey
August 1983,-3.4334455,Turkey
September 1983,-2.471136,Turkey
October 1983,-2.3919373,Turkey
November 1983,4.0156775,Turkey
December 1983,-0.14060783,Turkey
January 1984,-1.3008862,Turkey
February 1984,-2.2047968,Turkey
March 1984,-1.8600197,Turkey
April 1984,-5.383066,Turkey
May 1984,-4.425604,Turkey
June 1984,-4.538249,Turkey
July 1984,-3.002079,Turkey
August 1984,-1.4937139,Turkey
September 1984,-2.149559,Turkey
October 1984,-3.1967454,Turkey
November 1984,-2.4677896,Turkey
December 1984,-7.1934733,Turkey
January 1985,-4.302006,Turkey
February 1985,-3.534812,Turkey
March 1985,-6.117611,Turkey
April 1985,-2.6805153,Turkey
May 1985,-6.8402767,Turkey
June 1985,-5.1770706,Turkey
July 1985,-4.285636,Turkey
August 1985,-3.3349915,Turkey
September 1985,-2.7322934,Turkey
October 1985,-0.8422618,Turkey
November 1985,-2.8983126,Turkey
December 1985,-5.0299006,Turkey
January 1986,-2.6046228,Turkey
February 1986,-1.3382645,Turkey
March 1986,-6.4974823,Turkey
April 1986,-10.585358,Turkey
May 1986,-5.8068304,Turkey
June 1986,-4.349842,Turkey
July 1986,-4.6573486,Turkey
August 1986,-3.7178085,Turkey
September 1986,-2.6421828,Turkey
October 1986,-2.0902805,Turkey
November 1986,-1.5133,Turkey
December 1986,-3.4217882,Turkey
January 1987,1.7034588,Turkey
February 1987,-0.058044434,Turkey
March 1987,0.101680756,Turkey
April 1987,8.072786,Turkey
May 1987,-1.4834652,Turkey
June 1987,-1.1844654,Turkey
July 1987,-0.43471336,Turkey
August 1987,0.07653332,Turkey
September 1987,-0.6583824,Turkey
October 1987,-0.10207939,Turkey
November 1987,3.2914848,Turkey
December 1987,7.4543495,Turkey
January 1988,1.7727108,Turkey
February 1988,4.073921,Turkey
March 1988,8.3530655,Turkey
April 1988,15.838881,Turkey
May 1988,12.108591,Turkey
June 1988,6.428852,Turkey
July 1988,5.0948277,Turkey
August 1988,4.561469,Turkey
September 1988,3.6507344,Turkey
October 1988,6.446396,Turkey
November 1988,8.23267,Turkey
December 1988,3.877039,Turkey
January 1989,-1.1958942,Turkey
February 1989,-4.10723,Turkey
March 1989,-5.4780216,Turkey
April 1989,-14.042868,Turkey
May 1989,-11.74603,Turkey
June 1989,-8.644148,Turkey
July 1989,-6.301381,Turkey
August 1989,-4.0765457,Turkey
September 1989,-2.8753316,Turkey
October 1989,0.3123932,Turkey
November 1989,2.42515,Turkey
December 1989,2.6588898,Turkey
January 1990,-0.2418356,Turkey
February 1990,-0.095350266,Turkey
March 1990,-5.333872,Turkey
April 1990,-5.099312,Turkey
May 1990,-4.9778957,Turkey
June 1990,-3.9153042,Turkey
July 1990,-3.6520267,Turkey
August 1990,-2.6565175,Turkey
September 1990,-1.9976745,Turkey
October 1990,-3.0632515,Turkey
November 1990,-2.8199434,Turkey
December 1990,-3.3089294,Turkey
January 1991,-8.251123,Turkey
February 1991,-6.0646152,Turkey
March 1991,-2.5286255,Turkey
April 1991,-4.913414,Turkey
May 1991,-2.4478474,Turkey
June 1991,-3.5546894,Turkey
July 1991,-2.1749048,Turkey
August 1991,-1.5555677,Turkey
September 1991,-1.4099269,Turkey
October 1991,-1.3415484,Turkey
November 1991,-0.9389925,Turkey
December 1991,0.74219227,Turkey
January 1992,-3.1490068,Turkey
February 1992,-4.2467394,Turkey
March 1992,-5.3025856,Turkey
April 1992,5.116785,Turkey
May 1992,2.5180283,Turkey
June 1992,1.7790604,Turkey
July 1992,-1.1110516,Turkey
August 1992,-1.2474155,Turkey
September 1992,-1.0302835,Turkey
October 1992,-2.5323596,Turkey
November 1992,-1.9231958,Turkey
December 1992,-1.408289,Turkey
January 1993,-2.2624931,Turkey
February 1993,-2.920063,Turkey
March 1993,-3.1505833,Turkey
April 1993,8.873034,Turkey
May 1993,16.269415,Turkey
June 1993,6.782011,Turkey
July 1993,3.1900864,Turkey
August 1993,3.1716595,Turkey
September 1993,2.053762,Turkey
October 1993,-0.77954626,Turkey
November 1993,0.18914223,Turkey
December 1993,-3.9700708,Turkey
January 1994,-3.2383776,Turkey
February 1994,-2.8166542,Turkey
March 1994,-3.2092648,Turkey
April 1994,-3.6312885,Turkey
May 1994,-1.7453365,Turkey
June 1994,-2.8453178,Turkey
July 1994,-2.01511,Turkey
August 1994,-2.6631222,Turkey
September 1994,-3.3417468,Turkey
October 1994,-2.360837,Turkey
November 1994,1.9960299,Turkey
December 1994,1.1940737,Turkey
January 1995,1.9231567,Turkey
February 1995,0.34187698,Turkey
March 1995,4.438452,Turkey
April 1995,12.635313,Turkey
May 1995,5.6932297,Turkey
June 1995,5.488146,Turkey
July 1995,3.8082647,Turkey
August 1995,2.9179068,Turkey
September 1995,2.430943,Turkey
October 1995,1.5668106,Turkey
November 1995,4.265044,Turkey
December 1995,-2.7236805,Turkey
January 1996,-0.70281506,Turkey
February 1996,1.3499069,Turkey
March 1996,3.449318,Turkey
April 1996,7.9073124,Turkey
May 1996,4.682991,Turkey
June 1996,3.6534977,Turkey
July 1996,2.8232222,Turkey
August 1996,1.5324211,Turkey
September 1996,1.280088,Turkey
October 1996,3.0744066,Turkey
November 1996,-1.2095613,Turkey
December 1996,6.274727,Turkey
January 1997,1.8034954,Turkey
February 1997,0.8081207,Turkey
March 1997,-4.800392,Turkey
April 1997,4.5773754,Turkey
May 1997,0.20593262,Turkey
June 1997,0.1690836,Turkey
July 1997,-0.37782955,Turkey
August 1997,-1.0949407,Turkey
September 1997,-0.56838083,Turkey
October 1997,3.0055523,Turkey
November 1997,0.50929165,Turkey
December 1997,3.2584705,Turkey
January 1998,0.15566826,Turkey
February 1998,1.4237003,Turkey
March 1998,4.0628567,Turkey
April 1998,3.5002422,Turkey
May 1998,3.9534855,Turkey
June 1998,2.692524,Turkey
July 1998,2.2672663,Turkey
August 1998,2.5160608,Turkey
September 1998,2.4298787,Turkey
October 1998,1.0957031,Turkey
November 1998,0.3402815,Turkey
December 1998,4.4627743,Turkey
January 1999,0.10828972,Turkey
February 1999,3.5875835,Turkey
March 1999,-1.2092056,Turkey
April 1999,-2.5305443,Turkey
May 1999,-3.740158,Turkey
June 1999,-0.8218794,Turkey
July 1999,0.624321,Turkey
August 1999,1.4311457,Turkey
September 1999,1.6071458,Turkey
October 1999,0.36854458,Turkey
November 1999,-2.7809362,Turkey
December 1999,-4.8632,Turkey
January 2000,-3.160675,Turkey
February 2000,-2.5560007,Turkey
March 2000,-3.9884892,Turkey
April 2000,-0.21767998,Turkey
May 2000,-3.3863544,Turkey
June 2000,-2.506444,Turkey
July 2000,-2.5890226,Turkey
August 2000,-1.6249814,Turkey
September 2000,-0.98390865,Turkey
October 2000,-1.1794558,Turkey
November 2000,-4.9412746,Turkey
December 2000,-5.580039,Turkey
January 2001,-8.013094,Turkey
February 2001,-6.4129972,Turkey
March 2001,-4.3040237,Turkey
April 2001,-7.8362026,Turkey
May 2001,-0.7660713,Turkey
June 2001,-3.251009,Turkey
July 2001,-2.1989956,Turkey
August 2001,-2.3538504,Turkey
September 2001,-2.2462845,Turkey
October 2001,-3.106227,Turkey
November 2001,-2.3646717,Turkey
December 2001,8.40917,Turkey
January 2002,5.479141,Turkey
February 2002,1.7486115,Turkey
March 2002,0.96175766,Turkey
April 2002,1.5469494,Turkey
May 2002,-0.5155678,Turkey
June 2002,0.5955553,Turkey
July 2002,2.09484,Turkey
August 2002,2.4451265,Turkey
September 2002,2.7961268,Turkey
October 2002,1.2508011,Turkey
November 2002,-0.47555065,Turkey
December 2002,-2.3866262,Turkey
January 2003,-0.11063576,Turkey
February 2003,3.6998844,Turkey
March 2003,2.471714,Turkey
April 2003,17.109655,Turkey
May 2003,5.113142,Turkey
June 2003,5.8892174,Turkey
July 2003,3.9118118,Turkey
