time,tp,hotspot
May 1971,0.2701335,Indus
June 1971,0.67095613,Indus
July 1971,1.3059331,Indus
August 1971,1.1364622,Indus
September 1971,0.37306637,Indus
October 1971,0.12783445,Indus
November 1971,0.085126735,Indus
December 1971,0.08970935,Indus
January 1972,0.5594164,Indus
February 1972,0.52028525,Indus
March 1972,0.6571505,Indus
April 1972,0.43316174,Indus
May 1972,0.29102302,Indus
June 1972,0.35948738,Indus
July 1972,0.9012382,Indus
August 1972,0.81547177,Indus
September 1972,0.39819026,Indus
October 1972,0.21089768,Indus
November 1972,0.19965424,Indus
December 1972,0.4630589,Indus
January 1973,0.60039407,Indus
February 1973,0.5718347,Indus
March 1973,0.6921386,Indus
April 1973,0.32384154,Indus
May 1973,0.32782143,Indus
June 1973,0.43219447,Indus
July 1973,1.4607859,Indus
August 1973,1.9643672,Indus
September 1973,0.4065095,Indus
October 1973,0.09109124,Indus
November 1973,0.036286026,Indus
December 1973,0.22507921,Indus
January 1974,0.37213504,Indus
February 1974,0.48937386,Indus
March 1974,0.29720306,Indus
April 1974,0.27207094,Indus
May 1974,0.27274257,Indus
June 1974,0.45503238,Indus
July 1974,1.0955648,Indus
August 1974,0.7247471,Indus
September 1974,0.22908688,Indus
October 1974,0.06390008,Indus
November 1974,0.033746034,Indus
December 1974,0.392176,Indus
January 1975,0.3743986,Indus
February 1975,0.5175102,Indus
March 1975,0.6503873,Indus
April 1975,0.385352,Indus
May 1975,0.31487817,Indus
June 1975,0.5466721,Indus
July 1975,1.3447657,Indus
August 1975,1.7672188,Indus
September 1975,0.8506894,Indus
October 1975,0.08782713,Indus
November 1975,0.055544905,Indus
December 1975,0.122444876,Indus
January 1976,0.4210946,Indus
February 1976,0.6943885,Indus
March 1976,0.68932223,Indus
April 1976,0.42184365,Indus
May 1976,0.17005017,Indus
June 1976,0.45907605,Indus
July 1976,1.4918244,Indus
August 1976,1.5772644,Indus
September 1976,0.868464,Indus
October 1976,0.14894503,Indus
November 1976,0.02890645,Indus
December 1976,0.10202243,Indus
January 1977,0.63584644,Indus
February 1977,0.13846989,Indus
March 1977,0.14450905,Indus
April 1977,0.5252547,Indus
May 1977,0.3739508,Indus
June 1977,0.6447295,Indus
July 1977,1.6167523,Indus
August 1977,1.0875661,Indus
September 1977,0.53119427,Indus
October 1977,0.20873362,Indus
November 1977,0.19158632,Indus
December 1977,0.2507918,Indus
January 1978,0.31911516,Indus
February 1978,0.50190806,Indus
March 1978,0.7830735,Indus
April 1978,0.26994002,Indus
May 1978,0.14334536,Indus
June 1978,0.4632468,Indus
July 1978,2.1832566,Indus
August 1978,1.2614372,Indus
September 1978,0.3772233,Indus
October 1978,0.059295475,Indus
November 1978,0.34250325,Indus
December 1978,0.042662323,Indus
January 1979,0.33620718,Indus
February 1979,0.6522308,Indus
March 1979,0.8624885,Indus
April 1979,0.33932757,Indus
May 1979,0.51414937,Indus
June 1979,0.2526602,Indus
July 1979,0.9511652,Indus
August 1979,0.986836,Indus
September 1979,0.37408352,Indus
October 1979,0.10686742,Indus
November 1979,0.22052157,Indus
December 1979,0.28390875,Indus
January 1980,0.28652346,Indus
February 1980,0.54150367,Indus
March 1980,0.6350061,Indus
April 1980,0.19793497,Indus
May 1980,0.2405239,Indus
June 1980,0.6537316,Indus
July 1980,1.3974153,Indus
August 1980,0.84535515,Indus
September 1980,0.40906608,Indus
October 1980,0.3237557,Indus
November 1980,0.19928932,Indus
December 1980,0.22197816,Indus
January 1981,0.46129823,Indus
February 1981,0.57424194,Indus
March 1981,0.8144187,Indus
April 1981,0.37196356,Indus
May 1981,0.26354438,Indus
June 1981,0.32749254,Indus
July 1981,1.8303986,Indus
August 1981,0.7974402,Indus
September 1981,0.30950785,Indus
October 1981,0.13157402,Indus
November 1981,0.35135877,Indus
December 1981,0.080975376,Indus
January 1982,0.40759572,Indus
February 1982,0.6429496,Indus
March 1982,0.82759166,Indus
April 1982,0.58373046,Indus
May 1982,0.50668687,Indus
June 1982,0.25191668,Indus
July 1982,0.6807071,Indus
August 1982,1.3439782,Indus
September 1982,0.1876313,Indus
October 1982,0.26761833,Indus
November 1982,0.3465026,Indus
December 1982,0.37655166,Indus
January 1983,0.40509441,Indus
February 1983,0.42818677,Indus
March 1983,0.78836644,Indus
April 1983,0.9498275,Indus
May 1983,0.4963941,Indus
June 1983,0.30373415,Indus
July 1983,1.1508428,Indus
August 1983,1.6181039,Indus
September 1983,0.57005465,Indus
October 1983,0.14339235,Indus
November 1983,0.051418357,Indus
December 1983,0.1447826,Indus
January 1984,0.17126903,Indus
February 1984,0.62400585,Indus
March 1984,0.47067612,Indus
April 1984,0.4275897,Indus
May 1984,0.18293819,Indus
June 1984,0.3660793,Indus
July 1984,1.2629876,Indus
August 1984,1.554739,Indus
September 1984,0.64063066,Indus
October 1984,0.06506364,Indus
November 1984,0.18123288,Indus
December 1984,0.3075456,Indus
January 1985,0.32159448,Indus
February 1985,0.114125535,Indus
March 1985,0.354938,Indus
April 1985,0.52431214,Indus
May 1985,0.29206216,Indus
June 1985,0.29155645,Indus
July 1985,1.7815467,Indus
August 1985,0.847989,Indus
September 1985,0.24453427,Indus
October 1985,0.28586006,Indus
November 1985,0.09879973,Indus
December 1985,0.58740366,Indus
January 1986,0.08012131,Indus
February 1986,0.58229864,Indus
March 1986,0.95387375,Indus
April 1986,0.5414677,Indus
May 1986,0.37244174,Indus
June 1986,0.53166413,Indus
July 1986,1.0104369,Indus
August 1986,1.0625143,Indus
September 1986,0.28944206,Indus
October 1986,0.15481275,Indus
November 1986,0.40282255,Indus
December 1986,0.40681362,Indus
January 1987,0.12884605,Indus
February 1987,0.61521393,Indus
March 1987,0.73800266,Indus
April 1987,0.5309677,Indus
May 1987,0.8828417,Indus
June 1987,0.3562094,Indus
July 1987,0.49067566,Indus
August 1987,0.5790566,Indus
September 1987,0.2022191,Indus
October 1987,0.47317746,Indus
November 1987,0.014520347,Indus
December 1987,0.1040622,Indus
January 1988,0.27047068,Indus
February 1988,0.47942105,Indus
March 1988,0.99772584,Indus
April 1988,0.2742489,Indus
May 1988,0.16179442,Indus
June 1988,0.33399314,Indus
July 1988,2.2775357,Indus
August 1988,1.0703001,Indus
September 1988,0.981966,Indus
October 1988,0.09244283,Indus
November 1988,0.029459171,Indus
December 1988,0.38618937,Indus
January 1989,0.379288,Indus
February 1989,0.38603467,Indus
March 1989,0.63691044,Indus
April 1989,0.3280039,Indus
May 1989,0.3481969,Indus
June 1989,0.30563015,Indus
July 1989,1.5285591,Indus
August 1989,0.8443352,Indus
September 1989,0.201868,Indus
October 1989,0.090165354,Indus
November 1989,0.23924702,Indus
December 1989,0.33437186,Indus
January 1990,0.42195147,Indus
February 1990,0.82686186,Indus
March 1990,0.8086948,Indus
April 1990,0.362688,Indus
May 1990,0.17221424,Indus
June 1990,0.41064155,Indus
July 1990,0.9988479,Indus
August 1990,1.4444098,Indus
September 1990,0.59288436,Indus
October 1990,0.15166199,Indus
November 1990,0.068222776,Indus
December 1990,0.75864905,Indus
January 1991,0.22056583,Indus
February 1991,0.6833688,Indus
March 1991,0.72034967,Indus
April 1991,0.8326521,Indus
May 1991,0.4581225,Indus
June 1991,0.29649824,Indus
July 1991,0.71848685,Indus
August 1991,0.9201295,Indus
September 1991,0.47545213,Indus
October 1991,0.08296257,Indus
November 1991,0.072305,Indus
December 1991,0.26981005,Indus
January 1992,0.8140899,Indus
February 1992,0.4873893,Indus
March 1992,0.871988,Indus
April 1992,0.4152987,Indus
May 1992,0.31162232,Indus
June 1992,0.25058448,Indus
July 1992,1.3629274,Indus
August 1992,1.1960987,Indus
September 1992,0.97554564,Indus
October 1992,0.15310198,Indus
November 1992,0.16837804,Indus
December 1992,0.20198971,Indus
January 1993,0.32158336,Indus
February 1993,0.3700897,Indus
March 1993,0.804267,Indus
April 1993,0.24982163,Indus
May 1993,0.36113745,Indus
June 1993,0.40806282,Indus
July 1993,1.7828735,Indus
August 1993,0.3506872,Indus
September 1993,0.5369847,Indus
October 1993,0.0759479,Indus
November 1993,0.27488738,Indus
December 1993,0.054472536,Indus
January 1994,0.40579098,Indus
February 1994,0.5893025,Indus
March 1994,0.37092724,Indus
April 1994,0.7095732,Indus
May 1994,0.2674249,Indus
June 1994,0.4684291,Indus
July 1994,2.2344992,Indus
August 1994,1.5635198,Indus
September 1994,0.6522418,Indus
October 1994,0.16649303,Indus
November 1994,0.052277856,Indus
December 1994,0.5302988,Indus
January 1995,0.26427674,Indus
February 1995,0.5914526,Indus
March 1995,0.5987853,Indus
April 1995,0.6279001,Indus
May 1995,0.22608805,Indus
June 1995,0.47325483,Indus
July 1995,1.9086968,Indus
August 1995,1.505746,Indus
September 1995,0.44689274,Indus
October 1995,0.22468951,Indus
November 1995,0.11105215,Indus
December 1995,0.18731064,Indus
January 1996,0.40403032,Indus
February 1996,0.61992365,Indus
March 1996,0.85080826,Indus
April 1996,0.41133526,Indus
May 1996,0.4344719,Indus
June 1996,0.9046296,Indus
July 1996,0.8782675,Indus
August 1996,1.298302,Indus
September 1996,0.33661342,Indus
October 1996,0.28355223,Indus
November 1996,0.08534237,Indus
December 1996,0.07061912,Indus
January 1997,0.24959767,Indus
February 1997,0.22067635,Indus
March 1997,0.6516421,Indus
April 1997,0.5563401,Indus
May 1997,0.5202936,Indus
June 1997,0.61351967,Indus
July 1997,1.3038216,Indus
August 1997,1.3861966,Indus
September 1997,0.3633154,Indus
October 1997,0.51422393,Indus
November 1997,0.3157543,Indus
December 1997,0.26201868,Indus
January 1998,0.29647058,Indus
February 1998,0.83811086,Indus
March 1998,0.56226885,Indus
April 1998,0.506908,Indus
May 1998,0.31713352,Indus
June 1998,0.5496101,Indus
July 1998,1.2256918,Indus
August 1998,0.75359654,Indus
September 1998,0.67067975,Indus
October 1998,0.4332584,Indus
November 1998,0.017397553,Indus
December 1998,0.022853628,Indus
January 1999,0.5992662,Indus
February 1999,0.3486336,Indus
March 1999,0.5380681,Indus
April 1999,0.26351953,Indus
May 1999,0.4766737,Indus
June 1999,0.33925843,Indus
July 1999,1.0703719,Indus
August 1999,0.8347749,Indus
September 1999,0.3960813,Indus
October 1999,0.07461835,Indus
November 1999,0.23467556,Indus
December 1999,0.012989163,Indus
January 2000,0.4340241,Indus
February 2000,0.3315085,Indus
March 2000,0.31724966,Indus
April 2000,0.12328506,Indus
May 2000,0.17852697,Indus
June 2000,0.49637473,Indus
July 2000,1.0811898,Indus
August 2000,0.6991755,Indus
September 2000,0.28983456,Indus
October 2000,0.06595366,Indus
November 2000,0.12730654,Indus
December 2000,0.16242185,Indus
January 2001,0.118967935,Indus
February 2001,0.1977554,Indus
March 2001,0.31453544,Indus
April 2001,0.35126758,Indus
May 2001,0.19416508,Indus
June 2001,0.8663635,Indus
July 2001,1.5769854,Indus
August 2001,0.7815174,Indus
September 2001,0.2623586,Indus
October 2001,0.09378883,Indus
November 2001,0.15130544,Indus
December 2001,0.16343336,Indus
January 2002,0.19946906,Indus
February 2002,0.47148597,Indus
March 2002,0.41914883,Indus
April 2002,0.36365536,Indus
May 2002,0.20533684,Indus
June 2002,0.39023572,Indus
July 2002,0.40816516,Indus
August 2002,1.0276476,Indus
September 2002,0.5205699,Indus
October 2002,0.10923068,Indus
November 2002,0.08481166,Indus
December 2002,0.21248418,Indus
January 2003,0.21548022,Indus
February 2003,1.0369952,Indus
March 2003,0.56860363,Indus
April 2003,0.43862882,Indus
May 2003,0.3099059,Indus
June 2003,0.26412758,Indus
July 2003,1.5431166,Indus
August 2003,1.0078998,Indus
September 2003,0.50685275,Indus
October 2003,0.057393886,Indus
November 2003,0.1810422,Indus
December 2003,0.24114299,Indus
January 2004,0.51858544,Indus
February 2004,0.2959178,Indus
March 2004,0.12549347,Indus
April 2004,0.502378,Indus
May 2004,0.14315742,Indus
June 2004,0.32938027,Indus
July 2004,0.56369764,Indus
August 2004,0.79060507,Indus
September 2004,0.28566375,Indus
October 2004,0.4728899,Indus
November 2004,0.12763818,Indus
December 2004,0.40802136,Indus
January 2005,0.35568154,Indus
February 2005,1.074095,Indus
March 2005,0.66792965,Indus
April 2005,0.42574072,Indus
May 2005,0.3634564,Indus
June 2005,0.31698972,Indus
July 2005,1.0932542,Indus
August 2005,0.5812098,Indus
September 2005,0.52529055,Indus
October 2005,0.108603336,Indus
November 2005,0.0959032,Indus
December 2005,0.053195506,Indus
January 2006,0.55969566,Indus
February 2006,0.40379816,Indus
March 2006,0.4620804,Indus
April 2006,0.29338887,Indus
May 2006,0.16036823,Indus
June 2006,0.40802416,Indus
July 2006,1.2229223,Indus
August 2006,1.59709,Indus
September 2006,0.48227885,Indus
October 2006,0.16542341,Indus
November 2006,0.2740527,Indus
December 2006,0.48321858,Indus
January 2007,0.059110284,Indus
February 2007,0.97098505,Indus
March 2007,0.81695604,Indus
April 2007,0.11420282,Indus
May 2007,0.22468947,Indus
June 2007,0.85115635,Indus
July 2007,0.8325886,Indus
August 2007,0.87741625,Indus
September 2007,0.40752113,Indus
October 2007,0.04596518,Indus
November 2007,0.054121412,Indus
December 2007,0.17689076,Indus
January 2008,0.6384859,Indus
February 2008,0.35077563,Indus
March 2008,0.12025302,Indus
April 2008,0.5920718,Indus
May 2008,0.30579877,Indus
June 2008,0.83639723,Indus
July 2008,0.9715711,Indus
August 2008,1.207627,Indus
September 2008,0.41923997,Indus
October 2008,0.14814077,Indus
November 2008,0.104128525,Indus
December 2008,0.45581737,Indus
January 2009,0.46433565,Indus
February 2009,0.56289345,Indus
March 2009,0.37830397,Indus
April 2009,0.47525313,Indus
May 2009,0.22346234,Indus
June 2009,0.2497774,Indus
July 2009,0.8746772,Indus
August 2009,0.7814345,Indus
September 2009,0.40387553,Indus
October 2009,0.09755316,Indus
November 2009,0.23910606,Indus
December 2009,0.13500962,Indus
January 2010,0.18398842,Indus
February 2010,0.72690004,Indus
March 2010,0.25304708,Indus
April 2010,0.31136808,Indus
May 2010,0.38735574,Indus
June 2010,0.45230725,Indus
July 2010,1.7221507,Indus
August 2010,1.6886632,Indus
September 2010,0.7344345,Indus
October 2010,0.1326326,Indus
November 2010,0.047347166,Indus
December 2010,0.13701886,Indus
January 2011,0.17632693,Indus
February 2011,0.936663,Indus
March 2011,0.40431502,Indus
April 2011,0.44674635,Indus
May 2011,0.17937821,Indus
June 2011,0.43786317,Indus
July 2011,0.82960373,Indus
August 2011,1.4647962,Indus
September 2011,1.1412464,Indus
October 2011,0.1790908,Indus
November 2011,0.115952514,Indus
December 2011,0.09692033,Indus
January 2012,0.37438482,Indus
February 2012,0.5178613,Indus
March 2012,0.40581307,Indus
April 2012,0.4061557,Indus
May 2012,0.18942232,Indus
June 2012,0.17522138,Indus
July 2012,0.5567438,Indus
August 2012,1.1507682,Indus
September 2012,1.1705382,Indus
October 2012,0.13179225,Indus
November 2012,0.106884144,Indus
December 2012,0.34851474,Indus
January 2013,0.26010057,Indus
February 2013,1.1274683,Indus
March 2013,0.4246047,Indus
April 2013,0.3077031,Indus
May 2013,0.20425892,Indus
June 2013,0.7659207,Indus
July 2013,0.85864383,Indus
August 2013,1.5422102,Indus
September 2013,0.31414852,Indus
October 2013,0.18286349,Indus
November 2013,0.13983521,Indus
December 2013,0.14658749,Indus
January 2014,0.19444706,Indus
February 2014,0.54940015,Indus
March 2014,0.8252561,Indus
April 2014,0.41181898,Indus
May 2014,0.42530125,Indus
June 2014,0.22797847,Indus
July 2014,0.8124895,Indus
August 2014,0.5993796,Indus
September 2014,0.8934247,Indus
October 2014,0.24433807,Indus
November 2014,0.14233387,Indus
December 2014,0.09666054,Indus
January 2015,0.29769224,Indus
February 2015,0.80025667,Indus
March 2015,0.99086857,Indus
April 2015,0.5986776,Indus
May 2015,0.26861605,Indus
June 2015,0.49318796,Indus
July 2015,1.6901062,Indus
August 2015,0.8394901,Indus
September 2015,0.47573674,Indus
October 2015,0.3061056,Indus
November 2015,0.23690322,Indus
December 2015,0.17593724,Indus
January 2016,0.2260522,Indus
February 2016,0.23451242,Indus
March 2016,0.8054969,Indus
April 2016,0.37090784,Indus
May 2016,0.22175153,Indus
June 2016,0.3890334,Indus
July 2016,0.9980464,Indus
August 2016,1.0856618,Indus
September 2016,0.1776122,Indus
October 2016,0.07407943,Indus
November 2016,0.08268351,Indus
December 2016,0.06320639,Indus
January 2017,0.77281404,Indus
February 2017,0.48323798,Indus
March 2017,0.35274082,Indus
April 2017,0.48751095,Indus
May 2017,0.25535214,Indus
June 2017,0.7187716,Indus
July 2017,1.201784,Indus
August 2017,0.8697436,Indus
September 2017,0.3595951,Indus
October 2017,0.050967872,Indus
November 2017,0.16090716,Indus
December 2017,0.23665997,Indus
January 2018,0.10101362,Indus
February 2018,0.33164123,Indus
March 2018,0.30186582,Indus
April 2018,0.3968525,Indus
May 2018,0.2953292,Indus
June 2018,0.54766434,Indus
July 2018,1.1249173,Indus
August 2018,0.72639155,Indus
September 2018,0.646772,Indus
October 2018,0.15720911,Indus
November 2018,0.22610468,Indus
December 2018,0.11617359,Indus
January 2019,0.6011982,Indus
February 2019,0.8375996,Indus
March 2019,0.43249282,Indus
April 2019,0.44870585,Indus
May 2019,0.30379498,Indus
June 2019,0.31218332,Indus
July 2019,1.0509307,Indus
August 2019,1.2851044,Indus
September 2019,0.41745454,Indus
October 2019,0.23598279,Indus
November 2019,0.56378895,Indus
December 2019,0.22420579,Indus
January 2020,0.6214796,Indus
February 2020,0.27534902,Indus
March 2020,0.9427657,Indus
April 2020,0.31806222,Indus
May 2020,0.38446745,Indus
June 2020,0.3292864,Indus
July 2020,0.7251285,Indus
August 2020,1.5518863,Indus
September 2020,0.37052086,Indus
October 2020,0.03804384,Indus
November 2020,0.32966498,Indus
December 2020,0.24492683,Indus
January 2021,0.26671457,Indus
February 2021,0.22349282,Indus
March 2021,0.48774856,Indus
April 2021,0.41682166,Indus
May 2021,0.2634974,Indus
June 2021,0.25592703,Indus
July 2021,1.1861929,Indus
August 2021,0.43709755,Indus
September 2021,0.6835926,Indus
October 2021,0.32033134,Indus
November 2021,0.028207228,Indus
December 2021,0.11831007,Indus
January 2022,0.69453216,Indus
February 2022,0.33908713,Indus
March 2022,0.1848895,Indus
April 2022,0.12944847,Indus
May 2022,0.22674593,Indus
June 2022,0.5521834,Indus
July 2022,2.08895,Indus
August 2022,1.4426382,Indus
September 2022,0.26714292,Indus
October 2022,0.06735219,Indus
November 2022,0.12405064,Indus
December 2022,0.051368505,Indus
January 2023,0.23296738,Indus
February 2023,0.13728693,Indus
March 2023,0.27937046,Indus
April 2023,0.22711065,Indus
May 2023,0.32308966,Indus
June 2023,0.29728046,Indus
July 2023,0.8804565,Indus
August 2023,0.2398219,Indus
September 2023,23.998947,Indus
October 2023,23.998947,Indus
January 1950,0.23629332,Ganges
February 1950,0.65094906,Ganges
March 1950,0.9149701,Ganges
April 1950,0.43249378,Ganges
May 1950,1.1417973,Ganges
June 1950,2.6411407,Ganges
July 1950,5.0285316,Ganges
August 1950,4.189463,Ganges
September 1950,1.9166964,Ganges
October 1950,2.544899,Ganges
November 1950,2.0402067,Ganges
December 1950,1.5132895,Ganges
January 1951,0.64303327,Ganges
February 1951,0.22533166,Ganges
March 1951,0.8257323,Ganges
April 1951,1.0667713,Ganges
May 1951,1.6753091,Ganges
June 1951,3.23053,Ganges
July 1951,3.5661967,Ganges
August 1951,3.0948644,Ganges
September 1951,2.2583303,Ganges
October 1951,2.0203066,Ganges
November 1951,0.33621347,Ganges
December 1951,0.12489179,Ganges
January 1952,0.4470982,Ganges
February 1952,0.63577807,Ganges
March 1952,1.0981582,Ganges
April 1952,1.721524,Ganges
May 1952,1.7674074,Ganges
June 1952,2.600633,Ganges
July 1952,3.4246602,Ganges
August 1952,3.8160443,Ganges
September 1952,2.7919085,Ganges
October 1952,1.4108404,Ganges
November 1952,0.52771544,Ganges
December 1952,0.2438386,Ganges
January 1953,0.6934302,Ganges
February 1953,0.4268664,Ganges
March 1953,1.1141117,Ganges
April 1953,1.2315853,Ganges
May 1953,2.4826481,Ganges
June 1953,2.965666,Ganges
July 1953,4.6188116,Ganges
August 1953,3.2416854,Ganges
September 1953,3.428732,Ganges
October 1953,0.7622319,Ganges
November 1953,0.11960177,Ganges
December 1953,0.2639073,Ganges
January 1954,0.4607435,Ganges
February 1954,0.7634534,Ganges
March 1954,0.21760923,Ganges
April 1954,0.5249628,Ganges
May 1954,1.6534549,Ganges
June 1954,3.5577364,Ganges
July 1954,4.372071,Ganges
August 1954,3.6823883,Ganges
September 1954,3.120726,Ganges
October 1954,0.8748826,Ganges
November 1954,0.022934645,Ganges
December 1954,0.09534309,Ganges
January 1955,0.33841634,Ganges
February 1955,0.07406641,Ganges
March 1955,0.3329081,Ganges
April 1955,0.547494,Ganges
May 1955,0.93438923,Ganges
June 1955,3.2739205,Ganges
July 1955,4.4512453,Ganges
August 1955,4.2208996,Ganges
September 1955,3.1673195,Ganges
October 1955,1.3580112,Ganges
November 1955,0.5510427,Ganges
December 1955,0.03666301,Ganges
January 1956,0.20713964,Ganges
February 1956,0.10921492,Ganges
March 1956,0.23643968,Ganges
April 1956,0.5149354,Ganges
May 1956,1.6799247,Ganges
June 1956,3.7352393,Ganges
July 1956,4.5393686,Ganges
August 1956,4.6039534,Ganges
September 1956,2.8104956,Ganges
October 1956,1.9481496,Ganges
November 1956,0.31006712,Ganges
December 1956,0.103112206,Ganges
January 1957,0.61284894,Ganges
February 1957,0.1359447,Ganges
March 1957,0.17018914,Ganges
April 1957,0.20131636,Ganges
May 1957,1.1695828,Ganges
June 1957,2.2683163,Ganges
July 1957,5.472322,Ganges
August 1957,4.669507,Ganges
September 1957,2.4376822,Ganges
October 1957,0.523155,Ganges
November 1957,0.064022705,Ganges
December 1957,0.09082959,Ganges
January 1958,0.24083698,Ganges
February 1958,0.4922216,Ganges
March 1958,0.26651916,Ganges
April 1958,1.0216978,Ganges
May 1958,1.5338117,Ganges
June 1958,2.4824295,Ganges
July 1958,5.270632,Ganges
August 1958,4.954354,Ganges
September 1958,3.4897637,Ganges
October 1958,1.388707,Ganges
November 1958,0.086305104,Ganges
December 1958,0.07877618,Ganges
January 1959,0.5822692,Ganges
February 1959,0.2215783,Ganges
March 1959,0.54117024,Ganges
April 1959,0.6379257,Ganges
May 1959,2.1137013,Ganges
June 1959,3.020267,Ganges
July 1959,4.857366,Ganges
August 1959,4.979804,Ganges
September 1959,3.6081028,Ganges
October 1959,2.7335653,Ganges
November 1959,0.08728902,Ganges
December 1959,0.03309475,Ganges
January 1960,0.12049995,Ganges
February 1960,0.07796646,Ganges
March 1960,0.40725663,Ganges
April 1960,0.19374573,Ganges
May 1960,1.4729257,Ganges
June 1960,2.6017554,Ganges
July 1960,6.404926,Ganges
August 1960,5.935832,Ganges
September 1960,3.0629194,Ganges
October 1960,1.2647685,Ganges
November 1960,0.071208656,Ganges
December 1960,0.069602855,Ganges
January 1961,0.3041772,Ganges
February 1961,0.58597827,Ganges
March 1961,0.6082222,Ganges
April 1961,0.63602686,Ganges
May 1961,1.4761786,Ganges
June 1961,3.4104183,Ganges
July 1961,4.4939833,Ganges
August 1961,4.8574133,Ganges
September 1961,3.4624703,Ganges
October 1961,1.6871551,Ganges
November 1961,0.16716829,Ganges
December 1961,0.120215274,Ganges
January 1962,0.2777351,Ganges
February 1962,0.307621,Ganges
March 1962,0.17214596,Ganges
April 1962,0.8333385,Ganges
May 1962,1.4619862,Ganges
June 1962,3.1753657,Ganges
July 1962,4.113768,Ganges
August 1962,4.6875305,Ganges
September 1962,3.060581,Ganges
October 1962,0.69603115,Ganges
November 1962,0.059136115,Ganges
December 1962,0.18250787,Ganges
January 1963,0.106136024,Ganges
February 1963,0.06339792,Ganges
March 1963,0.20054221,Ganges
April 1963,0.98659366,Ganges
May 1963,1.5034225,Ganges
June 1963,3.6095455,Ganges
July 1963,4.675035,Ganges
August 1963,4.412241,Ganges
September 1963,2.8779786,Ganges
October 1963,1.290622,Ganges
November 1963,0.3086906,Ganges
December 1963,0.06893961,Ganges
January 1964,0.058370464,Ganges
February 1964,0.114375174,Ganges
March 1964,0.17100188,Ganges
April 1964,1.1210988,Ganges
May 1964,1.4780748,Ganges
June 1964,2.8140388,Ganges
July 1964,6.1580467,Ganges
August 1964,3.9677684,Ganges
September 1964,3.4959002,Ganges
October 1964,1.4005061,Ganges
November 1964,0.13879973,Ganges
December 1964,0.057107404,Ganges
January 1965,0.06939284,Ganges
February 1965,0.25675982,Ganges
March 1965,0.42491236,Ganges
April 1965,0.5045926,Ganges
May 1965,1.0396798,Ganges
June 1965,2.876025,Ganges
July 1965,4.2413135,Ganges
August 1965,4.04136,Ganges
September 1965,2.5620244,Ganges
October 1965,0.8784066,Ganges
November 1965,0.12138998,Ganges
December 1965,0.1654023,Ganges
January 1966,0.28704932,Ganges
February 1966,0.16346735,Ganges
March 1966,0.079804555,Ganges
April 1966,0.33600914,Ganges
May 1966,0.9542589,Ganges
June 1966,4.0627418,Ganges
July 1966,3.7014394,Ganges
August 1966,4.3742657,Ganges
September 1966,1.9490479,Ganges
October 1966,0.6132966,Ganges
November 1966,0.39758027,Ganges
December 1966,0.18417448,Ganges
January 1967,0.2073969,Ganges
February 1967,0.102186516,Ganges
March 1967,1.0031023,Ganges
April 1967,0.8476196,Ganges
May 1967,1.3244493,Ganges
June 1967,2.8113496,Ganges
July 1967,4.471571,Ganges
August 1967,5.3183093,Ganges
September 1967,3.571495,Ganges
October 1967,0.5987862,Ganges
November 1967,0.09600628,Ganges
December 1967,0.4943193,Ganges
January 1968,0.49459842,Ganges
February 1968,0.23009384,Ganges
March 1968,0.479433,Ganges
April 1968,0.8847966,Ganges
May 1968,1.8658574,Ganges
June 1968,4.184798,Ganges
July 1968,5.5176525,Ganges
August 1968,3.5401442,Ganges
September 1968,1.9573506,Ganges
October 1968,0.97797304,Ganges
November 1968,0.13101113,Ganges
December 1968,0.056858614,Ganges
January 1969,0.15141127,Ganges
February 1969,0.08828397,Ganges
March 1969,0.40620366,Ganges
April 1969,0.8605077,Ganges
May 1969,0.82706726,Ganges
June 1969,2.4160104,Ganges
July 1969,4.428045,Ganges
August 1969,4.318943,Ganges
September 1969,2.5041258,Ganges
October 1969,0.3311087,Ganges
November 1969,0.34607232,Ganges
December 1969,0.026024684,Ganges
January 1970,0.34544492,Ganges
February 1970,0.44232216,Ganges
March 1970,0.36303708,Ganges
April 1970,0.5366235,Ganges
May 1970,1.1133983,Ganges
June 1970,3.6079426,Ganges
July 1970,4.2609763,Ganges
August 1970,4.0822186,Ganges
September 1970,3.583609,Ganges
October 1970,1.1967492,Ganges
November 1970,0.2320093,Ganges
December 1970,0.02240672,Ganges
January 1971,0.3399419,Ganges
February 1971,0.25460404,Ganges
March 1971,0.22675505,Ganges
April 1971,1.6603675,Ganges
May 1971,1.6021792,Ganges
June 1971,4.366778,Ganges
July 1971,5.3285522,Ganges
August 1971,4.993756,Ganges
September 1971,2.704323,Ganges
October 1971,1.519793,Ganges
November 1971,0.3289003,Ganges
December 1971,0.031613246,Ganges
January 1972,0.10279441,Ganges
February 1972,0.49428883,Ganges
March 1972,0.27872172,Ganges
April 1972,0.84373903,Ganges
May 1972,1.0544971,Ganges
June 1972,2.5438213,Ganges
July 1972,3.380162,Ganges
August 1972,4.8483286,Ganges
September 1972,2.174214,Ganges
October 1972,0.6058867,Ganges
November 1972,0.23386374,Ganges
December 1972,0.068845615,Ganges
January 1973,0.300609,Ganges
February 1973,0.43837798,Ganges
March 1973,0.2675888,Ganges
April 1973,0.85771614,Ganges
May 1973,1.9579587,Ganges
June 1973,3.839043,Ganges
July 1973,4.5235767,Ganges
August 1973,4.5669,Ganges
September 1973,3.3589683,Ganges
October 1973,1.3105911,Ganges
November 1973,0.48854002,Ganges
December 1973,0.2546981,Ganges
