time,t2m,hotspot
January 1950,271.74377,USHighPlain
February 1950,275.34656,USHighPlain
March 1950,276.63797,USHighPlain
April 1950,283.01526,USHighPlain
May 1950,289.33597,USHighPlain
June 1950,296.3293,USHighPlain
July 1950,295.5352,USHighPlain
August 1950,295.45145,USHighPlain
September 1950,291.73544,USHighPlain
October 1950,289.65994,USHighPlain
November 1950,278.12796,USHighPlain
December 1950,273.9206,USHighPlain
January 1951,271.92056,USHighPlain
February 1951,275.18417,USHighPlain
March 1951,275.73358,USHighPlain
April 1951,282.71054,USHighPlain
May 1951,290.24075,USHighPlain
June 1951,292.7646,USHighPlain
July 1951,297.7608,USHighPlain
August 1951,298.36597,USHighPlain
September 1951,291.47937,USHighPlain
October 1951,286.05478,USHighPlain
November 1951,276.4194,USHighPlain
December 1951,271.76013,USHighPlain
January 1952,273.64374,USHighPlain
February 1952,275.9286,USHighPlain
March 1952,274.7082,USHighPlain
April 1952,283.6693,USHighPlain
May 1952,290.15097,USHighPlain
June 1952,299.71265,USHighPlain
July 1952,299.51654,USHighPlain
August 1952,299.3108,USHighPlain
September 1952,295.08472,USHighPlain
October 1952,286.5196,USHighPlain
November 1952,277.45355,USHighPlain
December 1952,271.71332,USHighPlain
January 1953,274.91663,USHighPlain
February 1953,275.101,USHighPlain
March 1953,280.25827,USHighPlain
April 1953,282.49417,USHighPlain
May 1953,289.65735,USHighPlain
June 1953,299.57678,USHighPlain
July 1953,298.71722,USHighPlain
August 1953,298.12827,USHighPlain
September 1953,295.32904,USHighPlain
October 1953,289.17563,USHighPlain
November 1953,279.0458,USHighPlain
December 1953,273.15628,USHighPlain
January 1954,272.03934,USHighPlain
February 1954,279.72873,USHighPlain
March 1954,276.91333,USHighPlain
April 1954,287.2117,USHighPlain
May 1954,287.77402,USHighPlain
June 1954,297.65048,USHighPlain
July 1954,302.5786,USHighPlain
August 1954,299.75385,USHighPlain
September 1954,296.82483,USHighPlain
October 1954,286.85464,USHighPlain
November 1954,281.50906,USHighPlain
December 1954,275.4935,USHighPlain
January 1955,271.92044,USHighPlain
February 1955,269.9949,USHighPlain
March 1955,277.33563,USHighPlain
April 1955,287.12833,USHighPlain
May 1955,291.97736,USHighPlain
June 1955,293.6772,USHighPlain
July 1955,300.93982,USHighPlain
August 1955,300.2304,USHighPlain
September 1955,295.10367,USHighPlain
October 1955,287.43518,USHighPlain
November 1955,276.91605,USHighPlain
December 1955,271.9611,USHighPlain
January 1956,271.8672,USHighPlain
February 1956,271.3205,USHighPlain
March 1956,279.0584,USHighPlain
April 1956,283.2645,USHighPlain
May 1956,292.5672,USHighPlain
June 1956,299.1035,USHighPlain
July 1956,299.461,USHighPlain
August 1956,299.37393,USHighPlain
September 1956,295.64377,USHighPlain
October 1956,290.27783,USHighPlain
November 1956,278.02545,USHighPlain
December 1956,275.69482,USHighPlain
January 1957,269.8892,USHighPlain
February 1957,276.56964,USHighPlain
March 1957,277.33173,USHighPlain
April 1957,282.23492,USHighPlain
May 1957,288.42682,USHighPlain
June 1957,294.24844,USHighPlain
July 1957,300.0566,USHighPlain
August 1957,299.11667,USHighPlain
September 1957,291.66574,USHighPlain
October 1957,285.70395,USHighPlain
November 1957,277.34045,USHighPlain
December 1957,277.02478,USHighPlain
January 1958,273.1393,USHighPlain
February 1958,271.70987,USHighPlain
March 1958,272.23016,USHighPlain
April 1958,282.69626,USHighPlain
May 1958,291.5564,USHighPlain
June 1958,295.39297,USHighPlain
July 1958,296.90726,USHighPlain
August 1958,298.32587,USHighPlain
September 1958,294.05515,USHighPlain
October 1958,287.79172,USHighPlain
November 1958,280.05942,USHighPlain
December 1958,273.00366,USHighPlain
January 1959,269.84198,USHighPlain
February 1959,271.99738,USHighPlain
March 1959,278.26825,USHighPlain
April 1959,283.9621,USHighPlain
May 1959,290.81543,USHighPlain
June 1959,296.95523,USHighPlain
July 1959,297.28976,USHighPlain
August 1959,299.77603,USHighPlain
September 1959,293.4461,USHighPlain
October 1959,284.3693,USHighPlain
November 1959,275.8255,USHighPlain
December 1959,276.0927,USHighPlain
January 1960,269.4997,USHighPlain
February 1960,268.67435,USHighPlain
March 1960,272.48294,USHighPlain
April 1960,285.92557,USHighPlain
May 1960,290.02466,USHighPlain
June 1960,295.24774,USHighPlain
July 1960,297.76743,USHighPlain
August 1960,298.4175,USHighPlain
September 1960,294.3864,USHighPlain
October 1960,287.73468,USHighPlain
November 1960,279.83136,USHighPlain
December 1960,271.9583,USHighPlain
January 1961,272.11865,USHighPlain
February 1961,275.16473,USHighPlain
March 1961,278.79352,USHighPlain
April 1961,282.86688,USHighPlain
May 1961,289.44556,USHighPlain
June 1961,295.3262,USHighPlain
July 1961,298.14285,USHighPlain
August 1961,297.62756,USHighPlain
September 1961,291.20615,USHighPlain
October 1961,287.00363,USHighPlain
November 1961,277.04858,USHighPlain
December 1961,271.09283,USHighPlain
January 1962,269.21024,USHighPlain
February 1962,274.54346,USHighPlain
March 1962,275.51642,USHighPlain
April 1962,284.99838,USHighPlain
May 1962,294.3572,USHighPlain
June 1962,294.50964,USHighPlain
July 1962,297.90482,USHighPlain
August 1962,298.53226,USHighPlain
September 1962,292.10394,USHighPlain
October 1962,288.16037,USHighPlain
November 1962,280.37173,USHighPlain
December 1962,274.4759,USHighPlain
January 1963,266.60522,USHighPlain
February 1963,274.97446,USHighPlain
March 1963,280.0993,USHighPlain
April 1963,287.45584,USHighPlain
May 1963,291.82486,USHighPlain
June 1963,297.277,USHighPlain
July 1963,300.61893,USHighPlain
August 1963,298.81897,USHighPlain
September 1963,294.47562,USHighPlain
October 1963,291.98642,USHighPlain
November 1963,281.1964,USHighPlain
December 1963,270.5426,USHighPlain
January 1964,274.17484,USHighPlain
February 1964,272.59564,USHighPlain
March 1964,276.25195,USHighPlain
April 1964,285.359,USHighPlain
May 1964,292.6661,USHighPlain
June 1964,295.7729,USHighPlain
July 1964,301.17743,USHighPlain
August 1964,297.33,USHighPlain
September 1964,292.9497,USHighPlain
October 1964,287.0926,USHighPlain
November 1964,280.0898,USHighPlain
December 1964,272.2,USHighPlain
January 1965,273.71085,USHighPlain
February 1965,271.37396,USHighPlain
March 1965,272.94946,USHighPlain
April 1965,286.4474,USHighPlain
May 1965,291.79617,USHighPlain
June 1965,294.93018,USHighPlain
July 1965,298.80228,USHighPlain
August 1965,297.2535,USHighPlain
September 1965,290.50198,USHighPlain
October 1965,287.32538,USHighPlain
November 1965,281.66818,USHighPlain
December 1965,276.35065,USHighPlain
January 1966,268.43872,USHighPlain
February 1966,270.9251,USHighPlain
March 1966,280.17313,USHighPlain
April 1966,283.29092,USHighPlain
May 1966,291.28296,USHighPlain
June 1966,296.03442,USHighPlain
July 1966,301.049,USHighPlain
August 1966,295.80795,USHighPlain
September 1966,292.08408,USHighPlain
October 1966,286.29837,USHighPlain
November 1966,280.14673,USHighPlain
December 1966,272.50876,USHighPlain
January 1967,272.8852,USHighPlain
February 1967,274.72498,USHighPlain
March 1967,281.57956,USHighPlain
April 1967,287.2416,USHighPlain
May 1967,288.6763,USHighPlain
June 1967,294.27066,USHighPlain
July 1967,296.7148,USHighPlain
August 1967,296.561,USHighPlain
September 1967,291.624,USHighPlain
October 1967,287.00766,USHighPlain
November 1967,278.64612,USHighPlain
December 1967,273.06207,USHighPlain
January 1968,271.51758,USHighPlain
February 1968,273.2929,USHighPlain
March 1968,280.65182,USHighPlain
April 1968,284.65936,USHighPlain
May 1968,288.32474,USHighPlain
June 1968,296.3243,USHighPlain
July 1968,298.0395,USHighPlain
August 1968,297.57202,USHighPlain
September 1968,292.57443,USHighPlain
October 1968,287.63342,USHighPlain
November 1968,278.06232,USHighPlain
December 1968,270.97305,USHighPlain
January 1969,270.3449,USHighPlain
February 1969,273.11957,USHighPlain
March 1969,272.9002,USHighPlain
April 1969,285.76715,USHighPlain
May 1969,290.8066,USHighPlain
June 1969,293.69183,USHighPlain
July 1969,299.61115,USHighPlain
August 1969,298.38605,USHighPlain
September 1969,293.56387,USHighPlain
October 1969,283.28476,USHighPlain
November 1969,278.7119,USHighPlain
December 1969,273.65527,USHighPlain
January 1970,269.76053,USHighPlain
February 1970,275.84326,USHighPlain
March 1970,275.5582,USHighPlain
April 1970,283.524,USHighPlain
May 1970,292.63528,USHighPlain
June 1970,295.836,USHighPlain
July 1970,299.3459,USHighPlain
August 1970,299.70404,USHighPlain
September 1970,292.80014,USHighPlain
October 1970,284.1188,USHighPlain
November 1970,277.81143,USHighPlain
December 1970,274.72147,USHighPlain
January 1971,270.14944,USHighPlain
February 1971,271.48593,USHighPlain
March 1971,276.6954,USHighPlain
April 1971,285.2834,USHighPlain
May 1971,289.18365,USHighPlain
June 1971,297.5292,USHighPlain
July 1971,297.75348,USHighPlain
August 1971,297.30325,USHighPlain
September 1971,292.7766,USHighPlain
October 1971,287.58908,USHighPlain
November 1971,279.25226,USHighPlain
December 1971,273.94,USHighPlain
January 1972,271.03503,USHighPlain
February 1972,274.2871,USHighPlain
March 1972,281.7076,USHighPlain
April 1972,285.90543,USHighPlain
May 1972,290.00195,USHighPlain
June 1972,296.13638,USHighPlain
July 1972,296.9793,USHighPlain
August 1972,297.08032,USHighPlain
September 1972,293.21307,USHighPlain
October 1972,285.59576,USHighPlain
November 1972,274.92413,USHighPlain
December 1972,269.7091,USHighPlain
January 1973,270.96667,USHighPlain
February 1973,274.06143,USHighPlain
March 1973,280.02817,USHighPlain
April 1973,282.30734,USHighPlain
May 1973,289.02036,USHighPlain
June 1973,296.04718,USHighPlain
July 1973,298.07034,USHighPlain
August 1973,298.96548,USHighPlain
September 1973,291.3898,USHighPlain
October 1973,287.62375,USHighPlain
November 1973,279.36743,USHighPlain
December 1973,272.61084,USHighPlain
January 1974,269.3107,USHighPlain
February 1974,276.2518,USHighPlain
March 1974,281.55472,USHighPlain
April 1974,285.9261,USHighPlain
May 1974,292.1656,USHighPlain
June 1974,295.30188,USHighPlain
July 1974,301.0047,USHighPlain
August 1974,295.69064,USHighPlain
September 1974,290.1786,USHighPlain
October 1974,287.65265,USHighPlain
November 1974,279.24442,USHighPlain
December 1974,273.4578,USHighPlain
January 1975,272.83243,USHighPlain
February 1975,271.61676,USHighPlain
March 1975,276.194,USHighPlain
April 1975,283.67255,USHighPlain
May 1975,290.55542,USHighPlain
June 1975,294.89294,USHighPlain
July 1975,298.58307,USHighPlain
August 1975,298.7446,USHighPlain
September 1975,291.48627,USHighPlain
October 1975,288.37912,USHighPlain
November 1975,278.7861,USHighPlain
December 1975,274.42752,USHighPlain
January 1976,272.1288,USHighPlain
February 1976,278.8808,USHighPlain
March 1976,279.39185,USHighPlain
April 1976,286.12766,USHighPlain
May 1976,288.56656,USHighPlain
June 1976,295.50583,USHighPlain
July 1976,298.5245,USHighPlain
August 1976,298.56265,USHighPlain
September 1976,292.93472,USHighPlain
October 1976,283.7877,USHighPlain
November 1976,276.62384,USHighPlain
December 1976,274.08456,USHighPlain
January 1977,268.81796,USHighPlain
February 1977,276.54486,USHighPlain
March 1977,280.0106,USHighPlain
April 1977,286.35733,USHighPlain
May 1977,292.3607,USHighPlain
June 1977,297.16046,USHighPlain
July 1977,299.89194,USHighPlain
August 1977,296.8032,USHighPlain
September 1977,294.33023,USHighPlain
October 1977,286.97958,USHighPlain
November 1977,279.62967,USHighPlain
December 1977,274.05402,USHighPlain
January 1978,266.88647,USHighPlain
February 1978,267.60333,USHighPlain
March 1978,277.44037,USHighPlain
April 1978,286.01633,USHighPlain
May 1978,289.30215,USHighPlain
June 1978,296.01532,USHighPlain
July 1978,299.8362,USHighPlain
August 1978,297.87497,USHighPlain
September 1978,295.1435,USHighPlain
October 1978,287.32327,USHighPlain
November 1978,278.93332,USHighPlain
December 1978,271.07104,USHighPlain
January 1979,264.42224,USHighPlain
February 1979,269.7511,USHighPlain
March 1979,278.96823,USHighPlain
April 1979,284.22784,USHighPlain
May 1979,289.05966,USHighPlain
June 1979,295.19058,USHighPlain
July 1979,298.00613,USHighPlain
August 1979,297.2834,USHighPlain
September 1979,294.8926,USHighPlain
October 1979,288.3811,USHighPlain
November 1979,276.4376,USHighPlain
December 1979,275.4394,USHighPlain
January 1980,272.05615,USHighPlain
February 1980,271.752,USHighPlain
March 1980,277.03625,USHighPlain
April 1980,284.1433,USHighPlain
May 1980,289.95435,USHighPlain
June 1980,297.51865,USHighPlain
July 1980,302.17642,USHighPlain
August 1980,299.66193,USHighPlain
September 1980,294.90598,USHighPlain
October 1980,286.62973,USHighPlain
November 1980,280.128,USHighPlain
December 1980,275.81476,USHighPlain
January 1981,274.3332,USHighPlain
February 1981,275.6342,USHighPlain
March 1981,280.39005,USHighPlain
April 1981,289.0546,USHighPlain
May 1981,289.066,USHighPlain
June 1981,296.85257,USHighPlain
July 1981,298.87485,USHighPlain
August 1981,296.35934,USHighPlain
September 1981,293.80685,USHighPlain
October 1981,286.20294,USHighPlain
November 1981,280.96802,USHighPlain
December 1981,273.88715,USHighPlain
January 1982,269.73544,USHighPlain
February 1982,271.56223,USHighPlain
March 1982,279.24393,USHighPlain
April 1982,283.81686,USHighPlain
May 1982,289.92694,USHighPlain
June 1982,292.62488,USHighPlain
July 1982,298.4299,USHighPlain
August 1982,298.08334,USHighPlain
September 1982,293.40326,USHighPlain
October 1982,286.46506,USHighPlain
November 1982,278.28967,USHighPlain
December 1982,274.5033,USHighPlain
January 1983,272.72815,USHighPlain
February 1983,274.96042,USHighPlain
March 1983,278.4195,USHighPlain
April 1983,281.11996,USHighPlain
May 1983,288.04346,USHighPlain
June 1983,293.77725,USHighPlain
July 1983,299.93323,USHighPlain
August 1983,301.28415,USHighPlain
September 1983,294.90466,USHighPlain
October 1983,287.45837,USHighPlain
November 1983,279.58258,USHighPlain
December 1983,264.5449,USHighPlain
January 1984,269.77954,USHighPlain
February 1984,276.04208,USHighPlain
March 1984,276.6303,USHighPlain
April 1984,282.11658,USHighPlain
May 1984,289.77682,USHighPlain
June 1984,295.8213,USHighPlain
July 1984,298.62805,USHighPlain
August 1984,298.9861,USHighPlain
September 1984,292.50092,USHighPlain
October 1984,285.37677,USHighPlain
November 1984,279.7454,USHighPlain
December 1984,274.7515,USHighPlain
January 1985,269.0559,USHighPlain
February 1985,271.50647,USHighPlain
March 1985,280.88394,USHighPlain
April 1985,286.9946,USHighPlain
May 1985,291.76892,USHighPlain
June 1985,294.81268,USHighPlain
July 1985,298.9529,USHighPlain
August 1985,297.1334,USHighPlain
September 1985,292.25925,USHighPlain
October 1985,285.7786,USHighPlain
November 1985,275.78915,USHighPlain
December 1985,269.5934,USHighPlain
January 1986,276.05185,USHighPlain
February 1986,274.82166,USHighPlain
March 1986,282.56232,USHighPlain
April 1986,286.49835,USHighPlain
May 1986,290.57886,USHighPlain
June 1986,296.46848,USHighPlain
July 1986,299.68726,USHighPlain
August 1986,296.34772,USHighPlain
September 1986,293.3805,USHighPlain
October 1986,285.83633,USHighPlain
November 1986,277.26205,USHighPlain
December 1986,274.03433,USHighPlain
January 1987,272.85675,USHighPlain
February 1987,277.05624,USHighPlain
March 1987,278.4601,USHighPlain
April 1987,285.77393,USHighPlain
May 1987,292.4038,USHighPlain
June 1987,296.37573,USHighPlain
July 1987,299.12137,USHighPlain
August 1987,297.10178,USHighPlain
September 1987,292.6993,USHighPlain
October 1987,285.70447,USHighPlain
November 1987,280.3282,USHighPlain
December 1987,273.83102,USHighPlain
January 1988,269.0856,USHighPlain
February 1988,273.10382,USHighPlain
March 1988,279.0304,USHighPlain
April 1988,284.635,USHighPlain
May 1988,291.7851,USHighPlain
June 1988,298.16183,USHighPlain
July 1988,298.51523,USHighPlain
August 1988,299.16486,USHighPlain
September 1988,293.43634,USHighPlain
October 1988,285.83768,USHighPlain
November 1988,280.46494,USHighPlain
December 1988,275.6163,USHighPlain
January 1989,275.70654,USHighPlain
February 1989,269.52698,USHighPlain
March 1989,279.4357,USHighPlain
April 1989,287.21564,USHighPlain
May 1989,290.94556,USHighPlain
June 1989,293.74387,USHighPlain
July 1989,298.49808,USHighPlain
August 1989,297.01462,USHighPlain
September 1989,291.43292,USHighPlain
October 1989,287.6488,USHighPlain
November 1989,280.40125,USHighPlain
December 1989,269.83752,USHighPlain
January 1990,275.54034,USHighPlain
February 1990,275.53583,USHighPlain
March 1990,279.88327,USHighPlain
April 1990,284.89423,USHighPlain
May 1990,289.24066,USHighPlain
June 1990,297.97903,USHighPlain
July 1990,298.10104,USHighPlain
August 1990,298.0911,USHighPlain
September 1990,295.516,USHighPlain
October 1990,286.82956,USHighPlain
November 1990,281.7952,USHighPlain
December 1990,271.6655,USHighPlain
January 1991,270.32922,USHighPlain
February 1991,278.38306,USHighPlain
March 1991,281.32077,USHighPlain
April 1991,286.34692,USHighPlain
May 1991,291.94373,USHighPlain
June 1991,297.10327,USHighPlain
July 1991,299.11844,USHighPlain
August 1991,298.0504,USHighPlain
September 1991,293.16064,USHighPlain
October 1991,287.62842,USHighPlain
November 1991,275.64755,USHighPlain
December 1991,275.44095,USHighPlain
January 1992,275.06885,USHighPlain
February 1992,278.2612,USHighPlain
March 1992,281.48972,USHighPlain
April 1992,285.96716,USHighPlain
May 1992,290.61703,USHighPlain
June 1992,293.39902,USHighPlain
July 1992,296.5493,USHighPlain
August 1992,294.8615,USHighPlain
September 1992,293.51794,USHighPlain
October 1992,287.3104,USHighPlain
November 1992,276.5248,USHighPlain
December 1992,272.1355,USHighPlain
January 1993,269.64505,USHighPlain
February 1993,270.4581,USHighPlain
March 1993,277.91354,USHighPlain
April 1993,283.2198,USHighPlain
May 1993,289.72067,USHighPlain
June 1993,294.80164,USHighPlain
July 1993,297.95654,USHighPlain
August 1993,297.49585,USHighPlain
September 1993,291.05014,USHighPlain
October 1993,285.15552,USHighPlain
November 1993,276.51462,USHighPlain
December 1993,275.15964,USHighPlain
January 1994,271.44998,USHighPlain
February 1994,271.4908,USHighPlain
March 1994,280.9652,USHighPlain
April 1994,285.17322,USHighPlain
May 1994,291.75223,USHighPlain
June 1994,298.06146,USHighPlain
July 1994,297.82285,USHighPlain
August 1994,298.12695,USHighPlain
September 1994,293.85693,USHighPlain
October 1994,287.4202,USHighPlain
November 1994,280.0529,USHighPlain
December 1994,275.2133,USHighPlain
January 1995,272.74112,USHighPlain
February 1995,277.07236,USHighPlain
March 1995,279.3478,USHighPlain
April 1995,283.18948,USHighPlain
May 1995,287.6208,USHighPlain
June 1995,293.97098,USHighPlain
July 1995,298.45166,USHighPlain
August 1995,299.61697,USHighPlain
September 1995,292.44876,USHighPlain
October 1995,286.50287,USHighPlain
November 1995,279.38644,USHighPlain
December 1995,273.9244,USHighPlain
January 1996,270.2884,USHighPlain
February 1996,275.54422,USHighPlain
March 1996,276.5035,USHighPlain
April 1996,285.49115,USHighPlain
May 1996,291.52518,USHighPlain
June 1996,296.2134,USHighPlain
July 1996,297.72534,USHighPlain
August 1996,296.33502,USHighPlain
September 1996,291.32773,USHighPlain
October 1996,286.55527,USHighPlain
November 1996,276.74936,USHighPlain
December 1996,273.0669,USHighPlain
January 1997,271.2778,USHighPlain
February 1997,274.2715,USHighPlain
March 1997,281.05795,USHighPlain
April 1997,281.2955,USHighPlain
May 1997,289.2282,USHighPlain
June 1997,295.36627,USHighPlain
July 1997,298.73764,USHighPlain
August 1997,296.82007,USHighPlain
September 1997,294.2233,USHighPlain
October 1997,286.42096,USHighPlain
November 1997,277.40274,USHighPlain
December 1997,273.06354,USHighPlain
January 1998,273.60782,USHighPlain
February 1998,276.9252,USHighPlain
March 1998,275.4924,USHighPlain
April 1998,283.9908,USHighPlain
May 1998,292.8614,USHighPlain
June 1998,295.92975,USHighPlain
July 1998,299.6299,USHighPlain
August 1998,298.23093,USHighPlain
September 1998,296.71704,USHighPlain
October 1998,287.44525,USHighPlain
November 1998,280.87952,USHighPlain
December 1998,274.69904,USHighPlain
January 1999,273.37637,USHighPlain
February 1999,278.7419,USHighPlain
March 1999,279.01425,USHighPlain
April 1999,284.57834,USHighPlain
May 1999,290.11807,USHighPlain
June 1999,294.6874,USHighPlain
July 1999,299.4633,USHighPlain
August 1999,298.28412,USHighPlain
September 1999,291.9153,USHighPlain
October 1999,287.02594,USHighPlain
November 1999,283.83868,USHighPlain
December 1999,275.81433,USHighPlain
January 2000,274.50912,USHighPlain
February 2000,278.1761,USHighPlain
March 2000,280.8892,USHighPlain
April 2000,285.564,USHighPlain
May 2000,292.5907,USHighPlain
June 2000,295.26587,USHighPlain
July 2000,299.21286,USHighPlain
August 2000,300.8491,USHighPlain
September 2000,295.21146,USHighPlain
October 2000,287.89474,USHighPlain
November 2000,274.36307,USHighPlain
December 2000,268.8676,USHighPlain
January 2001,272.23868,USHighPlain
February 2001,271.1733,USHighPlain
March 2001,277.04813,USHighPlain
April 2001,286.8054,USHighPlain
May 2001,290.9461,USHighPlain
June 2001,295.88995,USHighPlain
July 2001,300.99564,USHighPlain
August 2001,299.02957,USHighPlain
September 2001,293.14438,USHighPlain
October 2001,286.8781,USHighPlain
November 2001,282.55862,USHighPlain
December 2001,275.34,USHighPlain
January 2002,274.54233,USHighPlain
February 2002,274.78943,USHighPlain
March 2002,276.1514,USHighPlain
April 2002,286.52005,USHighPlain
May 2002,290.0037,USHighPlain
June 2002,298.0339,USHighPlain
July 2002,300.16745,USHighPlain
August 2002,298.54617,USHighPlain
September 2002,293.9964,USHighPlain
October 2002,283.22687,USHighPlain
November 2002,278.34247,USHighPlain
December 2002,274.56552,USHighPlain
January 2003,273.06027,USHighPlain
February 2003,272.76755,USHighPlain
March 2003,279.31146,USHighPlain
April 2003,286.27557,USHighPlain
May 2003,290.31503,USHighPlain
June 2003,293.89862,USHighPlain
July 2003,300.55615,USHighPlain
August 2003,299.74603,USHighPlain
September 2003,291.88123,USHighPlain
October 2003,288.32718,USHighPlain
November 2003,278.8836,USHighPlain
December 2003,275.0893,USHighPlain
January 2004,272.76907,USHighPlain
February 2004,272.7689,USHighPlain
March 2004,282.1675,USHighPlain
April 2004,286.0491,USHighPlain
May 2004,292.50183,USHighPlain
June 2004,294.41238,USHighPlain
July 2004,297.21094,USHighPlain
August 2004,295.91104,USHighPlain
September 2004,294.81592,USHighPlain
October 2004,287.33945,USHighPlain
November 2004,279.63388,USHighPlain
December 2004,275.23056,USHighPlain
January 2005,272.24973,USHighPlain
February 2005,276.8382,USHighPlain
March 2005,279.87823,USHighPlain
April 2005,285.84024,USHighPlain
May 2005,290.7171,USHighPlain
June 2005,296.56537,USHighPlain
July 2005,299.63516,USHighPlain
August 2005,297.86218,USHighPlain
September 2005,295.8217,USHighPlain
October 2005,287.14587,USHighPlain
November 2005,281.42966,USHighPlain
December 2005,272.70056,USHighPlain
January 2006,278.4264,USHighPlain
February 2006,274.77234,USHighPlain
March 2006,280.05695,USHighPlain
April 2006,288.84,USHighPlain
May 2006,292.40094,USHighPlain
June 2006,298.02518,USHighPlain
July 2006,300.77762,USHighPlain
August 2006,298.52652,USHighPlain
September 2006,291.1606,USHighPlain
October 2006,285.92105,USHighPlain
November 2006,280.3912,USHighPlain
December 2006,275.31696,USHighPlain
January 2007,270.39774,USHighPlain
February 2007,272.80615,USHighPlain
March 2007,283.6016,USHighPlain
April 2007,283.6256,USHighPlain
May 2007,291.6906,USHighPlain
June 2007,295.39368,USHighPlain
July 2007,298.9103,USHighPlain
August 2007,299.95364,USHighPlain
September 2007,294.7559,USHighPlain
October 2007,288.68625,USHighPlain
November 2007,280.69092,USHighPlain
December 2007,271.65204,USHighPlain
January 2008,272.22888,USHighPlain
February 2008,274.13647,USHighPlain
March 2008,279.57004,USHighPlain
April 2008,283.95575,USHighPlain
May 2008,290.6201,USHighPlain
June 2008,296.4143,USHighPlain
July 2008,299.3363,USHighPlain
August 2008,297.28012,USHighPlain
September 2008,292.38547,USHighPlain
October 2008,286.36823,USHighPlain
November 2008,280.05417,USHighPlain
December 2008,272.69708,USHighPlain
January 2009,273.37164,USHighPlain
February 2009,277.1717,USHighPlain
March 2009,280.31458,USHighPlain
April 2009,284.24808,USHighPlain
May 2009,290.71353,USHighPlain
June 2009,296.24466,USHighPlain
July 2009,297.8439,USHighPlain
August 2009,297.14566,USHighPlain
September 2009,292.11633,USHighPlain
October 2009,282.66064,USHighPlain
November 2009,281.45908,USHighPlain
December 2009,269.7199,USHighPlain
January 2010,270.50433,USHighPlain
February 2010,271.28238,USHighPlain
March 2010,279.6402,USHighPlain
April 2010,287.06198,USHighPlain
May 2010,289.95386,USHighPlain
June 2010,297.8549,USHighPlain
July 2010,299.13696,USHighPlain
August 2010,299.91574,USHighPlain
September 2010,294.88397,USHighPlain
October 2010,288.6653,USHighPlain
November 2010,279.91513,USHighPlain
December 2010,273.80115,USHighPlain
January 2011,270.57343,USHighPlain
February 2011,272.8862,USHighPlain
March 2011,280.17816,USHighPlain
April 2011,286.09662,USHighPlain
May 2011,290.4078,USHighPlain
June 2011,298.26025,USHighPlain
July 2011,302.25595,USHighPlain
August 2011,300.42355,USHighPlain
September 2011,293.05206,USHighPlain
October 2011,287.81006,USHighPlain
November 2011,280.13962,USHighPlain
December 2011,273.79248,USHighPlain
January 2012,275.81396,USHighPlain
February 2012,275.46332,USHighPlain
March 2012,286.0999,USHighPlain
April 2012,288.55206,USHighPlain
May 2012,293.74628,USHighPlain
June 2012,299.192,USHighPlain
July 2012,302.59317,USHighPlain
August 2012,298.9755,USHighPlain
September 2012,294.48642,USHighPlain
October 2012,286.0456,USHighPlain
November 2012,281.99246,USHighPlain
December 2012,275.26266,USHighPlain
January 2013,273.4145,USHighPlain
February 2013,274.38376,USHighPlain
March 2013,278.1736,USHighPlain
April 2013,282.49225,USHighPlain
May 2013,290.7923,USHighPlain
June 2013,297.21808,USHighPlain
July 2013,298.74893,USHighPlain
August 2013,298.1731,USHighPlain
September 2013,295.7431,USHighPlain
October 2013,286.115,USHighPlain
November 2013,278.5255,USHighPlain
December 2013,271.83884,USHighPlain
January 2014,272.90753,USHighPlain
February 2014,271.3553,USHighPlain
March 2014,278.40955,USHighPlain
April 2014,285.72324,USHighPlain
May 2014,291.39297,USHighPlain
June 2014,296.16705,USHighPlain
July 2014,297.67386,USHighPlain
August 2014,298.5227,USHighPlain
September 2014,293.2797,USHighPlain
October 2014,288.22803,USHighPlain
November 2014,277.36917,USHighPlain
December 2014,274.32028,USHighPlain
January 2015,272.97372,USHighPlain
February 2015,273.26828,USHighPlain
March 2015,281.8416,USHighPlain
April 2015,286.71918,USHighPlain
May 2015,289.09393,USHighPlain
June 2015,296.56085,USHighPlain
July 2015,298.9521,USHighPlain
August 2015,297.61453,USHighPlain
September 2015,296.33072,USHighPlain
October 2015,288.4346,USHighPlain
November 2015,280.70142,USHighPlain
December 2015,275.50772,USHighPlain
January 2016,273.04807,USHighPlain
February 2016,277.9294,USHighPlain
March 2016,283.29184,USHighPlain
April 2016,286.44647,USHighPlain
May 2016,289.64194,USHighPlain
June 2016,298.47983,USHighPlain
July 2016,299.97394,USHighPlain
August 2016,297.76245,USHighPlain
September 2016,294.5428,USHighPlain
October 2016,289.86044,USHighPlain
November 2016,283.32657,USHighPlain
December 2016,272.9971,USHighPlain
January 2017,273.6003,USHighPlain
February 2017,279.06985,USHighPlain
March 2017,282.71124,USHighPlain
April 2017,286.0223,USHighPlain
May 2017,289.9336,USHighPlain
June 2017,297.32034,USHighPlain
July 2017,300.30347,USHighPlain
August 2017,296.03452,USHighPlain
September 2017,294.7892,USHighPlain
October 2017,286.94656,USHighPlain
November 2017,281.34763,USHighPlain
December 2017,274.5608,USHighPlain
January 2018,272.54587,USHighPlain
February 2018,273.4305,USHighPlain
March 2018,281.03986,USHighPlain
April 2018,282.3348,USHighPlain
May 2018,294.49493,USHighPlain
June 2018,298.82898,USHighPlain
July 2018,299.21295,USHighPlain
August 2018,297.83588,USHighPlain
