,r²,MAE,MSE,MBD,Scenario
Vietnam,0.398,0.1815,0.054,0.025983231217989403,5
Vietnam,0.4003,0.1865,0.0538,-0.04996727798079928,6
Vietnam,0.3981,0.1868,0.054,-0.05003148786567009,7
Thailand,-0.3283,0.2836,0.1168,-0.28321444015118435,2
Thailand,0.6394,0.1525,0.0317,0.0025590981088348024,3
Thailand,0.6189,0.1522,0.0335,0.03371733878341013,4
Thailand,0.6347,0.1553,0.0321,-0.01695945279382461,5
Thailand,0.6347,0.1546,0.0321,-0.009065842100569306,6
Thailand,0.635,0.1545,0.0321,-0.008874665581826006,7
Australia,0.2842,0.1863,0.0551,0.16115274309741262,2
Australia,0.6351,0.1469,0.0281,0.011848965918857562,3
Australia,0.506,0.1646,0.038,0.10208011382037356,4
Australia,0.6262,0.148,0.0288,0.030084038434458244,5
Australia,0.6299,0.1477,0.0285,0.0253623622982461,6
Australia,0.6239,0.1487,0.0289,0.027827795719655622,7
ArabianPeninsula,0.9379,0.0578,0.0056,-0.05234874310873827,2
ArabianPeninsula,0.9694,0.0412,0.0028,-0.004224497915466528,3
ArabianPeninsula,0.9695,0.0412,0.0027,-0.002005841703632735,4
ArabianPeninsula,0.9685,0.0416,0.0028,-0.007177501271977004,5
ArabianPeninsula,0.9696,0.0411,0.0027,-0.0024788145680177923,6
ArabianPeninsula,0.9698,0.0407,0.0027,-0.0046757294717308245,7
China,0.5464,0.1544,0.0418,-0.13077176810424868,2
China,0.7272,0.1313,0.0251,0.0675379304237472,3
China,0.6949,0.1375,0.0281,0.09449598493646794,4
China,0.7692,0.1157,0.0213,0.0014622849636975065,5
China,0.7624,0.1223,0.0219,0.03777763903920843,6
China,0.7632,0.122,0.0218,0.036875883039788275,7
Peru,0.5753,0.1522,0.0343,0.06536682130435167,2
Peru,0.621,0.1497,0.0306,-0.026651085819009067,3
Peru,0.6394,0.1452,0.0291,0.015347649780181079,4
Peru,0.6316,0.1472,0.0297,0.012144604285576354,5
Peru,0.6339,0.1477,0.0295,-0.0089348217515173,6
Peru,0.6334,0.1478,0.0296,-0.010101370015453234,7
Nile,0.4791,0.1775,0.043,-0.020770889683131098,2
Nile,0.5039,0.1729,0.0409,-0.012046276124241247,3
Nile,0.4879,0.1762,0.0423,0.021370122916622464,4
Nile,0.4739,0.1772,0.0434,0.047343328320690846,5
Nile,0.4918,0.1757,0.0419,0.03181775643986873,6
Nile,0.4768,0.1781,0.0432,0.03855369258791835,7
Java,0.5198,0.1828,0.052,0.14687221487884247,2
Java,0.7785,0.1346,0.024,0.011020955024617722,3
Java,0.7632,0.1346,0.0256,0.040867538347322374,4
Java,0.7584,0.1371,0.0262,0.04144776154335888,5
Java,0.7726,0.1354,0.0246,0.022651401617860126,6
Java,0.7727,0.1354,0.0246,0.02261121625593462,7
Japan,-0.6365,0.2922,0.1182,-0.24638640659733818,2
Japan,0.2118,0.1986,0.0569,0.018024036822684403,3
Japan,0.222,0.199,0.0562,-0.0010958601284683574,4
Japan,-0.4227,0.2665,0.1028,-0.21597385014254794,5
Japan,0.1793,0.2084,0.0593,-0.059211398428600945,6
Japan,0.1733,0.2086,0.0597,-0.05612599807906823,7
Spain,0.6716,0.133,0.0279,-0.0029670280381572187,2
Spain,0.6738,0.1294,0.0277,0.04237814919019747,3
Spain,0.6427,0.1321,0.0303,0.06418764314476785,4
Spain,0.6737,0.1295,0.0277,0.04228280338544816,5
Spain,0.6731,0.1295,0.0278,0.0430095472741982,6
Spain,0.6773,0.1284,0.0274,0.041185351138132854,7
