,+5% population,0.5K temperature,+5% precipitation,+5% EVI,+5% LWE thickness,+5% discharge,Model,Hotspot
144,0.03331536338970531,0.11150376126964512,0.17244540896656968,0.07056347675395114,0.10808549701406311,0.10609153520319192,0.10808549449454807,USHighPlain
145,-0.031519525376609514,0.045916974279543665,0.10442282676400438,0.0036715194726181233,0.04225867008280548,0.03982993488691022,0.04225866783299381,USHighPlain
146,0.026426647119538238,0.10293396296148893,0.1576065038041139,0.061715207770329794,0.09921443215024084,0.09651807959417358,0.09921443014126163,USHighPlain
147,0.09741357382585747,0.17363901550885674,0.22980297382976334,0.129844643643793,0.1697355877986031,0.16745976471312662,0.16973558600467675,USHighPlain
148,0.11997624940640761,0.1949276892116003,0.2583100108651073,0.15291011853228098,0.19114976589508492,0.18871713087042097,0.19114976429319097,USHighPlain
149,0.17942527923582574,0.25383869250217694,0.32124038593977033,0.20970923837617983,0.24978255009064632,0.24751074173154963,0.2497825486602283,USHighPlain
150,0.17831537798402164,0.2514127395139658,0.32286833176943486,0.2101198738046275,0.2473158486292163,0.2456430098347544,0.24731584735191847,USHighPlain
151,0.13392205005462876,0.2053631550916981,0.2770539777463701,0.16387189839091798,0.2013969950909169,0.1997902263758653,0.20139699395034838,USHighPlain
152,0.13268689097091269,0.20317916124133673,0.27893952256802335,0.1622123687117889,0.19942754164688847,0.19778090974482643,0.19942754062841295,USHighPlain
153,0.1753330695885602,0.24541945444516644,0.3269158926311071,0.2045313334028851,0.24162733906795753,0.23975398403864068,0.24162733815850546,USHighPlain
154,0.18928594326543458,0.2589169273438101,0.3389631842167047,0.2183380137410882,0.2548676496575377,0.2526843806163126,0.25486764884543867,USHighPlain
155,0.13940014123933542,0.20835356825481766,0.28212348658932684,0.16737196425183865,0.2042409063640086,0.20181486129950454,0.20424090563884123,USHighPlain
156,0.12678786479141135,0.19481274357063838,0.2745831471477176,0.1523311587088656,0.19070536568060126,0.18842554641658804,0.1907053650330599,USHighPlain
157,0.16462551961262206,0.23168673549501162,0.3276874348459924,0.1872158796319121,0.2277185877843102,0.22529255850868535,0.2277185872060854,USHighPlain
158,0.24929914773565454,0.3152382191583287,0.41228090083344204,0.2689910353119269,0.3113943976271716,0.3088378095011475,0.31139439711084327,USHighPlain
159,0.3331719115971925,0.3980044783139953,0.49361735365082104,0.3487217337024584,0.39427150038614767,0.3920346474964391,0.39427149992509003,USHighPlain
160,0.3946782976901919,0.4584826779767961,0.55255374766754,0.4120111913395146,0.45457484156860595,0.45273454700878935,0.4545748411569024,USHighPlain
161,0.4222831665235427,0.4853485370094641,0.5802418826300146,0.44154366665731404,0.4813147564121265,0.4797460170741623,0.48131475604449414,USHighPlain
162,0.3757795304565037,0.43764239877928035,0.5370044109549384,0.39367661472714865,0.4335154808367119,0.4319399452673489,0.4335154805084329,USHighPlain
163,0.353102469231078,0.4138871922302967,0.5172554429378475,0.3659735861618265,0.41010009295122085,0.40830139782533803,0.4101000926580829,USHighPlain
164,0.40726166388114216,0.4659033971505129,0.5662494618868747,0.4165265897934942,0.46234413526335594,0.4601041661310439,0.4623441350015973,USHighPlain
165,0.5027666578531391,0.5603180173239701,0.6532528345234754,0.5093182756245773,0.5568715710681853,0.5549081855411939,0.5568715708344469,USHighPlain
166,0.5288579230222956,0.5856930432530298,0.6733015252305485,0.5348395549904199,0.5824038866264363,0.5809791339852739,0.5824038864177186,USHighPlain
167,0.5058732416063647,0.5624231223913709,0.6447244173675285,0.5122484201342548,0.5588154337487676,0.55775799675074,0.5588154335623923,USHighPlain
168,0.4590476082739433,0.514262609377157,0.5967023496494569,0.4663191191207934,0.5110320399893573,0.5101632517734138,0.5110320398229327,USHighPlain
169,0.4777999425253814,0.5321340621264241,0.6117062234553767,0.48660525638460683,0.5290337930371241,0.5280627197046517,0.5290337928885145,USHighPlain
170,0.5255300000678205,0.5787146841073185,0.6606481382294549,0.5348294698067704,0.5755703407359984,0.5747687418021681,0.5755703406032968,USHighPlain
171,0.4610405692807606,0.5129854493092381,0.5962703552926714,0.4705593059866387,0.5098058501998691,0.5091549702307298,0.5098058500813727,USHighPlain
172,0.44391440228484536,0.4949499354573834,0.5760416608570731,0.45022245436126895,0.49185507829286235,0.49110188727794735,0.4918550781870503,USHighPlain
173,0.5045431943290655,0.5551034435760742,0.6354515609241602,0.5086263120490768,0.5518521909164578,0.5512994339813266,0.5518521908219725,USHighPlain
174,0.5372619270970747,0.5876423207894714,0.6666910599654567,0.5388438512506029,0.5841115178993492,0.5830602018084352,0.584111517814978,USHighPlain
175,0.4865242862714685,0.5359960498707595,0.6108266194456144,0.4863507752796066,0.5323357185215134,0.5316249004388923,0.5323357184461738,USHighPlain
176,0.41857927429520414,0.4663697805991478,0.535663860564136,0.4166892614924185,0.46304505832222165,0.46199918002843354,0.463045058254947,USHighPlain
177,0.3863111838234561,0.43279770966122943,0.4998381923893278,0.3838057761726055,0.4297846756275352,0.4286756684589488,0.4297846755674619,USHighPlain
178,0.4040260173371397,0.44996865800300023,0.5140054836911276,0.4028511192562887,0.446718092623799,0.4450497473947457,0.4467180925701564,USHighPlain
179,0.40696027213539754,0.4518512824531298,0.5148303530848339,0.4062371807436903,0.4485359580886531,0.4469527305303377,0.44853595804075264,USHighPlain
180,0.4066983192887321,0.45006961223855235,0.5137958429978202,0.40640673779028647,0.44706781057977296,0.44507256134477613,0.44706781053699984,USHighPlain
181,0.47632376981745184,0.5188531070519447,0.5799225611960357,0.47455898396875096,0.5160348046034189,0.5134859835814662,0.5160348045652245,USHighPlain
182,0.5278296379025158,0.5696081842960263,0.6315995448838461,0.5244505832722413,0.5664294259855174,0.5631143673759642,0.5664294259514118,USHighPlain
183,0.48683693622944474,0.5276843671586497,0.5911718144864344,0.4785333128643222,0.52433977681835,0.5215073492630169,0.5243397767878952,USHighPlain
184,0.40633414543451796,0.44662998510941676,0.5131366183576954,0.3941413043859019,0.4431714272063363,0.44045420679148384,0.4431714271791416,USHighPlain
185,0.42521516290710926,0.4643822719838131,0.532992419161979,0.40689116818573057,0.46093485593630645,0.4582265049855272,0.46093485591202277,USHighPlain
186,0.4804492353184151,0.5182803817863637,0.5847815530593721,0.4653803490953625,0.5149616626678466,0.5125706316715672,0.5149616626461624,USHighPlain
